driverId,lap_1,lap_2,lap_3,lap_4,lap_5,lap_6,lap_7,lap_8,lap_9,lap_10,lap_11,lap_12,lap_13,lap_14,lap_15,lap_16,lap_17,lap_18,lap_19,lap_20,lap_21,lap_22,lap_23,lap_24,lap_25,lap_26,lap_27,lap_28,lap_29,lap_30,lap_31,lap_32,lap_33,lap_34,lap_35,lap_36,lap_37,lap_38,lap_39,lap_40,lap_41,lap_42,lap_43,lap_44,lap_45,lap_46,lap_47,lap_48,lap_49,lap_50,lap_51,lap_52,lap_53,lap_54,lap_55,lap_56,lap_57,lap_58,lap_59,lap_60,lap_61,lap_62,lap_63,lap_64,lap_65,lap_66,lap_67,lap_68,lap_69,lap_70,lap_71
1,84169,81225,81620,81363,99795,82315,80995,81530,82232,83130,86983,98647,81341,81855,82407,83146,81426,81303,81976,81846,81465,81573,81511,81832,81032,81850,82097,81808,81827,82658,109406,104947,81860,81700,81370,81766,82063,81829,83743,81909,81858,81794,81986,81830,82418,82030,87130,100476,80728,81426,80816,80790,81194,82295,81992,82242,82962,82591,83130,83090,83746,113241,94778,83000,83185,83072,82696,82770,82351,82694,85728
4.0,94715.0,85044.0,84197.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0
8,89144,82058,82306,82416,100290,81727,82305,82801,83088,83775,84314,83446,83142,84026,84094,83219,89230,100087,80334,80720,80711,81108,81062,81295,81586,81482,80908,81248,81653,87438,109700,98514,81468,81601,81024,81421,83072,81851,81461,81222,81744,81234,81373,80948,81824,80915,81773,80850,81107,81357,81155,81126,81255,80905,81413,81400,81358,82307,82261,83700,82585,106043,103641,81927,81039,81393,80892,81671,82256,81745,83221
20,86511,81799,82420,81959,99698,82285,81918,81872,82007,82024,82495,82641,82500,82050,82158,82127,85551,99705,81076,81142,81128,81000,80757,81287,81615,81740,82101,81728,82352,82936,112589,102308,82087,81308,80856,80745,81069,81144,80516,80386,80263,80260,80112,80138,80338,80403,83939,97226,79522,80343,80409,80967,81547,80966,80780,81159,79851,81573,80264,80195,80787,98751,109665,80003,79763,79835,80150,80046,79978,80951,82393
154.0,96830.0,87651.0,84711.0,85891.0,102593.0,83701.0,83935.0,84447.0,84756.0,85161.0,84336.0,85301.0,84907.0,85572.0,86407.0,86031.0,85428.0,86603.0,85509.0,85313.0,85158.0,84503.0,84586.0,84970.0,86048.0,84393.0,84641.0,86640.0,86466.0,112575.0,104208.0,85935.0,86582.0,85065.0,84547.0,85131.0,84935.0,85297.0,84878.0,84840.0,84777.0,84659.0,85443.0,89904.0,99695.0,81370.0,81948.0,82672.0,84217.0,86075.0,85146.0,84355.0,86192.0,84305.0,84205.0,84180.0,84756.0,85035.0,85531.0,113751.0,109556.0,82196.0,82166.0,81438.0,82012.0,81613.0,82302.0,85082.0,100000000.0,100000000.0,100000000.0
807.0,89609.0,83422.0,83641.0,82839.0,101471.0,83009.0,83294.0,83574.0,84074.0,84722.0,84845.0,87832.0,103544.0,84108.0,84286.0,84292.0,84380.0,84103.0,84457.0,84116.0,84546.0,84610.0,84680.0,84692.0,84436.0,84585.0,84475.0,85944.0,83578.0,104761.0,109246.0,83756.0,83797.0,83462.0,83948.0,87906.0,83885.0,86363.0,86244.0,86423.0,84158.0,83878.0,85273.0,84634.0,84812.0,83870.0,84162.0,84079.0,85987.0,83886.0,83457.0,83787.0,83581.0,83361.0,83292.0,83239.0,83380.0,83086.0,84813.0,94520.0,111281.0,86204.0,83936.0,81616.0,83619.0,80991.0,80637.0,80748.0,81536.0,100000000.0,100000000.0
815.0,94212.0,84416.0,84078.0,83975.0,100916.0,83545.0,84256.0,84826.0,84762.0,85542.0,87347.0,86658.0,86389.0,83633.0,83974.0,83583.0,83753.0,84046.0,84465.0,84054.0,84332.0,84701.0,84538.0,84664.0,84903.0,84370.0,84798.0,84284.0,83837.0,109679.0,123872.0,84174.0,87025.0,84442.0,84451.0,86225.0,87517.0,102831.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0
817.0,85456.0,81553.0,81694.0,81369.0,99891.0,82074.0,81322.0,81609.0,81878.0,82510.0,83433.0,85232.0,100006.0,81623.0,81004.0,82555.0,82196.0,82491.0,81940.0,81810.0,81544.0,81289.0,81034.0,81455.0,81399.0,81740.0,81945.0,82169.0,82823.0,82937.0,112689.0,101697.0,82670.0,83403.0,82868.0,82570.0,81808.0,81531.0,81723.0,81027.0,80735.0,80888.0,81199.0,81011.0,82444.0,81790.0,81035.0,80766.0,80913.0,81085.0,80723.0,81442.0,80873.0,81216.0,81782.0,81445.0,79462.0,80536.0,80780.0,80327.0,80370.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0
822.0,87855.0,82541.0,82039.0,81987.0,99911.0,82281.0,82650.0,82572.0,83042.0,83308.0,86778.0,100541.0,81236.0,81571.0,81610.0,81680.0,81323.0,82516.0,81655.0,81748.0,81481.0,81358.0,81554.0,81415.0,81764.0,81788.0,82426.0,82101.0,81591.0,85026.0,110213.0,101689.0,81894.0,81640.0,82416.0,81485.0,81675.0,82082.0,82769.0,81580.0,81740.0,82200.0,82108.0,81921.0,82191.0,82250.0,82103.0,90063.0,102285.0,81749.0,81678.0,81886.0,81794.0,81669.0,82011.0,82803.0,83040.0,83193.0,84052.0,84462.0,91735.0,113517.0,100226.0,79331.0,78741.0,80459.0,80062.0,80383.0,81750.0,83257.0,100000000.0
825.0,95478.0,86054.0,84144.0,84985.0,102566.0,83307.0,83303.0,83592.0,84422.0,84403.0,86475.0,86394.0,86565.0,87185.0,86404.0,86209.0,84143.0,84903.0,85102.0,85076.0,85175.0,84877.0,84509.0,84692.0,86124.0,87068.0,85005.0,84680.0,86756.0,111782.0,105410.0,84241.0,86010.0,84627.0,85440.0,84585.0,85482.0,84689.0,84362.0,84539.0,85009.0,85060.0,88053.0,101530.0,81874.0,82770.0,83505.0,85849.0,82848.0,84914.0,84095.0,86320.0,83451.0,83973.0,85869.0,84433.0,84883.0,85385.0,85294.0,108182.0,99658.0,83680.0,83984.0,84172.0,86501.0,86745.0,84436.0,84005.0,84482.0,100000000.0,100000000.0
828.0,93592.0,84159.0,84123.0,83708.0,100775.0,83925.0,84167.0,84898.0,84855.0,85817.0,87202.0,86626.0,86561.0,86826.0,86754.0,90320.0,109978.0,82440.0,84597.0,83468.0,82891.0,83535.0,83763.0,87166.0,83461.0,83879.0,85643.0,83624.0,88789.0,109910.0,99231.0,85545.0,83724.0,84279.0,83683.0,84351.0,84412.0,86516.0,84293.0,84514.0,84597.0,84688.0,84555.0,84085.0,84545.0,84463.0,84478.0,84230.0,84414.0,84177.0,84350.0,84786.0,85209.0,84466.0,85675.0,84560.0,84501.0,84804.0,85498.0,106430.0,103467.0,84187.0,83194.0,83002.0,83364.0,83355.0,83097.0,82823.0,82895.0,100000000.0,100000000.0
830,83044,80959,81091,81162,98701,83465,81177,80923,81249,81634,82291,82692,85704,100948,80299,80919,80660,80431,81373,81607,81403,81265,81170,81612,82346,81065,80870,80898,81680,82083,104739,108215,82946,81459,81495,81137,81655,81316,80641,81025,80851,80768,80863,80386,80572,81023,81391,84301,98058,80173,80690,80434,81256,81657,79738,80786,79564,79747,79749,79795,80099,91178,111497,85065,79527,79186,80081,79796,79983,80242,81046
832.0,88610.0,83830.0,83398.0,82891.0,101334.0,82386.0,83136.0,83611.0,83850.0,84052.0,87476.0,102416.0,84847.0,85705.0,83846.0,83750.0,84139.0,84302.0,84410.0,84557.0,83819.0,84985.0,84205.0,84793.0,84983.0,85192.0,84577.0,84139.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0
