driverId,lap_1,lap_2,lap_3,lap_4,lap_5,lap_6,lap_7,lap_8,lap_9,lap_10,lap_11,lap_12,lap_13,lap_14,lap_15,lap_16,lap_17,lap_18,lap_19,lap_20,lap_21,lap_22,lap_23,lap_24,lap_25,lap_26,lap_27,lap_28,lap_29,lap_30,lap_31,lap_32,lap_33,lap_34,lap_35,lap_36,lap_37,lap_38,lap_39,lap_40,lap_41,lap_42,lap_43,lap_44,lap_45,lap_46,lap_47,lap_48,lap_49,lap_50,lap_51,lap_52,lap_53,lap_54,lap_55,lap_56,lap_57,lap_58,lap_59,lap_60,lap_61,lap_62,lap_63,lap_64,lap_65,lap_66
2,92998,77766,77241,77076,76904,77220,78092,76995,77404,77562,76929,77895,77677,78455,77858,77252,77683,80325,96046,76903,77310,77337,77644,78685,77766,78575,78112,78526,78023,78902,79136,78019,77791,78527,80225,79815,79151,81394,105906,98750,78762,120792,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
4,80913,76759,74985,74617,74547,74541,74521,74265,77433,93244,75885,75590,75887,76244,75892,75472,76125,75628,75917,75596,75213,75324,75172,74995,75262,75342,75093,74959,78076,91507,75250,75270,75608,75150,75509,75912,76249,75715,75075,75122,75087,75196,74826,75298,74575,74598,77601,93261,75312,75281,75635,77221,78201,78518,77699,78138,77021,75156,74961,74876,74848,75202,75188,74950,74917,77769
8,81312,75308,74299,74083,74048,74685,74316,73932,74118,73780,76921,93694,74783,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
11,87349,75949,75554,75745,75124,75413,75478,75269,75737,77862,92406,75353,76580,76875,76807,76831,76034,76182,75302,76822,76240,75814,77507,76638,76889,75984,77258,92576,74585,75184,81365,76260,75227,75732,75848,75308,75418,75728,75754,76539,76368,75469,75216,75232,74987,74854,74796,77536,93804,76513,76518,76338,76094,76138,75923,75709,75951,75611,75678,78771,76040,75841,75683,75435,75011,75648
13,91161,77552,77149,77089,76560,76588,77075,76700,76402,76509,76493,76772,76802,76989,76805,76515,76355,76519,77035,77057,76352,76465,79469,94995,76450,76831,76596,76917,76966,80017,76996,77055,76947,79089,77197,76940,77241,77739,77187,76834,76987,77017,78091,76675,79600,94475,76385,76863,76771,76554,76320,76671,76471,77630,76460,76372,76525,76352,76624,76565,76248,76250,77638,76311,78736,inf
14,83016,75933,75620,74894,74745,74691,75001,74558,74715,77431,93364,75345,74921,76370,75808,75573,75908,75923,75927,75655,75279,75369,75474,75496,75450,75411,75502,78091,92243,75028,74972,75335,75568,76131,75486,75560,76017,75532,75395,75605,75370,75686,75541,75187,75253,75281,78460,93808,75448,75969,75567,75650,75998,76013,75874,77104,77597,75688,75314,75280,75057,75205,75398,75652,75900,76437
15,82213,76321,75182,75047,74521,74758,74462,74516,74386,77452,94687,77070,77046,78095,77277,76799,76114,76234,77464,76933,76509,77341,77568,76670,76796,79102,77716,79642,100779,75434,76448,76187,76587,78369,77407,76832,77288,76146,75199,75742,75761,74894,75697,76104,77843,93209,75417,76379,75821,76323,75691,76124,75913,75592,75678,76105,75966,75989,75869,75802,76327,76070,76085,76165,76963,76980
17,84503,75830,75673,76498,75862,75487,75585,75295,75310,74892,74950,77622,92308,76733,76816,76857,76551,76272,76961,77321,76185,77918,77227,76854,76687,76490,75416,74919,78322,91106,75512,74895,75063,75655,75734,75445,75614,75792,76370,75840,77368,75562,75544,75616,77708,94052,75590,75901,76297,76425,76062,76072,76127,75994,75781,76118,75873,75715,75833,75766,75605,75729,75202,74954,74883,75809
18,89240,75850,75897,75204,74527,74983,75508,75480,75527,74909,74117,74557,74280,77161,92475,74948,76045,75936,75609,75531,75100,75011,74974,75122,75240,75499,75439,75222,74660,74729,74969,74792,74581,77506,91451,76060,76272,75835,75434,76693,74977,75453,74894,75021,74425,74423,74617,74840,75528,78241,92225,75780,75528,75774,75560,75290,75082,75047,75324,74920,75493,75697,75678,75673,76144,79229
21,90057,77458,77077,76753,76362,76235,76600,76305,76200,76117,76650,76632,76348,77411,77531,76997,76609,76758,76372,77792,78700,94512,75802,76252,76329,76270,76647,77965,76173,76184,76670,76309,76279,76099,75986,75640,75953,75899,75635,76448,76488,75722,75786,77911,95187,77508,76690,76975,77497,76553,76184,76488,76374,76082,76072,76085,76137,76490,76010,76351,78025,75916,75758,75924,76368,77353
22,96654,97518,76093,75544,75701,75714,76212,75419,75462,75482,75265,76130,75583,76275,76075,76547,75713,75727,75312,75014,76419,76075,78462,94296,75789,75878,76696,76252,76360,76347,75885,76198,76218,75604,75762,75440,75610,76195,75759,76273,76551,76243,76150,75117,74988,77542,94217,77203,75787,75670,75544,75521,75537,75615,75323,75107,75693,75659,74963,75120,75859,75516,77150,75172,75364,96531
30,79878,74636,74176,74192,73783,74047,74043,73864,74122,77071,94400,75045,74939,74956,75716,75814,74846,74839,74544,75122,74599,74853,74761,75122,75735,75208,74788,77733,93682,75588,75572,75622,75032,74818,75154,74920,75061,75171,74592,74893,74974,74841,76069,75810,74643,76215,78361,95695,76059,75373,75909,75639,76058,75330,75217,75510,75451,75280,75558,75289,75187,75424,75900,75232,76358,80529
31,85166,75664,75653,74757,74492,74688,74637,74783,74954,74446,77883,93792,75400,76151,75594,75538,75814,75896,75284,75765,78206,75865,75677,75365,75572,76270,79584,93815,76582,76122,75767,75656,75332,75226,75470,75612,75714,75728,75441,76562,75674,75579,75480,75653,75443,75085,75161,80032,93049,74832,75412,75616,75780,75343,75150,75210,74814,74780,74841,74513,74754,75500,75719,75898,75416,77246
