driverId,lap_1,lap_2,lap_3,lap_4,lap_5,lap_6,lap_7,lap_8,lap_9,lap_10,lap_11,lap_12,lap_13,lap_14,lap_15,lap_16,lap_17,lap_18,lap_19,lap_20,lap_21,lap_22,lap_23,lap_24,lap_25,lap_26,lap_27,lap_28,lap_29,lap_30,lap_31,lap_32,lap_33,lap_34,lap_35,lap_36,lap_37,lap_38,lap_39,lap_40,lap_41,lap_42,lap_43,lap_44,lap_45,lap_46,lap_47,lap_48,lap_49,lap_50,lap_51,lap_52,lap_53,lap_54,lap_55,lap_56,lap_57,lap_58,lap_59,lap_60,lap_61,lap_62,lap_63,lap_64,lap_65,lap_66,lap_67,lap_68,lap_69,lap_70,lap_71,lap_72,lap_73,lap_74,lap_75,lap_76,lap_77
56,87457,80740,80476,80052,80979,82863,89676,100790,81344,82183,83451,83867,84031,83697,83726,83866,84032,83148,81296,81100,80826,80761,81941,81045,82543,80760,81622,81124,81794,81107,82407,82005,80865,81244,86858,101465,81302,80859,80522,80643,82129,82868,81953,79527,80645,80483,81957,81398,81496,81585,80351,80304,80605,80903,81438,84293,100305,81841,81580,83400,81578,81308,82298,82009,82390,82837,82084,82540,81083,81314,82088,80978,81695,82185,82962,82956,inf
57,87686,81165,80637,80161,80505,82587,81124,80666,82763,83232,83258,82220,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
58,97837,83704,82402,82447,83176,83433,83392,82500,83345,83427,83575,84425,84800,84479,84144,84892,83439,85378,83870,83968,83429,87199,148207,82778,82939,86797,83759,83066,82610,83162,82558,82576,82560,82549,82583,82962,83389,82459,82683,82316,82594,82270,82261,81935,81874,82015,85853,83954,82059,86612,106851,82153,82195,81943,82528,82474,82049,82444,83352,82966,83157,82714,83186,84592,82848,83285,82614,82230,82267,82325,82254,88384,112875,84031,83611,inf,inf
63,97232,83583,82562,82488,83332,83319,82725,82943,83628,83459,83266,84722,84494,84687,84067,85006,83451,89171,103873,83202,82383,82596,83402,84156,83488,83495,84931,83675,83894,86916,85661,83453,82766,83186,83767,85384,83305,86041,85313,86142,87150,93758,114077,86103,83031,83399,83154,84087,84450,85140,85223,85694,85589,83600,85935,83284,86807,105314,81858,81864,83077,82590,82799,83017,82694,81941,81578,81639,82129,82160,82770,82621,82032,81986,83040,inf,inf
64,98249,83745,82271,82631,83016,83481,83523,82492,83252,83370,83824,84363,84601,84515,84141,88105,104263,81918,82901,82012,82363,84811,82893,82450,81780,82346,82514,83136,82305,83266,82680,82405,83615,82473,83116,83177,81624,81105,81030,81091,81205,81459,81751,85860,101326,80317,80862,81744,81607,82429,84296,82263,81736,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
65,90890,81970,81369,81299,81251,81028,81963,81293,81216,81144,82614,82658,82525,82561,81765,81011,81309,81232,81178,81552,81641,81633,81746,82427,82324,87031,100494,80606,80998,80781,81063,81162,81237,81578,81197,82025,82936,81738,82482,81974,82000,82298,82373,82731,83000,82758,82503,82805,83303,87985,101627,81237,81361,81683,81690,82515,82415,81853,82668,82934,82759,82378,82008,82211,81744,81655,82135,82477,82061,81527,81240,81350,82206,81830,82071,82722,84580
71,86068,80555,79778,79657,80187,81260,82741,83002,83430,83327,80545,79937,79648,79889,79763,80771,80199,80395,80963,80912,81405,79744,80071,80835,84854,101096,80353,81044,80312,80858,81931,83006,81756,81422,81393,80639,80348,80176,80533,80592,80982,80503,80848,81036,81996,80667,80394,81253,85073,81512,85229,102557,82017,81024,81024,81206,81234,80916,81419,81131,81297,80917,81175,81023,81213,82401,81806,82244,82136,81582,81869,82265,83346,83959,91427,100921,99231
75,95863,83106,82243,82064,81854,81653,82117,81994,85463,81714,81595,81652,81696,81822,81987,81811,81966,81875,82226,82318,83386,85223,82963,81000,81976,80003,84893,104720,81564,81327,80899,82309,82185,81095,80570,80666,80225,80542,80802,81001,81237,81676,81211,81547,81646,82233,87252,105196,80518,80616,80855,81930,82978,83460,81832,81347,81496,81540,82974,83214,81152,81617,82011,82491,83330,82487,82102,82771,81116,81359,81951,81224,81336,82224,82878,83129,96357
76,125946,111347,81628,82711,88113,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
77,93263,81554,81300,81126,81641,81825,83516,84024,90158,84103,84793,84792,84285,84127,84198,84206,84156,86155,84559,84048,83726,83490,84097,83992,83734,88540,105265,81179,81674,82013,81812,81871,81553,81861,81663,81619,82342,82502,81227,81319,81036,81798,81833,82425,82769,80714,81145,81299,85320,85830,102924,79923,80492,82346,82388,81675,81249,81425,82021,81794,81666,81760,81866,81517,83256,82883,83233,82787,82430,81951,82459,82256,83836,81307,80711,82980,82946
79,96724,83537,82307,82280,81983,82009,82190,81836,86251,84068,84673,84855,84257,84405,84290,84804,83148,85829,84630,88156,102936,81325,83352,82158,81333,81827,82306,82273,82301,82868,83014,83233,82635,82347,82942,83333,82428,81120,81048,81100,81118,81649,81549,81296,81032,80672,85736,104075,81368,81755,82327,84339,83659,83798,83654,83305,83436,85658,82575,83431,81978,81723,81361,81274,81069,82049,81302,82211,82132,81849,82136,82496,82898,82190,82132,85404,inf
81,106950,81407,81482,81167,83509,82248,91185,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
