driverId,lap_1,lap_2,lap_3,lap_4,lap_5,lap_6,lap_7,lap_8,lap_9,lap_10,lap_11,lap_12,lap_13,lap_14,lap_15,lap_16,lap_17,lap_18,lap_19,lap_20,lap_21,lap_22,lap_23,lap_24,lap_25,lap_26,lap_27,lap_28,lap_29,lap_30,lap_31,lap_32,lap_33,lap_34,lap_35,lap_36,lap_37,lap_38,lap_39,lap_40,lap_41,lap_42,lap_43,lap_44,lap_45,lap_46,lap_47,lap_48,lap_49,lap_50,lap_51,lap_52,lap_53,lap_54,lap_55,lap_56,lap_57,lap_58,lap_59,lap_60,lap_61
822.0,184425.0,162543.0,114712.0,116474.0,116532.0,115486.0,115565.0,114891.0,115126.0,115144.0,115119.0,115220.0,115734.0,116275.0,123973.0,131275.0,111368.0,111718.0,111941.0,112608.0,112546.0,113469.0,113148.0,112840.0,115401.0,112963.0,112879.0,112940.0,113425.0,120899.0,130303.0,119866.0,166494.0,111906.0,119091.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0
825,174238,164225,115567,114754,114279,114269,114034,114273,114012,113945,113901,113706,113476,113723,113926,114663,121171,130839,111754,112120,112019,112282,112241,112252,112360,112637,112633,112525,112713,112640,112972,112948,114461,113248,113733,116342,114372,122305,132274,111328,111129,111127,111265,110858,111270,111133,111115,111527,112278,111812,112066,112496,112744,113159,113368,113083,113719,113993,114907,114063,120630
826,168472,167307,115553,114405,114176,113581,113643,113146,113063,112807,112952,113007,113223,113003,119375,133448,113085,113466,114308,113679,112336,112504,112610,112534,112549,112422,112253,112234,112677,112398,112900,112394,112939,113170,113235,115220,121066,132580,110944,111607,111038,111533,112745,111355,111688,112489,112252,116488,113773,112465,112591,112800,113430,112876,113649,113248,113305,114457,113463,114380,114211
828.0,176317.0,162608.0,115725.0,114828.0,114265.0,114332.0,114019.0,121476.0,132109.0,112370.0,113048.0,113228.0,114266.0,116321.0,116590.0,113679.0,116860.0,115630.0,114389.0,113915.0,115975.0,114596.0,114609.0,114786.0,124317.0,131703.0,110963.0,111635.0,111845.0,112425.0,112594.0,113507.0,114902.0,114334.0,114718.0,125957.0,135426.0,111894.0,112602.0,112321.0,112447.0,112450.0,112510.0,113055.0,113685.0,112759.0,113007.0,115404.0,112817.0,112847.0,112719.0,112766.0,113463.0,114273.0,113589.0,113621.0,114118.0,114347.0,116260.0,115545.0,100000000.0
830,171564,165038,115932,114378,114338,113792,113600,112503,113238,113108,113420,113965,121363,130887,112845,111910,113101,113373,114443,113752,112481,112580,112780,112698,112921,112912,120350,129287,109720,110754,113218,112433,110905,110503,110883,111101,113415,111258,111181,111237,111428,111623,112205,118888,128879,109050,109385,112960,109505,109886,109139,110285,111765,111174,109877,109939,110058,110772,111724,111457,110981
831.0,188887.0,153691.0,116093.0,115401.0,113461.0,113730.0,114657.0,113900.0,114142.0,113858.0,113904.0,114279.0,114327.0,116324.0,114383.0,115046.0,121478.0,133144.0,112894.0,113327.0,113044.0,113303.0,113312.0,112708.0,114076.0,112817.0,113133.0,113024.0,113965.0,113180.0,113368.0,115646.0,114552.0,114524.0,121824.0,133030.0,111790.0,111892.0,112327.0,111955.0,111683.0,111964.0,112242.0,112965.0,112536.0,112318.0,114532.0,113098.0,112646.0,112461.0,112619.0,112450.0,113996.0,115908.0,113429.0,113203.0,113160.0,115090.0,114136.0,115401.0,100000000.0
832.0,170619.0,165605.0,115796.0,114434.0,114173.0,113720.0,120651.0,132445.0,112910.0,113663.0,114042.0,114271.0,115545.0,116504.0,115729.0,113239.0,114612.0,113200.0,113124.0,113303.0,112941.0,113114.0,113171.0,112935.0,113527.0,113851.0,124955.0,132390.0,111943.0,112233.0,112352.0,114012.0,112940.0,112790.0,112864.0,112319.0,112115.0,112040.0,112646.0,112649.0,112460.0,112555.0,112575.0,112869.0,113362.0,113974.0,114691.0,124316.0,131203.0,114146.0,113838.0,113343.0,114166.0,112884.0,112653.0,110532.0,110599.0,111586.0,112677.0,112755.0,100000000.0
835.0,190706.0,153562.0,115896.0,117443.0,117618.0,115743.0,115499.0,115114.0,114929.0,115447.0,122031.0,131561.0,112936.0,112924.0,112817.0,113031.0,113220.0,113395.0,114438.0,113212.0,113439.0,113712.0,113857.0,114126.0,117827.0,113803.0,113813.0,113728.0,113891.0,114992.0,114783.0,115055.0,117182.0,123358.0,135111.0,111777.0,114367.0,112895.0,114472.0,114423.0,112643.0,112792.0,112462.0,112419.0,112774.0,113439.0,116475.0,112663.0,112837.0,114574.0,112368.0,113278.0,113239.0,113070.0,113017.0,112964.0,113433.0,113342.0,113732.0,113870.0,100000000.0
836.0,186320.0,154628.0,117157.0,117206.0,115655.0,115616.0,114771.0,114421.0,114581.0,114351.0,114582.0,114618.0,114448.0,114678.0,116732.0,115927.0,115930.0,122657.0,136740.0,113620.0,113545.0,114195.0,113840.0,113577.0,113646.0,113514.0,113530.0,113818.0,115656.0,114308.0,114000.0,114212.0,114301.0,114440.0,114580.0,122132.0,138143.0,113826.0,112530.0,112021.0,112496.0,112190.0,112374.0,112324.0,112635.0,115082.0,112920.0,113081.0,114536.0,113416.0,112994.0,113325.0,113642.0,113505.0,114347.0,114110.0,114242.0,114447.0,116572.0,115611.0,100000000.0
839.0,187275.0,154370.0,118198.0,116939.0,117104.0,115886.0,115298.0,114782.0,114929.0,115035.0,115272.0,115076.0,115153.0,116777.0,115480.0,115500.0,118448.0,118937.0,124578.0,211999.0,114149.0,113735.0,116529.0,114626.0,113727.0,113837.0,113952.0,114410.0,114961.0,114768.0,114814.0,114601.0,114639.0,121952.0,134177.0,113007.0,114136.0,115585.0,115913.0,117285.0,113029.0,112624.0,112514.0,112773.0,119922.0,148506.0,111748.0,112673.0,114462.0,112621.0,112181.0,112447.0,112932.0,112687.0,113081.0,112849.0,112683.0,112559.0,113505.0,100000000.0,100000000.0
