driverId,lap_1,lap_2,lap_3,lap_4,lap_5,lap_6,lap_7,lap_8,lap_9,lap_10,lap_11,lap_12,lap_13,lap_14,lap_15,lap_16,lap_17,lap_18,lap_19,lap_20,lap_21,lap_22,lap_23,lap_24,lap_25,lap_26,lap_27,lap_28,lap_29,lap_30,lap_31,lap_32,lap_33,lap_34,lap_35,lap_36,lap_37,lap_38,lap_39,lap_40,lap_41,lap_42,lap_43,lap_44,lap_45,lap_46,lap_47,lap_48,lap_49,lap_50,lap_51,lap_52,lap_53,lap_54,lap_55,lap_56,lap_57,lap_58,lap_59,lap_60,lap_61
57,99295,90929,90594,90908,90777,90756,90776,90820,91322,90856,91012,91228,91203,91171,91667,91220,91317,91401,91135,91137,90954,91300,91201,91322,91017,91308,98243,109947,91229,91334,91647,91616,91163,91202,91221,91199,91718,90828,92229,92214,91103,90531,90788,97155,110197,91613,91900,91073,90930,91426,91877,92730,92297,92114,91328,90794,92350,91751,91841,92091,93399
63,107716,94649,93626,93353,92905,93316,93015,93579,93820,93256,93266,92863,93289,93562,93039,93084,93292,93832,93313,93404,93359,93360,93155,93027,93204,92633,92592,94158,94054,92138,97768,114323,92091,92595,92635,92702,92776,92659,92680,92649,92823,92603,92838,92528,92308,92275,92075,92301,94464,93566,92254,92849,92557,92299,92133,92103,91765,91959,92466,93359,inf
64,106743,93454,93532,92508,94201,93170,92920,93098,99485,94282,93430,93779,93737,92815,93387,92737,93405,92873,92606,92598,93131,92813,92934,95553,97912,96360,97463,103315,123616,97190,94952,95856,95351,94609,94049,93621,93807,94834,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
65,105378,93471,93241,92879,92676,93232,93079,93206,93192,93381,93405,93065,93136,93911,93577,93283,92940,92234,92398,92618,92508,98299,111249,92541,92722,93556,95258,93158,93734,94543,94348,93350,92538,92703,92802,92478,92456,92286,92329,92621,98611,110654,92248,92280,93111,92994,92628,92758,92648,93001,92847,94892,92646,92693,92213,92532,92631,93117,93338,92873,inf
71,100894,90986,90264,90494,90961,90761,90800,90730,91284,91169,91244,90716,91002,91442,91251,91261,91293,91468,91555,90687,90914,91319,91478,91163,90832,91220,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
73,108934,94849,94672,94845,94202,95003,94235,94232,93503,94106,93689,93382,94313,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
77,103054,92170,91585,91643,92028,91426,90806,90913,90962,91324,91437,91400,91550,91427,91749,91617,91651,91470,91580,90692,90276,91012,90621,92283,91012,91700,90881,90209,90849,91578,90306,91106,97058,114295,90667,90699,90528,90595,91945,90560,91210,91946,91082,91843,90797,90917,90170,90876,90702,91556,90741,91054,90259,90384,90607,89984,90679,91116,91887,91437,91989
79,106514,95279,93546,92993,92820,93548,93178,93018,97194,92699,93720,99674,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
83,109824,95059,94831,95045,94372,95199,95067,95078,94765,95042,94893,94880,94784,95170,95027,94885,97437,95501,95692,95452,97789,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
84,103745,92542,91910,91837,91617,91955,91348,91268,91289,91419,91392,91260,91534,91547,91666,91194,98419,116607,91659,91712,91946,92701,92102,91928,91873,91933,92269,102627,112120,91080,90792,90826,90552,91433,90944,90982,90896,91243,91115,98416,113059,91664,91352,92464,91499,91678,92528,91664,91529,91468,91430,91514,91479,91626,91341,91298,91344,91430,91905,91816,inf
