driverId,lap_1,lap_2,lap_3,lap_4,lap_5,lap_6,lap_7,lap_8,lap_9,lap_10,lap_11,lap_12,lap_13,lap_14,lap_15,lap_16,lap_17,lap_18,lap_19,lap_20,lap_21,lap_22,lap_23,lap_24,lap_25,lap_26,lap_27,lap_28,lap_29,lap_30,lap_31,lap_32,lap_33,lap_34,lap_35,lap_36,lap_37,lap_38,lap_39,lap_40,lap_41,lap_42,lap_43,lap_44,lap_45,lap_46,lap_47,lap_48,lap_49,lap_50,lap_51,lap_52,lap_53,lap_54,lap_55,lap_56,lap_57,lap_58,lap_59,lap_60,lap_61
14,104314,92762,91901,92013,91790,91987,91683,91550,91621,91623,91887,91663,91445,91703,91849,91861,92007,91439,91640,91522,91510,91492,98048,110085,91683,91447,91609,91609,91551,91815,91548,91574,93027,91721,91908,92363,92699,91547,91527,91558,98046,113118,91952,91456,91462,91399,91535,91624,91282,91358,91552,91681,91954,91945,92617,91937,91677,91871,91839,91841,92654
21,108395,94785,94613,94544,94553,94678,94525,95827,95081,94929,94765,94613,94853,95034,94990,94404,94394,95578,95980,94497,94608,94424,97730,94586,95792,94939,93893,93763,93740,93707,96114,100613,118707,95297,95093,94783,95195,96517,95052,94666,94604,94933,94828,95064,94447,95856,94823,94401,96567,94550,94659,94439,94399,94234,95506,94662,94840,96927,94165,inf,inf
22,101655,91757,91783,91132,91248,91452,91245,91336,91369,91623,91398,91224,91375,91570,92454,91544,91549,91564,97297,111525,90671,91236,91165,91674,91605,91862,92238,91567,91545,91889,92515,91166,91376,91339,91115,91162,90945,97117,113980,91291,91439,91426,91565,91207,91156,91196,91125,91321,91100,91249,91298,91226,91205,92056,91312,91262,91367,91974,92808,93145,93595
30,100235,90944,192187,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
35,96632,89599,89384,89422,89526,89836,90845,89812,89772,89929,89936,89835,89943,89650,90443,89840,92085,91271,91490,89406,89288,89541,96014,112470,90942,91343,92135,90789,90605,90417,90779,91143,89789,89848,90433,90080,90418,90128,90392,91012,91631,96695,110810,89879,90425,91052,90170,90514,90207,90307,90393,90731,90934,91353,91378,90344,90214,90582,90984,91531,94518
44,106981,93529,93610,92585,92472,92622,93123,93247,93312,93392,92754,92962,93120,93990,99910,119424,92539,92188,92450,92265,97446,93115,92268,92291,94213,96355,93467,93237,93952,93093,98407,115630,92873,93814,93979,96072,104145,128721,92932,105926,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
49,105053,93177,93077,92734,92821,93319,93141,93241,93144,93374,93320,92979,93299,94047,93457,94872,93775,93580,94364,93873,93136,93057,93342,93008,92842,92933,92812,93162,92764,99347,116679,93811,93827,94181,93859,93447,93598,93419,94468,93460,95315,93388,93433,92831,93031,92812,92870,92831,92732,92761,92772,92672,94340,92662,92709,92693,92749,93183,93241,92877,inf
50,105789,93585,93285,92797,92802,93089,93169,93399,93145,93263,94522,93708,93565,92928,93491,93143,93723,94393,93582,93896,93328,93129,93026,93018,93228,92632,92894,94721,100595,119416,93494,93069,93836,93564,93434,94771,94669,94875,93377,93827,93487,93676,93646,93363,93022,94067,93373,92579,92560,92693,92961,92676,92449,92193,92080,92205,92451,92898,93038,93956,inf
55,98235,90788,90553,90678,90755,90833,90660,90901,91093,91034,91072,91082,90671,90990,91929,91132,90878,91204,91163,91064,91685,91509,91041,91688,90801,91709,90987,90663,91699,90702,98419,115017,91742,91678,91612,91632,91290,92269,91540,91403,92658,92237,91298,106262,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
56,102242,92006,91763,91490,92263,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
