driverId,lap_1,lap_2,lap_3,lap_4,lap_5,lap_6,lap_7,lap_8,lap_9,lap_10,lap_11,lap_12,lap_13,lap_14,lap_15,lap_16,lap_17,lap_18,lap_19,lap_20,lap_21,lap_22,lap_23,lap_24,lap_25,lap_26,lap_27,lap_28,lap_29,lap_30,lap_31,lap_32,lap_33,lap_34,lap_35,lap_36,lap_37,lap_38,lap_39,lap_40,lap_41,lap_42,lap_43,lap_44,lap_45,lap_46,lap_47,lap_48,lap_49,lap_50,lap_51,lap_52
1,183685,174065,172231,169111,163236,116218,123124,141526,112310,112451,113296,111474,112523,111729,111644,110649,106913,124587,103283,102124,99092,99615,99562,98154,97911,97723,97796,100940,98166,97440,96891,97429,96659,97358,98237,96611,96651,96963,96911,97179,96557,96299,95833,96192,95771,96020,96663,97432,96884,97505,97861,99347
3,184513,173968,172564,169140,163510,118586,126288,139453,112710,112273,112492,112406,111888,111754,112102,113268,109214,126885,102559,101065,100630,98737,98041,97826,97317,97385,97612,98550,97673,98132,98280,97476,97215,97062,97357,97465,97660,97107,96356,96308,95989,96200,95889,95548,95805,99199,98502,97355,96714,96458,96862,97394
4,191719,173738,173578,168318,157745,140830,140870,121040,117610,116373,114316,114431,114169,114252,115139,113261,110265,122346,103029,102995,101392,100170,99369,122522,99341,99185,99173,100654,98991,98560,98367,98070,98507,98227,97683,97820,98709,97919,97719,117932,98483,98387,95669,96744,97061,96624,97217,97211,96962,97371,96730,inf
8,187914,173669,173276,169334,158352,139355,140867,120616,115436,114370,114143,113237,112500,113926,111234,108455,132874,106566,105364,101862,100756,99541,105595,99822,100402,99441,98830,98493,98376,97980,97737,97403,97758,97092,97282,97399,97837,97561,96994,97350,97603,97628,97846,98273,98883,98496,97810,97704,97671,98174,98132,100355
13,194892,173502,173568,169599,157210,117346,158356,121651,117310,115334,115064,115068,114480,114993,114914,109223,129932,106339,103717,102992,101197,100175,99521,99794,103536,100446,99165,98883,98672,98311,98229,98149,98257,98637,98276,98212,102377,97902,116910,96141,96238,99586,96573,96569,96807,96751,96508,96847,97247,97410,97904,inf
18,201203,172743,172912,169883,155631,116965,160600,122620,116836,117282,116702,116091,115711,114932,114360,113397,107783,124972,102911,100760,101111,100475,100153,100327,100217,99550,99274,99391,99120,98605,98559,98639,98685,98216,97914,97907,98223,98295,97995,97990,98328,98402,98012,98373,98193,98442,98355,99852,99333,99364,99302,inf
20,193625,173550,173722,169873,156254,140382,140750,121304,116994,116239,114630,114340,114522,114113,110399,129928,106324,115837,104406,102261,101075,100543,100585,99259,100014,100609,99375,99047,98782,98181,97641,97616,98245,98991,97786,98305,100536,98074,97194,99743,98015,97359,97310,96933,97677,98245,97951,97221,97547,97522,97604,98047
154,196022,173562,173605,169680,154546,142425,140962,124387,117699,116996,116739,116553,116266,115507,115750,111966,129638,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
807,190430,173605,173641,168876,158081,140679,140640,121457,117445,115757,114048,114801,114403,114837,114775,112423,106312,123094,102590,104241,100297,99803,98919,99718,100486,99596,99100,98557,98518,98178,98303,97968,98243,98039,98144,97789,98196,100181,98195,98096,98064,98052,97854,97793,97724,97705,97987,98046,97985,98094,97618,98160
815,192245,174206,173496,168339,158946,119345,126731,140513,114341,114131,113481,113280,112787,112928,112492,111393,108278,122863,106222,102709,102380,101316,100023,99241,99349,99038,99194,98549,98427,98057,98078,104976,98169,98201,97900,99823,98718,98249,97983,97983,98426,98226,98445,98140,99005,100081,99138,100477,99162,99360,98877,99055
