driverId,lap_1,lap_2,lap_3,lap_4,lap_5,lap_6,lap_7,lap_8,lap_9,lap_10,lap_11,lap_12,lap_13,lap_14,lap_15,lap_16,lap_17,lap_18,lap_19,lap_20,lap_21,lap_22,lap_23,lap_24,lap_25,lap_26,lap_27,lap_28,lap_29,lap_30,lap_31,lap_32,lap_33,lap_34,lap_35,lap_36,lap_37,lap_38,lap_39,lap_40,lap_41,lap_42,lap_43,lap_44,lap_45,lap_46,lap_47,lap_48,lap_49,lap_50,lap_51,lap_52,lap_53,lap_54,lap_55,lap_56,lap_57,lap_58,lap_59,lap_60,lap_61,lap_62,lap_63,lap_64,lap_65,lap_66,lap_67,lap_68,lap_69
14,96893,85803,86097,85393,84796,84891,84885,85220,85498,84967,84907,84991,84787,84450,84517,84386,84229,84126,84117,85360,83761,83384,83582,83840,83769,84755,83463,83447,83547,83772,83316,83492,83888,83124,83601,83739,84346,83486,83032,83543,102869,86848,84415,83919,83539,83378,83863,83832,83543,83433,83706,83654,83327,83432,83840,83824,83806,83861,83579,83202,83254,83013,82963,82960,83157,83393,83147,83240,82941
21.0,100421.0,87762.0,86968.0,85913.0,85512.0,85490.0,85156.0,85850.0,86199.0,85778.0,86163.0,85412.0,85681.0,85384.0,85443.0,85391.0,85549.0,85031.0,85393.0,107350.0,87511.0,87059.0,85840.0,85674.0,86508.0,86060.0,87283.0,86302.0,87616.0,86095.0,86233.0,86177.0,85933.0,85808.0,85484.0,90384.0,88313.0,86410.0,85296.0,85123.0,84931.0,84903.0,85020.0,84646.0,105122.0,88541.0,85584.0,85466.0,85545.0,86468.0,85348.0,85210.0,84726.0,85045.0,85315.0,84975.0,84806.0,84990.0,84576.0,84349.0,84636.0,86184.0,85199.0,84941.0,85014.0,84544.0,85025.0,100000000.0,100000000.0
22.0,96165.0,85662.0,86498.0,84540.0,84434.0,84362.0,85365.0,85741.0,84612.0,84497.0,84552.0,83822.0,83753.0,84843.0,83665.0,83168.0,83216.0,83028.0,83083.0,83654.0,103796.0,133000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0
30.0,100753.0,86077.0,86359.0,85946.0,84859.0,85127.0,84961.0,85010.0,86561.0,85245.0,85221.0,85276.0,84892.0,85005.0,84599.0,84612.0,85071.0,85497.0,84490.0,85682.0,85147.0,85590.0,84954.0,85862.0,84209.0,84558.0,84534.0,84687.0,85525.0,86014.0,85095.0,85062.0,84195.0,84366.0,84520.0,84163.0,84230.0,84268.0,86542.0,85261.0,108750.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0
35,91547,85551,84649,84482,84610,83842,83843,84175,83882,83646,83345,83723,83606,83615,83071,82857,83077,82794,83093,84306,83394,83011,83065,82904,83059,83944,82711,84043,82744,82501,82353,82384,82335,82564,82653,103985,87107,82909,82842,83352,83460,82906,83358,83121,83409,82753,83531,85543,83595,83123,82896,83407,82795,82366,82336,82491,82370,82413,82143,82134,81968,82050,82579,82217,82350,82235,81916,82188,82421
44.0,98270.0,86789.0,85338.0,87044.0,85603.0,84248.0,84616.0,84275.0,87290.0,84554.0,83838.0,83455.0,84335.0,84474.0,84585.0,84326.0,84138.0,84406.0,84051.0,91671.0,83956.0,84788.0,84117.0,103066.0,87955.0,83583.0,83648.0,83399.0,83497.0,83462.0,83555.0,83759.0,83577.0,84024.0,83718.0,84388.0,83536.0,83410.0,85290.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0
49.0,95662.0,85822.0,85934.0,84741.0,85498.0,85396.0,84819.0,85802.0,85410.0,84665.0,85042.0,85041.0,84577.0,84607.0,84638.0,84408.0,84143.0,84082.0,84200.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0
50.0,97266.0,86421.0,85696.0,86144.0,85444.0,85043.0,84844.0,85874.0,86126.0,86516.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0
55,92438,85575,84623,84400,84583,84324,84081,84259,84124,83811,83611,84020,83789,83833,83939,83892,84316,83933,83513,86161,84616,83928,83726,84373,83386,83238,83359,83342,83014,83341,83075,84085,83389,82836,83156,82824,103493,86733,83521,83399,84137,83585,84352,84216,83466,83566,84037,83887,83575,83379,83402,83356,83257,83424,83578,83654,83284,83533,84320,83954,84409,84793,84853,84025,84018,83861,83625,83247,85269
56.0,93016.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0
