driverId,lap_1,lap_2,lap_3,lap_4,lap_5,lap_6,lap_7,lap_8,lap_9,lap_10,lap_11,lap_12,lap_13,lap_14,lap_15,lap_16,lap_17,lap_18,lap_19,lap_20,lap_21,lap_22,lap_23,lap_24,lap_25,lap_26,lap_27,lap_28,lap_29,lap_30,lap_31,lap_32,lap_33,lap_34,lap_35,lap_36,lap_37,lap_38,lap_39,lap_40,lap_41,lap_42,lap_43,lap_44,lap_45,lap_46,lap_47,lap_48,lap_49,lap_50,lap_51,lap_52,lap_53,lap_54,lap_55,lap_56,lap_57,lap_58,lap_59,lap_60,lap_61,lap_62,lap_63,lap_64,lap_65,lap_66,lap_67,lap_68,lap_69,lap_70,lap_71,lap_72,lap_73,lap_74,lap_75,lap_76,lap_77,lap_78
2.0,95478.0,100967.0,129088.0,123483.0,81604.0,79925.0,79803.0,79874.0,79907.0,79620.0,79534.0,80060.0,79039.0,79170.0,79193.0,78530.0,78703.0,78334.0,78132.0,77879.0,78002.0,100085.0,84130.0,80237.0,79074.0,79678.0,79282.0,82600.0,78625.0,77731.0,77760.0,77836.0,79452.0,79775.0,77820.0,77644.0,81229.0,79330.0,77294.0,77302.0,77267.0,77519.0,100048.0,84220.0,78822.0,77932.0,77857.0,77765.0,78004.0,78160.0,79417.0,78578.0,77710.0,78574.0,77941.0,78379.0,79936.0,78417.0,77929.0,77858.0,77647.0,77688.0,77718.0,79760.0,79414.0,77965.0,79133.0,78551.0,77196.0,77660.0,77304.0,77223.0,77156.0,76882.0,76835.0,78667.0,100000000.0,100000000.0
35.0,96653.0,100998.0,129728.0,122497.0,82337.0,80086.0,79868.0,79590.0,79794.0,80124.0,78897.0,79629.0,78957.0,79130.0,79100.0,78994.0,78540.0,78250.0,78144.0,78190.0,77907.0,77637.0,76877.0,76615.0,76841.0,76591.0,76495.0,76488.0,76917.0,98976.0,82744.0,77743.0,77393.0,77009.0,77227.0,76992.0,76573.0,76900.0,76944.0,77025.0,76654.0,76838.0,76641.0,76733.0,76538.0,78014.0,77166.0,76965.0,76530.0,76292.0,76355.0,78892.0,78327.0,100565.0,88591.0,78903.0,78306.0,76987.0,76992.0,77152.0,77366.0,77384.0,78020.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0
4.0,90420.0,95399.0,133000.0,123458.0,81416.0,80137.0,79052.0,78337.0,78163.0,77937.0,78458.0,78054.0,77413.0,76916.0,76863.0,76560.0,76630.0,76534.0,76484.0,76938.0,76584.0,76703.0,76416.0,76502.0,76162.0,76167.0,77170.0,77701.0,99698.0,80352.0,76942.0,77076.0,78174.0,77200.0,77016.0,76771.0,77235.0,76904.0,76736.0,77143.0,76405.0,76532.0,76107.0,76237.0,76303.0,76188.0,75967.0,76939.0,75908.0,75836.0,75568.0,76193.0,76460.0,76062.0,76142.0,78162.0,75621.0,75397.0,75590.0,76382.0,96296.0,80171.0,76364.0,75830.0,76441.0,76008.0,75989.0,76016.0,75863.0,76104.0,76012.0,75909.0,76574.0,76159.0,77461.0,76574.0,76785.0,77885.0
8.0,87418.0,90628.0,136968.0,124937.0,80782.0,78960.0,77829.0,77835.0,77572.0,77584.0,77467.0,77472.0,77202.0,76757.0,76531.0,76274.0,76112.0,76444.0,75900.0,76397.0,77276.0,75375.0,75535.0,76280.0,100265.0,80578.0,75752.0,76685.0,76562.0,76524.0,76914.0,76481.0,76893.0,76174.0,76063.0,75560.0,76084.0,76825.0,75666.0,75580.0,75263.0,75442.0,75610.0,75162.0,75548.0,74709.0,74785.0,76032.0,74545.0,74890.0,74717.0,75760.0,99797.0,79461.0,75502.0,75873.0,76251.0,76560.0,76286.0,76901.0,76529.0,76347.0,76355.0,76381.0,76567.0,76658.0,76385.0,76514.0,75920.0,75770.0,75702.0,75554.0,75634.0,75724.0,75648.0,76130.0,76133.0,76426.0
42.0,97220.0,103386.0,127640.0,122101.0,82528.0,80684.0,79919.0,79437.0,79686.0,80044.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0
43.0,93495.0,100786.0,129277.0,123060.0,81497.0,80153.0,80084.0,79726.0,79976.0,79872.0,79598.0,79876.0,79425.0,78979.0,78727.0,78481.0,78409.0,77900.0,77925.0,77790.0,77455.0,101187.0,81431.0,76962.0,76792.0,77740.0,77402.0,77789.0,77932.0,78229.0,79183.0,78594.0,78208.0,77892.0,78013.0,77493.0,77669.0,77214.0,77047.0,76840.0,77442.0,77279.0,79223.0,78870.0,77249.0,76878.0,77199.0,77416.0,101074.0,80433.0,76282.0,77085.0,77763.0,78085.0,79262.0,78019.0,78337.0,80303.0,80725.0,79041.0,78133.0,78101.0,77651.0,77726.0,77664.0,77517.0,77628.0,77826.0,77670.0,77410.0,77358.0,77437.0,77515.0,78073.0,77853.0,76932.0,77935.0,100000000.0
44.0,102225.0,101865.0,127647.0,122273.0,83128.0,81368.0,80945.0,80846.0,81109.0,80956.0,81741.0,81133.0,80559.0,81839.0,80187.0,80519.0,79679.0,78690.0,78408.0,78707.0,78609.0,79258.0,81142.0,79741.0,80264.0,86501.0,79643.0,82398.0,81050.0,81181.0,78729.0,85096.0,111399.0,87552.0,84492.0,83534.0,86933.0,88505.0,83250.0,80978.0,80662.0,81367.0,81397.0,82246.0,84623.0,81029.0,79755.0,80302.0,85662.0,86559.0,81742.0,81894.0,80865.0,84205.0,80807.0,80707.0,82345.0,80800.0,80094.0,79858.0,79429.0,80827.0,79327.0,82358.0,81037.0,82692.0,80967.0,79770.0,78677.0,77777.0,85575.0,79771.0,77821.0,79921.0,100000000.0,100000000.0,100000000.0,100000000.0
14.0,90983.0,96423.0,132833.0,123281.0,81511.0,79696.0,79032.0,78631.0,78001.0,77833.0,77976.0,78359.0,77642.0,76858.0,76707.0,76713.0,76398.0,76807.0,76683.0,77142.0,76957.0,75968.0,76332.0,76156.0,76286.0,76123.0,100189.0,79755.0,76124.0,77016.0,77012.0,77167.0,77826.0,77236.0,76881.0,76629.0,77040.0,77424.0,76549.0,77331.0,76405.0,76286.0,76035.0,76825.0,76248.0,75829.0,75985.0,75915.0,76060.0,76098.0,75439.0,75878.0,76827.0,76241.0,76505.0,98449.0,80467.0,76176.0,76053.0,76346.0,76459.0,76827.0,77018.0,76309.0,76328.0,76799.0,76339.0,75728.0,75494.0,75623.0,76397.0,75824.0,76449.0,77465.0,77252.0,77083.0,77192.0,78074.0
15.0,89432.0,92735.0,134993.0,123858.0,81429.0,79648.0,78624.0,78223.0,77623.0,77525.0,78034.0,77703.0,77532.0,77353.0,77004.0,76812.0,76895.0,77017.0,76792.0,76578.0,76614.0,76329.0,76287.0,76494.0,76385.0,76521.0,100815.0,80271.0,77174.0,76973.0,76748.0,77264.0,78133.0,77002.0,76843.0,76506.0,77029.0,77724.0,76549.0,77376.0,76271.0,76231.0,76102.0,77179.0,75887.0,75852.0,76056.0,75796.0,76071.0,75712.0,75679.0,75879.0,77060.0,76120.0,76918.0,98423.0,80309.0,76021.0,76292.0,76173.0,76022.0,77321.0,76707.0,76432.0,76448.0,76008.0,75724.0,76010.0,76000.0,75923.0,76267.0,76096.0,76508.0,77843.0,77372.0,77070.0,77162.0,78191.0
17.0,92621.0,98764.0,131131.0,122905.0,81244.0,80023.0,79838.0,79001.0,78795.0,78774.0,78596.0,78272.0,78004.0,101227.0,82266.0,78522.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0,100000000.0
