driverId,lap_1,lap_2,lap_3,lap_4,lap_5,lap_6,lap_7,lap_8,lap_9,lap_10,lap_11,lap_12,lap_13,lap_14,lap_15,lap_16,lap_17,lap_18,lap_19,lap_20,lap_21,lap_22,lap_23,lap_24,lap_25,lap_26,lap_27,lap_28,lap_29,lap_30,lap_31,lap_32,lap_33,lap_34,lap_35,lap_36,lap_37,lap_38,lap_39,lap_40,lap_41,lap_42,lap_43,lap_44,lap_45,lap_46,lap_47,lap_48,lap_49,lap_50,lap_51,lap_52,lap_53,lap_54,lap_55
1,114419,108582,107955,107950,107806,107962,109783,127630,108615,109736,109264,108682,109407,108750,108959,109224,108965,109659,108412,107858,107724,107916,108671,109580,110345,109632,108476,107609,109352,126976,106643,106586,106920,106877,107075,106971,106615,106595,106243,106431,106046,106878,106985,106643,105496,105600,105463,105673,105797,107103,106618,106255,105780,105984,106197
3,112117,107689,107729,107572,107373,107424,107604,107262,107881,109566,128418,108748,108399,108311,108863,108100,107714,108053,108610,109635,107685,107818,107390,107225,107005,106816,106882,106876,106967,106904,107106,106688,108336,127575,106472,105663,106122,106413,105601,105692,105627,105333,105835,105743,105079,104900,104767,104891,104654,104720,104458,104662,104986,104522,105275
4,116611,109096,108657,108422,109178,109348,109003,109019,108565,107826,108600,108453,108338,108685,109166,112085,127649,108639,108695,109012,108227,107861,107382,107208,109064,109181,110028,108123,107003,106596,106615,106494,106593,107035,106783,107141,107023,107668,106548,106367,106561,106256,106748,108424,126141,105690,104660,104430,105108,105456,105242,103609,103964,103577,103434
13,116104,109006,108537,108366,108525,108473,108714,108621,108386,108041,108344,108211,108369,108499,108750,108877,109229,111518,128086,107975,108288,108193,108018,108882,109200,108332,107606,107542,107718,108014,107339,107068,107535,107139,106861,107022,107257,109288,126848,106097,106288,106203,106240,108011,108816,106716,105842,105589,105520,105818,105580,105447,105665,105924,106455
16,119923,111038,109565,109131,108940,108842,109171,108530,109569,108345,109192,108951,108588,109866,108979,109718,109311,110241,108833,109170,109263,109075,109217,109516,109613,110453,110548,112372,128853,107182,106951,106920,106698,106661,106304,106892,106668,106631,106529,106400,106500,106498,106021,106232,107637,107854,106534,105609,105908,106270,106447,106434,106797,106959,109014
17,112830,108022,107584,108146,107799,108017,108423,109652,127118,107498,108085,108850,108522,107872,108250,108204,108113,107631,107617,107982,107115,107208,107086,106983,106607,106740,106763,106684,107101,106966,106835,106455,108251,127038,106043,106528,106236,105832,105755,105707,105689,105536,105490,105174,104975,104986,104962,105107,104364,104479,104465,104910,105009,105302,106339
18,121099,115402,134807,109111,108583,108997,108571,108843,108171,108536,110219,127652,108327,108042,107998,107712,107925,108014,107893,107775,107733,107699,107558,107659,108482,108076,107917,108794,109522,107809,107477,107586,107485,107488,107609,107279,106821,107014,106939,107011,106514,106651,106336,106579,106403,106668,106457,106906,108589,108160,106460,106365,106437,106623,107090
20,110131,107189,106998,107049,106407,106559,106717,106672,106697,106587,106716,106669,106990,109323,127583,106037,106239,106197,106438,106458,106460,106517,106609,106777,106722,106368,106757,106572,106947,106572,105968,106188,106360,106528,106423,106341,107758,125815,104829,105429,105234,105513,105171,105239,105311,105495,105864,105342,104620,105092,103893,105830,104638,104334,106934
154,113426,108506,107651,107952,107772,107883,108256,109784,128316,108624,107914,108069,108284,108120,108501,109783,109239,108179,107263,107104,108092,107112,107368,107138,107275,106927,107210,107010,106823,107346,106950,107205,106461,106488,107076,106743,108602,125779,106757,105529,105089,105231,105046,104906,104954,104861,104677,104451,104353,104387,104565,104512,104525,104301,104533
807.0,115211.0,108866.0,108091.0,108340.0,108495.0,108372.0,108785.0,108544.0,110630.0,128105.0,108239.0,108273.0,108981.0,108869.0,108785.0,108922.0,109053.0,109530.0,109418.0,108226.0,108353.0,108174.0,108037.0,108477.0,109612.0,110174.0,111507.0,128459.0,106876.0,106577.0,107034.0,107022.0,107073.0,108613.0,121840.0,107025.0,107163.0,107077.0,106725.0,106882.0,107125.0,107455.0,106604.0,106822.0,106525.0,106321.0,106075.0,106082.0,106054.0,106776.0,107117.0,105570.0,107744.0,105965.0,100000000.0
813,118350,109953,108893,108968,110246,129683,108963,109156,109035,109123,109003,108700,108598,108370,108540,108485,108327,108240,108669,108177,108586,108391,108401,108329,109845,128646,107018,109343,110329,107348,107215,107441,107300,107451,107145,107259,106966,106398,107053,106693,106315,106891,106245,106476,106272,106176,106641,109078,107506,106306,106363,106071,105850,105739,105530
814,117835,109742,108940,108759,108783,109308,108617,108977,108764,108704,108764,108695,108553,108625,108818,108889,108718,108612,108696,110569,129952,108593,108371,108510,108232,108183,108659,108117,107910,107633,107638,107580,107153,107846,107727,107589,107309,107602,107139,107336,107345,107205,107003,106905,106421,106492,106393,106347,106171,106170,107691,106155,105875,105874,105786
815,117306,109443,109053,108447,108849,110697,129057,108490,108603,108662,108333,108480,108508,108501,108627,108380,108617,108689,108695,108997,109898,108753,109074,108325,108365,108335,110611,128962,108644,107398,107084,106828,106744,106668,106560,106600,106678,106606,106615,106295,106519,106463,106152,106446,107049,107838,109041,106487,105616,105889,105435,105598,106013,106993,106288
817.0,121208.0,112381.0,108822.0,109281.0,109703.0,110019.0,110838.0,129494.0,108492.0,108730.0,109010.0,108611.0,108506.0,108766.0,108877.0,108434.0,108252.0,108955.0,108471.0,108347.0,108362.0,108329.0,108609.0,108157.0,108205.0,108585.0,110273.0,110730.0,129171.0,107243.0,107397.0,107082.0,107014.0,106950.0,107059.0,107111.0,106745.0,106810.0,107180.0,107221.0,107255.0,107360.0,106434.0,106532.0,106314.0,106042.0,106235.0,106119.0,106248.0,107875.0,108598.0,108678.0,107216.0,107100.0,100000000.0
818.0,119035.0,110041.0,108834.0,108643.0,108913.0,108722.0,108536.0,108956.0,108751.0,108872.0,108830.0,109151.0,109149.0,109072.0,110474.0,110463.0,111402.0,128223.0,107867.0,108112.0,108432.0,108759.0,108562.0,108439.0,108439.0,108075.0,108138.0,108009.0,107764.0,107877.0,108019.0,107758.0,108189.0,107786.0,107371.0,107066.0,107208.0,107567.0,107520.0,107059.0,107174.0,107359.0,107631.0,108784.0,108828.0,109109.0,109607.0,109711.0,109941.0,111225.0,115802.0,139089.0,104517.0,104558.0,100000000.0
819.0,122091.0,112680.0,110035.0,110243.0,110589.0,110811.0,110632.0,113910.0,131471.0,110081.0,109638.0,109623.0,109903.0,109768.0,109883.0,109767.0,110734.0,110023.0,109781.0,110057.0,110025.0,110371.0,111609.0,110404.0,109907.0,110258.0,110527.0,110102.0,109731.0,110396.0,109483.0,111905.0,132803.0,108398.0,109567.0,108769.0,109837.0,110066.0,109698.0,107619.0,107169.0,107172.0,106854.0,106986.0,106986.0,106760.0,106934.0,106504.0,106745.0,106432.0,106783.0,106868.0,107165.0,106501.0,100000000.0
820.0,123867.0,113191.0,111345.0,111206.0,111768.0,114119.0,133845.0,111659.0,111636.0,111611.0,110817.0,110935.0,111136.0,111139.0,110940.0,110651.0,110314.0,111217.0,110804.0,110508.0,112140.0,111188.0,110722.0,110928.0,110363.0,110327.0,110476.0,112183.0,112711.0,111076.0,111277.0,112771.0,131369.0,109130.0,111103.0,112203.0,110335.0,109962.0,108711.0,111786.0,109231.0,108784.0,108623.0,108521.0,109514.0,108613.0,108153.0,108089.0,108524.0,108334.0,108376.0,107707.0,108303.0,100000000.0,100000000.0
821,119604,110885,110976,109801,109516,109885,109082,108978,110395,110860,109202,108614,109533,108679,108873,109290,109023,111447,128473,106960,107115,106752,107702,108102,108327,108058,108261,107923,107938,109822,127196,107102,107730,106927,106876,106975,107083,107474,107709,107218,106994,106859,105974,106477,106441,106595,106160,106282,106252,107700,106506,106439,106347,106330,106679
822.0,121705.0,114259.0,110709.0,110227.0,110179.0,110989.0,110150.0,109312.0,109562.0,109059.0,108854.0,108817.0,108888.0,108558.0,108655.0,108489.0,108779.0,108555.0,109045.0,108756.0,108505.0,110326.0,108807.0,110630.0,129958.0,107009.0,107093.0,107176.0,106696.0,107210.0,107330.0,106910.0,106774.0,106985.0,107055.0,107619.0,107275.0,106892.0,106659.0,106516.0,106839.0,106462.0,106004.0,106438.0,110231.0,131305.0,105100.0,104684.0,107437.0,104612.0,105823.0,105880.0,104975.0,104351.0,100000000.0
823.0,122437.0,112945.0,110266.0,110131.0,110695.0,111083.0,113987.0,132047.0,110300.0,110185.0,110019.0,109531.0,109807.0,109860.0,109860.0,110244.0,109891.0,109672.0,109860.0,109841.0,109942.0,110018.0,109577.0,109636.0,109010.0,109279.0,109283.0,109293.0,109886.0,109121.0,109206.0,109074.0,111149.0,131833.0,108167.0,107959.0,107437.0,107392.0,107445.0,107125.0,108513.0,107442.0,108423.0,109059.0,107454.0,107547.0,107000.0,106592.0,107006.0,106621.0,106814.0,107529.0,106841.0,106611.0,100000000.0
824.0,123562.0,113125.0,110799.0,110647.0,112801.0,133825.0,111675.0,111749.0,111291.0,110854.0,110766.0,111253.0,110768.0,111142.0,110944.0,110440.0,110504.0,110539.0,110377.0,110518.0,110146.0,110293.0,111938.0,110593.0,110214.0,110519.0,110380.0,110485.0,111533.0,113410.0,115286.0,134045.0,111616.0,108812.0,108616.0,110818.0,111923.0,109267.0,111408.0,109008.0,112829.0,108337.0,108428.0,107979.0,108335.0,110589.0,107779.0,107937.0,107654.0,108389.0,107934.0,107619.0,107658.0,100000000.0,100000000.0
