driverId,lap_1,lap_2,lap_3,lap_4,lap_5,lap_6,lap_7,lap_8,lap_9,lap_10,lap_11,lap_12,lap_13,lap_14,lap_15,lap_16,lap_17,lap_18,lap_19,lap_20,lap_21,lap_22,lap_23,lap_24,lap_25,lap_26,lap_27,lap_28,lap_29,lap_30,lap_31,lap_32,lap_33,lap_34,lap_35,lap_36,lap_37,lap_38,lap_39,lap_40,lap_41,lap_42,lap_43,lap_44
4,125152,118863,117509,117753,118260,118672,118658,118151,117652,117700,144171,207050,197064,121570,118529,118447,118355,118403,118271,119541,119364,118291,118282,117772,117587,118080,117715,116789,116344,117147,116131,125265,130806,116686,119590,119792,120604,121040,120180,119402,120782,118145,117146,116978
8,122457,116214,116236,117344,116963,117347,117390,117218,117351,117583,154705,208090,197404,118303,117209,117886,117640,117605,117621,118903,118721,118199,117396,117593,117190,117197,116584,116233,115964,115848,116096,115775,118623,113810,125495,129849,116673,117280,116709,118313,117358,119385,119393,124142
11,128732,119167,119406,118767,118179,118992,118812,118355,118075,117534,138807,216185,200044,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
13,129506,120851,119363,119543,119085,119352,119917,119032,118725,118561,142583,197722,202003,118144,118841,120838,119845,119229,119564,120898,119833,119518,119340,119254,119615,118501,118133,117748,126654,151484,139455,151879,132688,120675,122024,122610,123677,122732,121374,123065,121152,119237,118411,inf
14,130778,120657,118984,119463,119629,120241,119587,118451,118601,118501,142968,205377,198928,121534,119362,120777,121129,122634,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
15,124459,117285,116953,117280,117639,117366,117629,117184,117744,117361,151259,211585,211732,141957,120207,119106,119114,120125,121896,120594,121086,120573,120247,120179,119633,119062,118897,118980,122374,119017,120297,127651,133601,117729,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
17,130440,122867,119764,119040,119240,119548,119303,118740,118384,118657,142728,205070,197841,117980,118226,119391,121272,120609,119489,120922,120221,119322,119495,118940,119270,119073,118864,117588,117037,116864,116615,125250,132866,121192,123293,124125,122066,130918,130757,112370,115489,113958,113091,112287
18,128863,119819,119446,119035,119369,118987,120061,118760,120070,118802,142657,215714,190321,119736,119849,120331,121051,120422,120634,121313,121570,121318,121211,121318,118524,117761,118152,117599,117303,116833,116793,116571,125145,131648,118128,116638,116090,117328,116045,115365,116108,113760,113601,113323
21,131483,120673,118686,119446,119532,118470,118258,118385,117117,118647,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf,inf
22,134149,124102,120178,119861,119392,119877,120085,120713,118936,118930,135889,193733,200765,119253,119116,119959,119774,120150,120555,121138,120027,119766,119512,119504,120537,119117,118064,117312,116994,116570,125524,132535,117475,117886,118279,119476,119291,121261,121394,130195,138276,116708,114583,112590
