driverId,lap_1,lap_2,lap_3,lap_4,lap_5,lap_6,lap_7,lap_8,lap_9,lap_10,lap_11,lap_12,lap_13,lap_14,lap_15,lap_16,lap_17,lap_18,lap_19,lap_20,lap_21,lap_22,lap_23,lap_24,lap_25,lap_26,lap_27,lap_28,lap_29,lap_30,lap_31,lap_32,lap_33,lap_34,lap_35,lap_36,lap_37,lap_38,lap_39,lap_40,lap_41,lap_42,lap_43,lap_44,lap_45,lap_46,lap_47,lap_48,lap_49,lap_50,lap_51,lap_52,lap_53,lap_54,lap_55,lap_56,lap_57,lap_58,lap_59,lap_60,lap_61,lap_62,lap_63,lap_64,lap_65,lap_66,lap_67,lap_68,lap_69,lap_70
1,86705,83184,82893,82951,83643,87374,96189,83317,83567,83264,83066,83291,83056,82783,82539,82402,82461,82423,82317,82600,82700,83760,82851,83634,85095,100241,81968,82965,82887,83702,82798,82920,82377,82343,82712,82373,82499,83301,83111,83679,82672,82728,82486,82412,81808,81536,81781,81794,81936,82201,90824,96702,81190,81270,81383,81918,82105,81269,81271,81642,81511,81493,81107,81417,81736,81617,82286,82444,81857,82090
4.0,95438.0,87359.0,86686.0,86470.0,86905.0,97644.0,91981.0,85680.0,86263.0,86067.0,85091.0,84710.0,84938.0,84811.0,84524.0,84647.0,84759.0,84706.0,84521.0,84155.0,84096.0,84054.0,84584.0,84297.0,84168.0,83720.0,83683.0,83671.0,83868.0,83591.0,83597.0,83516.0,84045.0,83700.0,83673.0,83283.0,83697.0,83531.0,85687.0,102197.0,84237.0,84575.0,84481.0,85706.0,82582.0,82974.0,82661.0,82556.0,83357.0,95147.0,94036.0,82351.0,82568.0,83708.0,85257.0,84604.0,82761.0,83002.0,82750.0,82944.0,82601.0,82504.0,82813.0,83213.0,84169.0,85878.0,85342.0,82090.0,83281.0,100000000.0
8,89795,84055,84161,83925,84026,91093,92887,83161,84189,83663,83809,83786,83484,85585,102489,82484,82046,82457,82409,82833,83911,82683,82615,82493,82658,82630,83128,82408,82597,83072,83173,83375,83409,83117,82857,82790,82550,85119,100686,81405,81381,81278,81135,81794,81446,81257,81163,81417,81975,81509,100005,86783,80612,80445,80292,80780,81436,81082,81677,81979,82483,82686,82637,83007,82114,81307,80951,81032,80825,81027
20,88777,84222,83482,83879,84041,89405,94466,83718,84050,83470,83751,83452,83310,83365,83096,82538,82445,82443,82283,82279,82279,82276,83622,83027,82968,82559,82470,82660,82610,82527,82712,83192,83039,82794,83662,84217,83545,82962,84853,100573,82359,82536,82789,83104,82870,83428,82747,82015,81904,82438,95424,92286,81398,81767,82340,82247,82096,82482,82212,82199,82527,82644,82798,82899,81820,80971,80779,80472,80924,80056
154.0,95946.0,87447.0,86907.0,86530.0,86706.0,97709.0,89544.0,85011.0,84949.0,84581.0,85656.0,84665.0,84553.0,84735.0,85044.0,84787.0,85155.0,85037.0,84723.0,84419.0,84588.0,84580.0,84431.0,83639.0,83281.0,83188.0,83567.0,83289.0,86287.0,101609.0,83939.0,84426.0,84981.0,86126.0,84391.0,84788.0,84434.0,85173.0,86052.0,85530.0,84198.0,84236.0,84000.0,87279.0,83870.0,84673.0,84242.0,83292.0,83011.0,101437.0,89872.0,82818.0,82898.0,82961.0,82798.0,83634.0,83352.0,82606.0,85254.0,82866.0,82740.0,83085.0,83750.0,82959.0,83176.0,82848.0,83463.0,83213.0,84111.0,100000000.0
807.0,94613.0,86727.0,86672.0,86393.0,85703.0,96432.0,90794.0,85354.0,84955.0,85362.0,85043.0,85177.0,85678.0,85048.0,85060.0,84997.0,85104.0,85028.0,84540.0,84282.0,84481.0,84685.0,86677.0,101024.0,84979.0,84756.0,83801.0,83758.0,84227.0,85003.0,86679.0,84250.0,84542.0,84533.0,84440.0,84316.0,84209.0,86220.0,84644.0,84820.0,84899.0,87027.0,84563.0,84127.0,84088.0,84359.0,83979.0,86031.0,83741.0,101926.0,102149.0,82423.0,82761.0,81685.0,82384.0,83029.0,83038.0,83440.0,84695.0,83671.0,82466.0,82137.0,82664.0,83180.0,83764.0,81361.0,81340.0,81428.0,81261.0,100000000.0
815.0,97644.0,87807.0,88008.0,86969.0,86158.0,99474.0,89261.0,86613.0,85999.0,86040.0,85883.0,85550.0,85216.0,85329.0,85013.0,85027.0,85136.0,85002.0,84613.0,84838.0,84957.0,86926.0,103615.0,85061.0,83901.0,84489.0,85155.0,85373.0,86586.0,84195.0,84207.0,84070.0,83813.0,83991.0,83888.0,83893.0,87269.0,83942.0,83603.0,85737.0,84207.0,85648.0,83853.0,85538.0,84023.0,84073.0,83680.0,84054.0,84882.0,106036.0,83952.0,83286.0,83308.0,84607.0,83575.0,83263.0,83267.0,83356.0,83330.0,83546.0,83298.0,83497.0,83565.0,83303.0,83609.0,83504.0,86312.0,84093.0,83997.0,100000000.0
817,98170,87650,86612,85779,86692,97472,90637,85607,83159,84078,82988,84792,83821,83017,84350,82397,82598,83088,83994,84582,82624,82323,82395,82601,83144,83320,81977,82216,82180,82367,82641,82573,82709,84141,82912,82634,82222,82933,83126,83404,83417,82924,82750,85206,100548,80012,81585,81383,82024,81636,104904,82005,80819,81082,81606,81911,82042,81656,81511,81719,81862,80039,80036,81153,81098,81646,83808,88112,85068,83359
822,87778,83788,83455,83869,84080,88724,95017,83593,83456,83855,83641,83666,83149,83725,84666,99520,82684,82142,82758,83172,83376,83336,83599,83155,83041,82997,82809,83073,83095,83292,83971,83730,83160,83116,82901,82602,82468,81842,81736,82201,82128,82574,82866,82402,82610,83173,82083,81985,82579,83371,94911,92179,82206,81866,82583,81983,82163,82569,82186,82155,82574,82791,82750,83045,88397,84769,84985,86408,86592,87306
825.0,92457.0,86151.0,85914.0,85505.0,85117.0,93281.0,92847.0,84927.0,84902.0,85077.0,84626.0,84338.0,84287.0,84054.0,84118.0,84468.0,85702.0,84265.0,84319.0,84608.0,85906.0,84357.0,84352.0,83924.0,84223.0,83709.0,83694.0,83909.0,84116.0,84478.0,86692.0,103966.0,82869.0,83457.0,83210.0,83216.0,83407.0,83341.0,83159.0,83328.0,83000.0,83256.0,83209.0,83123.0,82925.0,83423.0,83130.0,82739.0,82945.0,88946.0,99434.0,83224.0,82297.0,82788.0,82287.0,82083.0,81932.0,81846.0,81747.0,81302.0,81535.0,81577.0,81433.0,81780.0,82408.0,83093.0,84222.0,85005.0,84421.0,100000000.0
