driverId,lap_1,lap_2,lap_3,lap_4,lap_5,lap_6,lap_7,lap_8,lap_9,lap_10,lap_11,lap_12,lap_13,lap_14,lap_15,lap_16,lap_17,lap_18,lap_19,lap_20,lap_21,lap_22,lap_23,lap_24,lap_25,lap_26,lap_27,lap_28,lap_29,lap_30,lap_31,lap_32,lap_33,lap_34,lap_35,lap_36,lap_37,lap_38,lap_39,lap_40,lap_41,lap_42,lap_43,lap_44,lap_45,lap_46,lap_47,lap_48,lap_49,lap_50,lap_51,lap_52,lap_53,lap_54,lap_55,lap_56,lap_57,lap_58,lap_59,lap_60,lap_61,lap_62,lap_63,lap_64,lap_65,lap_66,lap_67
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18504,0,0,0,0,0,0,0,0,0,0,0,0,18475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,19693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19258,0,0,0,0,0,0,0,0,0,0,0,0,0,19440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,0,0,0,0,0,0,0,0,0,18590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,0,0,0,0,0,0,0,0,0,0,0,0,0,19427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,0,0,0,0,0,0,0,0,0,0,0,0,0,19230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
807,0,0,0,0,0,0,0,0,0,0,0,0,19608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19144,0,0,0,0,0,0,0,0,0,0,0,19907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
815,0,0,0,0,0,0,0,0,19233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
817,0,0,0,0,0,0,0,0,0,0,0,0,18964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18738,0,0,0,0,0,0,0,0,0,0,0,0,18979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
822,0,0,0,0,0,0,0,0,0,0,0,0,18796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
825,0,0,0,0,0,0,0,0,0,0,0,19034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
826,0,0,0,0,0,0,0,23243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
830,0,0,0,0,0,0,0,0,0,0,0,19017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
831,0,0,0,0,0,0,0,29865,0,0,0,0,0,0,0,0,0,0,0,19944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
832,0,0,0,0,0,0,0,0,0,22751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
835,0,0,19298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
836,0,0,0,0,0,0,0,0,0,0,0,0,19813,0,0,0,0,0,0,0,0,0,0,0,0,0,19626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
837,0,0,0,0,0,0,0,0,0,0,0,0,0,31317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
