driverId,lap_1,lap_2,lap_3,lap_4,lap_5,lap_6,lap_7,lap_8,lap_9,lap_10,lap_11,lap_12,lap_13,lap_14,lap_15,lap_16,lap_17,lap_18,lap_19,lap_20,lap_21,lap_22,lap_23,lap_24,lap_25,lap_26,lap_27,lap_28,lap_29,lap_30,lap_31,lap_32,lap_33,lap_34,lap_35,lap_36,lap_37,lap_38,lap_39,lap_40,lap_41,lap_42,lap_43,lap_44,lap_45,lap_46,lap_47,lap_48,lap_49,lap_50,lap_51,lap_52,lap_53,lap_54,lap_55,lap_56,lap_57,lap_58,lap_59,lap_60,lap_61
1,0,0,0,0,0,0,0,0,0,0,0,30142,0,33456,0,24342,0,0,0,0,0,0,0,0,0,0,0,0,0,30706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29876,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,29549,0,0,0,0,0,0,0,0,0,0,0,0,29417,0,0,0,0,0,0,30261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,30621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29972,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,32202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31207,0,0,0,0,0,0,0,0,0,0,0,0,0
10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,0,0,0,0,0,0,0,0,0,0,0,30290,32351,0,0,0,0,0,0,0,0,0,0,0,30478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31048,0,0,33317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,0,0,0,0,0,0,0,0,0,0,0,30718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,0,0,0,0,0,0,0,0,0,0,0,0,30462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30413,0,0,0,0,0,0,0,0,0,0,0,0,0
18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30305,0,0,0,0,0,0,0,0,0,0,0,0
