driverId,lap_1,lap_2,lap_3,lap_4,lap_5,lap_6,lap_7,lap_8,lap_9,lap_10,lap_11,lap_12,lap_13,lap_14,lap_15,lap_16,lap_17,lap_18,lap_19,lap_20,lap_21,lap_22,lap_23,lap_24,lap_25,lap_26,lap_27,lap_28,lap_29,lap_30,lap_31,lap_32,lap_33,lap_34,lap_35,lap_36,lap_37,lap_38,lap_39,lap_40,lap_41,lap_42,lap_43,lap_44,lap_45,lap_46,lap_47,lap_48,lap_49,lap_50,lap_51,lap_52
1,0,0,0,0,0,0,0,0,29026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,24990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24893,0,0,0,0,0,0,0,25436,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,24572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24789,0,0,0,0,0,0,0,0,0,0,25018,0,0,0,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0,0,0,0,0,24992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,0,0,0,0,0,0,0,0,0,0,35210,0,0,0,0,0,24680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24400,0,0,0,0,0,24872,0,0,0,0,0,0,0,0,0
16,0,0,0,0,0,0,0,0,0,0,0,0,24807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,0,0,0,0,0,0,0,0,0,0,31448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24781,0,0,0,0,0,0,0,0,0,0,24473,0,0,0,0,0,0,0,0,0
18,0,0,0,0,0,0,0,0,0,0,0,24745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,0,0,0,0,0,0,0,0,0,0,0,0,0,24159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,0,0,0,0,0,0,0,0,0,24725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24751,0,0,0,0,0,0,0,0,0,0,0,25911,0,0,0,0,0,0,0,0,0
807,0,0,0,0,0,0,0,0,0,0,0,0,29684,0,0,0,0,0,0,0,0,0,0,0,0,26256,0,0,0,0,0,0,0,0,0,0,0,24863,0,0,0,0,0,0,0,0,0,0,0,0,0,0
813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25275,0,0,0,0,0,0,0,0,0,0,0,0,0,0
814,0,0,0,0,0,0,0,0,0,25004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25099,0,0,0,0,0,0,0,0,33401,0,0,0,0,0,0,0,0,0
815,0,0,0,0,0,0,0,0,0,0,0,0,0,24596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
817,0,0,0,0,0,0,0,0,0,0,0,29446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29418,0,0,0,0,0,0,0,0,0,0,26317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
820,0,0,0,0,0,0,0,0,0,0,0,0,26031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
821,0,0,0,0,0,0,0,0,0,0,25330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26040,0,31937,0,0,0,0,0,0,0,0,0,0,25087,0,0,0,0,0,0,0,0,0,0,0
822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31851,0,0,0,0,0,0,0,0,0,0,0,0,0
823,0,0,0,0,0,0,0,0,0,0,26515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25814,0,0,0,0,0,0,0,0,0,0,0,26391,0,0,0,0,0,0,0,0,0,0,0
824,0,0,0,0,0,0,0,0,0,0,0,25729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
