driverId,lap_1,lap_2,lap_3,lap_4,lap_5,lap_6,lap_7,lap_8,lap_9,lap_10,lap_11,lap_12,lap_13,lap_14,lap_15,lap_16,lap_17,lap_18,lap_19,lap_20,lap_21,lap_22,lap_23,lap_24,lap_25,lap_26,lap_27,lap_28,lap_29,lap_30,lap_31,lap_32,lap_33,lap_34,lap_35,lap_36,lap_37,lap_38,lap_39,lap_40,lap_41,lap_42,lap_43,lap_44,lap_45,lap_46,lap_47,lap_48,lap_49,lap_50,lap_51,lap_52
1,0,0,0,0,0,0,0,0,0,0,0,0,25100,0,0,0,0,0,0,0,0,0,0,0,24065,0,0,0,0,0,0,0,0,0,0,0,0,23340,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,24716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,24722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,26566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23974,0,0,0,0,0,0,0,0,0,0,0,23474,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,0,0,0,0,0,0,0,0,0,0,0,25416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,0,0,0,0,0,0,0,0,0,0,0,0,0,24159,0,0,0,0,0,0,0,0,0,0,0,0,23929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23238,0,0,0,0,0,0,0,0,0,0
15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,0,0,0,0,0,0,0,0,0,0,0,25737,0,0,0,0,0,0,0,0,0,0,0,0,0,24077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27240,0,0,0,0,0,0,0,0,0,0,0
17,0,0,0,0,0,0,0,0,0,0,0,0,23973,0,0,0,0,0,0,0,0,0,0,0,0,0,25490,0,0,0,0,0,0,0,0,0,0,0,23785,0,0,0,0,0,0,0,0,0,0,0,0,0
18,0,0,0,0,0,0,0,0,0,0,0,25070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24287,0,0,0,0,0,0,0,0,0,0,0,0,23292,0,0,0,0,0,0,0,0,0,0,0,0
20,0,0,0,0,0,0,0,0,0,0,0,0,0,24818,0,0,0,0,0,0,0,0,0,0,0,0,0,31558,0,0,0,0,0,0,0,0,23137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,0,0,0,0,0,0,0,0,0,0,0,25860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,0,0,0,0,0,0,0,0,0,0,0,26643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,0,0,0,0,0,0,0,0,0,0,0,0,24719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,0,0,0,0,0,0,0,0,0,0,0,28448,0,0,0,0,0,0,0,0,31551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,0,0,0,0,0,0,0,0,0,30242,0,0,0,0,0,0,31751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
808,0,0,0,0,0,0,0,0,0,0,0,24880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24172,0,0,0,0,0,0,0,0,0,0,0,0,0
813,0,0,0,0,0,0,0,0,0,0,0,26238,0,0,0,0,0,0,0,0,0,0,0,0,24272,0,0,0,0,0,0,0,0,0,0,23869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
