driverId,lap_1,lap_2,lap_3,lap_4,lap_5,lap_6,lap_7,lap_8,lap_9,lap_10,lap_11,lap_12,lap_13,lap_14,lap_15,lap_16,lap_17,lap_18,lap_19,lap_20,lap_21,lap_22,lap_23,lap_24,lap_25,lap_26,lap_27,lap_28,lap_29,lap_30,lap_31,lap_32,lap_33,lap_34,lap_35,lap_36,lap_37,lap_38,lap_39,lap_40,lap_41,lap_42,lap_43,lap_44,lap_45,lap_46,lap_47,lap_48,lap_49,lap_50,lap_51,lap_52,lap_53,lap_54,lap_55,lap_56,lap_57,lap_58,lap_59,lap_60
1,0,0,0,0,0,0,19487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19316,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19690,0,0,0,0,0,0,0,22207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19684,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,20199,0,0,0,0,0,0,0,0,0,0,0,19539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19476,0,0,0,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0,0,19378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19390,0,0,0,0,0,0,0,0,0,0
13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,0,0,0,0,0,19910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,0,0,0,0,0,0,0,0,162042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19692,0,0,0,0,0,0,0,0,0,0,0,0
20,0,0,0,0,0,0,0,18979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,0,0,0,0,0,0,0,0,0,0,0,0,0,20273,0,0,0,0,0,0,0,0,0,0,20007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20364,0,0,0,0,0,0,0,0,0,0,0,20557,0,0,0,0,0,0,0,0,0,0
813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36196,0,0,0,0,0,0,0,0,0
814,0,0,0,0,20547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
815,0,0,0,0,0,0,0,20432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
817,0,0,0,0,0,19846,0,0,0,0,0,0,0,0,0,0,0,0,19952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
818,0,0,0,0,23147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
819,0,0,0,0,22699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21388,0,0,0,0,0,0,0,0,0,22986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
820,0,0,0,0,0,0,0,0,21021,0,0,0,0,0,0,0,0,0,0,0,19953,0,0,0,0,0,20272,0,0,0,0,0,0,0,0,0,0,21433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
821,0,0,0,0,0,0,19816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45695,0,0,0,0,0
823,0,0,0,0,0,21900,0,0,0,0,0,0,0,0,0,0,0,0,0,20974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
824,0,0,0,0,0,20840,0,0,0,0,0,0,0,0,0,0,0,0,20371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
