driverId,lap_1,lap_2,lap_3,lap_4,lap_5,lap_6,lap_7,lap_8,lap_9,lap_10,lap_11,lap_12,lap_13,lap_14,lap_15,lap_16,lap_17,lap_18,lap_19,lap_20,lap_21,lap_22,lap_23,lap_24,lap_25,lap_26,lap_27,lap_28,lap_29,lap_30,lap_31,lap_32,lap_33,lap_34,lap_35,lap_36,lap_37,lap_38,lap_39,lap_40,lap_41,lap_42,lap_43,lap_44,lap_45,lap_46,lap_47,lap_48,lap_49,lap_50,lap_51,lap_52,lap_53,lap_54,lap_55,lap_56,lap_57,lap_58,lap_59,lap_60,lap_61,lap_62,lap_63,lap_64,lap_65,lap_66
1,0,0,0,0,0,0,0,0,0,0,0,19761,0,0,0,0,0,0,0,0,0,0,0,20235,0,0,0,0,0,0,0,0,0,0,0,20473,0,0,0,0,0,0,0,0,0,0,0,0,0,20988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21953,0,0,0,0,0,0,0,0,0,0,0,0,0,20796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,20647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,20567,0,0,0,0,0,0,0,0,20238,0,0,0,0,0,0,0,0,0,20738,0,0,0,0,0,0,0,0,0,20380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21019,0,0,0,0,0,0,0,0,0,0,0,20807,0,0,0,0,0,0,0,0,0,0,0,0,23068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21170,0,0,0,0,0,0,0,0,0,0,0,0
13,0,0,0,0,0,0,0,0,0,0,0,20800,0,0,0,0,0,0,0,0,0,21635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22364,0,0,0,0,0,0,0,0,0,0,0,0,0,21723,0,0,0,0,0,0,0,0,0,0,0,0,0,23001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,0,0,0,0,0,0,0,0,0,0,0,0,0,20773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,0,0,0,0,0,0,0,0,0,0,20881,0,0,0,0,0,0,0,0,20079,0,0,0,0,0,0,0,0,0,20279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
