driverId,lap_1,lap_2,lap_3,lap_4,lap_5,lap_6,lap_7,lap_8,lap_9,lap_10,lap_11,lap_12,lap_13,lap_14,lap_15,lap_16,lap_17,lap_18,lap_19,lap_20,lap_21,lap_22,lap_23,lap_24,lap_25,lap_26,lap_27,lap_28,lap_29,lap_30,lap_31,lap_32,lap_33,lap_34,lap_35,lap_36,lap_37,lap_38,lap_39,lap_40,lap_41,lap_42,lap_43,lap_44,lap_45,lap_46,lap_47,lap_48,lap_49,lap_50,lap_51,lap_52,lap_53,lap_54,lap_55,lap_56,lap_57,lap_58,lap_59,lap_60,lap_61,lap_62,lap_63,lap_64,lap_65,lap_66,lap_67,lap_68,lap_69
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24272,0,0,18249,17726,0,0,0,0,27715,0,0,16579,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22013,0,0,16623,17780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24575,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22300,0,0,0,0,0,0,23162,16796,16879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22270,0,16979,16734,0,0,0,0,0,59555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16823,16818,0,0,0,0,0,0,0,0,21502,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21753,0,0,0,0,0,0,0,0,16488,16639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22028,0,16639,17121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28707,0,0,0,0,0,0,0,23972,0,17064,17114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16444,22812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24972,0,0,18782,18186,0,0,0,0,0,0,0,0,0,0,0,0,16446,0,0,0,0,0,0,0,0,0,0
