driverId,lap_1,lap_2,lap_3,lap_4,lap_5,lap_6,lap_7,lap_8,lap_9,lap_10,lap_11,lap_12,lap_13,lap_14,lap_15,lap_16,lap_17,lap_18,lap_19,lap_20,lap_21,lap_22,lap_23,lap_24,lap_25,lap_26,lap_27,lap_28,lap_29,lap_30,lap_31,lap_32,lap_33,lap_34,lap_35,lap_36,lap_37,lap_38,lap_39,lap_40,lap_41,lap_42,lap_43,lap_44,lap_45,lap_46,lap_47,lap_48,lap_49,lap_50,lap_51,lap_52,lap_53
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23078,0,0,0,0,0,0,0,0,0,0,0,0,0,23241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,23640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23714,0,0,0,0,0,0,0,0,0,0,0,0,0,22584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,0,34166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,0,0,0,0,0,0,0,0,0,0,23343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,0,0,0,0,0,0,0,0,0,0,0,0,0,23074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,0,0,0,0,0,0,0,0,0,0,0,23793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
807,0,0,0,0,0,0,0,0,0,0,23750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23491,0,0,0,0,0,0,0,0,0,0,35760,0,0,0,0,0,0,0,0,0,0
813,0,0,0,0,0,0,0,0,0,0,0,0,24842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
815,0,25041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
817,0,26087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
822,0,0,0,0,0,0,0,0,0,0,0,23542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
826,0,0,0,0,0,0,0,0,23316,0,0,0,0,0,0,0,0,0,0,0,23183,0,0,0,0,0,0,0,0,0,0,0,0,0,23381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
828,0,0,0,0,0,0,0,0,0,0,0,0,0,23418,0,0,0,0,0,0,0,0,0,0,0,0,23441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25875,0,0,0,0,0,0,0,0,0,0,23647,0,0,0,0,0,0,0,0,0,35760,0,0,0,0,0,0,0,0,0,0
830,0,0,0,0,0,0,0,0,0,27793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
831,0,0,0,0,0,0,0,0,0,0,24763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23701,0,0,0,0,0,0,0,0,0,0,0,0,39345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25146,0,0,0,0,0,0,0,0,0,0,25088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
