driverId,lap_1,lap_2,lap_3,lap_4,lap_5,lap_6,lap_7,lap_8,lap_9,lap_10,lap_11,lap_12,lap_13,lap_14,lap_15,lap_16,lap_17,lap_18,lap_19,lap_20,lap_21,lap_22,lap_23,lap_24,lap_25,lap_26,lap_27,lap_28,lap_29,lap_30,lap_31,lap_32,lap_33,lap_34,lap_35,lap_36,lap_37,lap_38,lap_39,lap_40,lap_41,lap_42,lap_43,lap_44,lap_45,lap_46,lap_47,lap_48,lap_49,lap_50,lap_51,lap_52,lap_53,lap_54,lap_55,lap_56,lap_57,lap_58,lap_59,lap_60,lap_61,lap_62,lap_63,lap_64,lap_65,lap_66
1,0,0,0,0,0,0,0,0,0,22018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20132,0,0,0,0,0,0,0,0,0,0,19700,0,0,0,0,0,0,0,0,0,0,0,0,0,19457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,19414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,18909,0,0,0,0,0,0,0,0,0,0,0,19952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19519,0,0,0,0,0,0,0,0,0,0,0,0,18471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0,0,0,0,19978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,0,0,0,0,0,0,0,0,19490,0,0,0,0,0,0,0,0,0,0,0,19373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19001,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,0,0,0,0,0,0,0,0,74026,0,0,0,0,0,0,0,0,0,0,0,0,0,20306,0,0,0,0,0,0,0,0,0,0,0,0,0,19591,0,0,0,0,0,0,0,0,0,0,0,0,22931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,0,0,0,0,0,0,0,19668,0,0,0,0,0,0,0,0,0,0,0,0,19151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19170,0,0,0,0,0,0,0,0,0,0,0,0,0,18931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,0,0,0,0,0,0,0,0,0,0,0,18810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,0,0,0,0,0,0,0,0,0,0,18606,0,0,0,0,0,0,0,0,0,0,0,0,0,18708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19551,0,0,0,0,0,0,0,0,0,0,0,18694,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
