driverId,lap_1,lap_2,lap_3,lap_4,lap_5,lap_6,lap_7,lap_8,lap_9,lap_10,lap_11,lap_12,lap_13,lap_14,lap_15,lap_16,lap_17,lap_18,lap_19,lap_20,lap_21,lap_22,lap_23,lap_24,lap_25,lap_26,lap_27,lap_28,lap_29,lap_30,lap_31,lap_32,lap_33,lap_34,lap_35,lap_36,lap_37,lap_38,lap_39,lap_40,lap_41,lap_42,lap_43,lap_44
1,0,0,25580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23066,0,0,0,0,0,0,0,0,0,0,0,0,0,24757,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0,29997,0,0,0,0,0,0,0,0,0,0,22936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23392,0,0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,28920,0,0,0,0,0,0,0,0,0,0,0,0,22974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0,0,22858,0,0,0,0,0,0,0,0,0,0,0,0,22819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,0,0,0,0,0,0,0,0,0,23945,0,0,0,0,0,0,0,0,0,0,0,24083,0,0,0,0,0,0,0,0,0,0,0,0,0,23224,0,0,0,0,0,0,0,0
16,0,0,0,0,0,0,0,0,0,0,0,23755,0,0,0,0,0,0,0,0,0,23779,0,0,0,0,0,0,0,0,0,0,0,0,23732,0,0,0,0,0,0,0,0,0
18,0,0,0,0,0,0,0,0,0,0,0,0,0,22800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22588,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,0,0,0,0,0,0,0,0,0,0,22800,0,0,0,0,0,0,0,0,0,0,0,22731,0,0,0,0,0,0,0,0,0,0,0,23190,0,0,0,0,0,0,0,0,0
154,0,29256,0,0,0,0,0,0,0,0,0,0,0,22838,0,0,0,0,0,0,0,0,0,0,0,0,0,24569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
807,0,0,0,0,0,0,0,0,0,0,23823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23841,0,0,0,0,0,0,0,0,0,0,0,0,0
813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
815,0,0,0,0,0,0,0,0,0,24104,0,0,0,0,0,0,0,0,0,0,0,0,22977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
817,0,0,0,0,0,0,0,0,0,0,0,22913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23571,0,0,0,0,0,0,0,0,0,0,0,0,0,23202,0,0,0,0,0,0,0,0,0,0,0,0,0,0
820,0,0,0,0,0,0,0,0,0,0,0,23734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24873,0,0,0,0,0,0,0,0,0,0,0,0,0,0
821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22898,0,0,0,0,0,0,0,0,0,0,0,0,0
822,0,0,0,0,0,0,0,0,0,0,0,0,22769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
824,0,25362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
825,0,0,0,0,0,0,0,0,0,0,0,23115,0,0,0,0,0,0,0,0,0,0,0,22414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
826,0,0,0,0,0,0,0,0,0,0,24082,0,0,0,0,0,0,0,0,0,0,0,0,0,24436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
828,0,0,0,0,0,0,0,0,0,0,0,24083,0,0,0,0,0,0,0,0,0,0,0,0,24213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
