raceId,racersPerRace
841,18.67241379310345
842,20.142857142857142
843,22.928571428571427
844,22.448275862068964
845,22.59090909090909
846,20.564102564102566
847,21.257142857142856
848,23.56140350877193
849,20.673076923076923
850,21.216666666666665
851,21.271428571428572
852,20.181818181818183
853,16.77358490566038
854,21.885245901639344
855,23.037735849056602
856,21.90909090909091
857,19.766666666666666
858,21.30909090909091
859,21.859154929577464
860,18.0
861,22.678571428571427
862,23.053571428571427
863,22.614035087719298
864,20.59090909090909
865,18.53846153846154
866,21.957142857142856
867,21.228070175438596
868,21.096153846153847
869,23.582089552238806
870,23.492753623188406
871,18.636363636363637
872,22.433962264150942
873,21.694915254237287
874,20.528301886792452
875,20.472727272727273
876,22.8
877,19.69090909090909
878,22.321428571428573
879,19.64788732394366
880,19.379310344827587
881,19.446428571428573
882,18.732142857142858
883,21.157894736842106
884,20.045454545454547
885,19.26923076923077
886,20.857142857142858
887,21.326923076923077
888,19.7
890,19.914285714285715
891,20.227272727272727
892,20.169811320754718
893,20.78688524590164
894,20.90909090909091
895,18.9811320754717
896,20.016666666666666
897,20.818181818181817
898,20.892857142857142
899,20.295774647887324
900,16.614035087719298
901,17.5
902,19.526315789473685
903,20.357142857142858
904,20.62121212121212
905,16.41025641025641
906,16.771428571428572
907,20.464788732394368
908,17.692307692307693
909,19.55223880597015
910,17.514285714285716
911,19.5
912,20.452830188679247
913,19.016666666666666
914,20.65909090909091
915,19.433962264150942
916,15.214285714285714
917,17.338028169014084
918,18.4
926,12.120689655172415
927,16.821428571428573
928,18.071428571428573
929,17.87719298245614
930,18.818181818181817
931,18.32051282051282
932,19.014285714285716
933,14.95774647887324
934,13.865384615384615
936,18.942028985507246
937,17.11627906976744
938,17.641509433962263
939,17.508196721311474
940,19.660377358490567
941,16.0
942,14.946428571428571
943,17.760563380281692
944,18.690140845070424
945,18.78181818181818
948,17.842105263157894
949,17.57894736842105
950,21.839285714285715
951,18.358490566037737
952,18.696969696969695
953,17.397435897435898
954,19.585714285714285
955,20.15686274509804
956,19.943661971830984
957,18.653846153846153
958,21.585714285714285
959,21.134328358208954
960,17.181818181818183
961,19.245283018867923
962,19.131147540983605
963,18.571428571428573
964,21.79245283018868
965,19.25
966,20.830985915492956
967,18.197183098591548
968,18.327272727272728
969,16.526315789473685
970,16.125
971,15.526315789473685
972,15.923076923076923
973,16.78787878787879
974,18.128205128205128
975,16.742857142857144
976,16.15686274509804
977,16.859154929577464
978,17.431372549019606
979,17.928571428571427
980,17.727272727272727
981,18.88679245283019
982,14.568965517241379
983,18.285714285714285
984,16.67924528301887
985,16.660714285714285
986,17.253521126760564
987,16.43661971830986
988,18.745454545454546
989,16.155172413793103
990,17.49122807017544
991,19.910714285714285
992,16.49019607843137
993,15.393939393939394
994,19.397435897435898
995,17.38235294117647
996,17.264150943396228
997,17.450704225352112
998,17.26923076923077
999,18.65671641791045
1000,17.571428571428573
1001,15.681818181818182
1002,17.452830188679247
1003,18.770491803278688
1004,17.88679245283019
1005,18.41509433962264
1006,16.625
1007,17.492957746478872
1008,18.56338028169014
1009,17.054545454545455
1010,17.896551724137932
1011,18.964912280701753
1012,18.678571428571427
1013,18.568627450980394
1014,19.303030303030305
1015,19.08974358974359
1016,18.714285714285715
1017,19.547169811320753
1018,19.732394366197184
1019,17.557692307692307
1020,16.46875
1021,19.4
1022,17.818181818181817
1023,18.67924528301887
1024,19.049180327868854
1025,16.9811320754717
1026,18.96153846153846
1027,19.295774647887324
1028,18.392857142857142
1029,19.450704225352112
1030,19.545454545454547
