raceId,driverId,mean,std
1024,1,44.340301826669695,5.608443648700355
1024,8,43.74786158547977,5.366281736191972
1024,9,43.86725326035775,4.4561211510011445
1024,20,44.472247903965595,5.86766268504026
1024,154,43.981320190694206,4.98290502563317
1024,807,44.31406702574721,5.299169102191435
1024,815,44.59538940296527,4.436424195318637
1024,817,44.05177230929472,4.810488773715662
1024,822,44.27658605171155,5.510162738610405
1024,825,43.71139547862228,5.278102055764717
1024,826,44.113066013182866,5.156213826776258
1024,830,44.40268475852136,5.740945303176808
1024,832,44.178360802661686,5.130926595403825
1024,840,44.19364934734614,4.890871368746421
1024,841,44.28966267075284,4.94115059564685
1024,842,44.130363963592764,5.227358786938509
1024,844,44.43355224001565,5.813034223080334
1024,846,44.183401841105955,5.373800853307292
1024,847,46.09590439714705,1.7336560759044075
1024,848,44.23327321469872,5.45324718505335
1025,1,56.74682241358622,7.53235457874396
1025,8,55.53532203675612,6.064349731212344
1025,9,54.858517511150616,4.207784776444291
1025,20,56.788238106383616,6.583788517944567
1025,807,55.72668681143332,6.0960325238629895
1025,815,55.590571981097575,6.285287103095041
1025,817,55.79081131893549,3.6012727325947096
1025,822,56.6589202679359,7.269631681909257
1025,825,55.690428318955284,6.449100423096322
1025,826,55.780726986285195,6.012393638195245
1025,830,56.44381798466948,6.723044139923584
1025,832,55.67107809141634,6.356604464981927
1025,840,55.579729345292016,6.3284257655224785
1025,841,55.7520447119581,5.239772164433211
1025,842,55.30237915128362,5.96986839108555
1025,844,56.85571555512707,7.044019018603872
1025,846,55.50432476053197,6.227392145187077
1025,847,54.84781672086327,6.020904569082969
1025,848,55.99292549889838,6.317432734955252
1026,1,61.52560523608954,2.2456888129710024
1026,8,59.90922326181966,2.3004870391520735
1026,9,58.35773028655759,2.4023836169159813
1026,20,61.55015998956008,2.1905014249408654
1026,154,59.75149068701607,1.5734607823655868
1026,807,60.13619734147425,1.601067054047082
1026,815,60.22173603520983,2.1295690036979678
1026,817,60.331296818541105,1.7604219434594588
1026,822,61.667607709488784,2.065395358575283
1026,825,59.55913891629735,2.279245799025174
1026,826,60.11674819643095,1.8629999323502426
1026,830,59.0283279108932,1.330318971995186
1026,832,60.79546442197002,1.6213269112726396
1026,840,60.10859298688612,1.5176949475027037
1026,841,59.57817250839711,2.114578731778163
1026,842,60.15287022766604,1.539279979532947
1026,844,60.50875871543133,2.8979203343427846
1026,846,60.09415722170246,2.2941952282017164
1026,847,59.2997293531576,1.7960618773603387
1026,848,60.940967557570396,2.1514168892176047
1027,1,52.74777607467004,2.2611263860559894
1027,8,51.23043978494896,2.9737715079039115
1027,9,50.8007396329009,2.7264636547715684
1027,20,52.732675709317384,2.215768437414734
1027,154,50.85480952434503,2.555640501606458
1027,807,51.789419830679606,2.5050396985754655
1027,815,52.10594666422526,2.404568313237647
1027,817,52.09378633083852,2.4279791825220425
1027,822,52.74568436114483,2.370107997612434
1027,825,51.28572267414026,2.514613738270189
1027,826,51.90194499171494,2.629424180238895
1027,830,52.37812611510335,2.3852141952377566
1027,832,51.8146536665174,2.574504230724537
1027,840,51.734421995999966,2.3939166389491264
1027,841,51.62227528072119,3.0042386178569616
1027,842,51.867402549025385,2.716706503692626
1027,844,52.74749134468454,2.606016850962131
1027,846,50.544443272502235,4.838318247943586
1027,847,50.886528421934464,2.5068413622467887
1027,848,52.61687007077642,2.644427490890783
1028,1,54.80300904377388,1.3069209797276933
1028,8,53.69646302993734,1.7389394683697394
1028,9,51.92022921022928,1.755890776376391
1028,20,53.377912885358015,0.7686558759599462
1028,154,53.2207103217585,1.5332810682162201
1028,807,53.76441283875065,1.867268841435231
1028,815,53.67636915726672,1.4986257694991703
1028,817,53.96581773776966,1.2448071949564796
1028,822,54.849641878078515,1.7878005708330509
1028,825,53.2323524121181,1.8477777884976587
1028,826,53.760440420673156,1.9849923283421547
1028,830,54.81420099833488,1.7336578315168578
1028,832,53.76902716834098,1.3271344229444981
1028,840,53.48925274994888,1.913979689570446
1028,841,53.3821970845909,1.8516681376855222
1028,842,53.42569155985288,2.2761313431419508
1028,844,54.40543348235659,2.1483700242992585
1028,846,54.00003949665042,1.8995733863381687
1028,847,52.70114844634528,1.9461723677002085
1028,848,54.241130979863065,2.454494305848832
1029,1,56.025332585130165,7.381575860901966
1029,8,55.41850456492869,5.815639600230009
1029,9,54.54099526996086,4.587289316426138
1029,20,56.75342716189752,5.737428273524151
1029,154,55.28723321548624,5.482552141508938
1029,807,55.435348355765164,5.1231935553982915
1029,815,55.333719980934816,5.676841079182548
1029,817,55.43497208990805,5.950816832422603
1029,822,58.03488092144228,2.3718022486147823
1029,825,55.45000234858559,5.156454106097356
1029,826,55.28037363855469,5.501974193789007
1029,830,56.15899668906599,7.458139897067721
1029,832,55.40110941407785,5.6835514853707085
1029,840,56.33545488458107,3.8407803883441236
1029,841,55.3799387106781,5.732463276443979
1029,842,55.52037114717909,6.022042472805059
1029,844,56.86593542993958,4.945290110761657
1029,846,55.496399180641745,5.488166375694474
1029,847,55.203351721097704,4.556472937856877
1029,848,55.643479505006326,6.701622509466006
1030,1,54.16482019022365,1.3111997892070564
1030,8,52.80745722278785,1.439213682860813
1030,9,51.98873526924627,1.4026526908900898
1030,20,53.61954407772599,1.9474340581301992
1030,154,52.51511421927327,1.5058226232903575
