raceId,lap,mean,std
1024,1,42.43711184991729,3.3015096915972535
1024,2,44.0234264334636,4.625506158659646
1024,3,46.08923167242055,0.5644068572819253
1024,4,46.17825641919964,0.38291969469785503
1024,5,46.21936139247496,0.2752599661833268
1024,6,46.208668424180615,0.3323008021181815
1024,7,46.21545521353105,0.24400605801467995
1024,8,46.26495576018991,0.3454509337301561
1024,9,46.17664460671656,0.3285129585401883
1024,10,45.92361122933266,0.5680672240132904
1024,11,46.17097222846913,0.2902999044326693
1024,12,46.210011054293204,0.3006121237967533
1024,13,45.92707303439182,1.479693423385964
1024,14,46.03201025451209,1.4351169207682029
1024,15,46.473619068238456,0.3455788601761233
1024,16,45.93318743768473,1.7732726064848867
1024,17,46.234820453649185,0.8150801083247482
1024,18,46.23926112777102,0.49366624187192587
1024,19,45.91768657393498,1.7765369665703996
1024,20,45.67531678587348,2.240138169595437
1024,21,45.441031535818674,2.7417279819135643
1024,22,46.5214334442073,1.8626853839030115
1024,23,46.3453130587105,1.6255270886570876
1024,24,46.59430527091226,1.8006243276435097
1024,25,46.93188597045459,0.2763909407048288
1024,26,46.854342284420014,0.26674302474774364
1024,27,46.39238566012739,1.554872687720272
1024,28,46.78485961823443,0.2435618448878824
1024,29,46.807851910008345,0.36444446695218863
1024,30,46.7782650041893,0.33136791242612623
1024,31,46.581471142738025,0.4598213140956955
1024,32,46.360169588084986,1.5191491242554567
1024,33,46.29402775236338,1.783387681317474
1024,34,46.63044985003738,0.9092803487854499
1024,35,46.34006507809132,2.567686374834638
1024,36,37.51539513074607,4.063818927841739
1024,37,33.3290821495535,3.191498004569122
1024,38,35.9446305679854,4.408492732739092
1024,39,33.05097545180525,5.178741770220829
1024,40,32.22401096155445,3.8673628238228357
1024,41,45.98186757318732,0.9293917255330123
1024,42,46.427193205544874,2.1789713256651018
1024,43,47.03333673064169,0.5790444534258673
1024,44,38.70733117237404,1.0819828433147092
1024,45,31.508736893890614,0.9798097935259783
1024,46,31.93880695280434,3.4300384108244972
1024,47,30.8783149091987,1.2012727939955106
1024,48,45.95751383665018,0.9418429208716764
1024,49,46.871374285289,0.6833867289756651
1024,50,39.26320044113524,1.117328123515899
1024,51,31.571450991615052,1.2096618955231582
1024,52,46.48702986680857,1.1420715918250886
1024,53,47.2257418405697,0.8923404571580069
1024,54,47.20517378840711,1.049584976093
1024,55,47.723886854996266,0.5323382973798024
1024,56,47.78924903825237,0.33216977352876775
1024,57,47.2060525154533,2.415385817930742
1024,58,47.94488733891442,0.61873631780167
1024,59,47.68014964424971,0.5636427678501694
1024,60,47.69093352510612,0.5334859274482687
1024,61,46.75377700040785,1.2781373434256373
1025,1,42.434998870185204,2.4740859088612615
1025,2,37.133090548865496,1.2552008470023108
1025,3,37.85564289999376,2.449112602715077
1025,4,56.5704011373757,0.9379952481686924
1025,5,56.9220217958405,0.8493860870171367
1025,6,57.06304994615547,0.8969004637623139
1025,7,57.04245962595963,0.9777171214929445
1025,8,57.44728320657209,0.806685670637222
1025,9,57.63535846459321,0.790501155543364
1025,10,57.250850586559004,1.8536764770914205
1025,11,57.701107370374665,0.7070538758446343
1025,12,57.63624096503767,0.7693939246085403
1025,13,57.86096563968881,0.8033932267603962
1025,14,57.8597509653089,0.8609166580114287
1025,15,57.95184402530996,0.8813013055156775
1025,16,57.92358645978637,0.8684449789088048
1025,17,57.396473898048775,2.581089418134901
1025,18,58.13953508782891,0.7188306233735388
1025,19,58.12260013604646,0.7260201837776801
1025,20,58.02299511769111,0.8910157925513893
1025,21,57.41417142758025,2.3216203319266415
1025,22,57.478793787814574,2.392718914124252
1025,23,57.63600229023171,2.040403710502879
1025,24,57.38371189310454,2.53094269425328
1025,25,58.29996563006442,0.857570569711975
1025,26,58.303839054443344,1.0894315361513975
1025,27,51.06351159875895,5.254191568347657
1025,28,44.063901065526345,2.7554344317795914
1025,29,42.584151296024714,2.0268527825000633
1025,30,41.67285810460426,2.68122303884599
1025,31,49.82635203246205,7.619981066393352
1025,32,38.40071051525579,4.941422861241618
1025,33,57.980638036363516,1.121314579480092
1025,34,58.5941344997383,0.7745452420116846
1025,35,58.59111122503932,0.9872323397086129
