link
https://www.formula1.com/en/results.html/1996/races/638/australia/pit-stop-summary.html
https://www.formula1.com/en/results.html/1996/races/639/brazil/pit-stop-summary.html
https://www.formula1.com/en/results.html/1996/races/640/argentina/pit-stop-summary.html
https://www.formula1.com/en/results.html/1996/races/641/europe/pit-stop-summary.html
https://www.formula1.com/en/results.html/1996/races/642/san-marino/pit-stop-summary.html
https://www.formula1.com/en/results.html/1996/races/643/monaco/pit-stop-summary.html
https://www.formula1.com/en/results.html/1996/races/644/spain/pit-stop-summary.html
https://www.formula1.com/en/results.html/1996/races/645/canada/pit-stop-summary.html
https://www.formula1.com/en/results.html/1996/races/646/france/pit-stop-summary.html
https://www.formula1.com/en/results.html/1996/races/647/great-britain/pit-stop-summary.html
https://www.formula1.com/en/results.html/1996/races/648/germany/pit-stop-summary.html
https://www.formula1.com/en/results.html/1996/races/649/hungary/pit-stop-summary.html
https://www.formula1.com/en/results.html/1996/races/650/belgium/pit-stop-summary.html
https://www.formula1.com/en/results.html/1996/races/651/italy/pit-stop-summary.html
https://www.formula1.com/en/results.html/1996/races/652/portugal/pit-stop-summary.html
https://www.formula1.com/en/results.html/1996/races/653/japan/pit-stop-summary.html
https://www.formula1.com/en/results.html/1997/races/654/australia/pit-stop-summary.html
https://www.formula1.com/en/results.html/1997/races/655/brazil/pit-stop-summary.html
https://www.formula1.com/en/results.html/1997/races/656/argentina/pit-stop-summary.html
https://www.formula1.com/en/results.html/1997/races/657/san-marino/pit-stop-summary.html
https://www.formula1.com/en/results.html/1997/races/658/monaco/pit-stop-summary.html
https://www.formula1.com/en/results.html/1997/races/659/spain/pit-stop-summary.html
https://www.formula1.com/en/results.html/1997/races/660/canada/pit-stop-summary.html
https://www.formula1.com/en/results.html/1997/races/661/france/pit-stop-summary.html
https://www.formula1.com/en/results.html/1997/races/662/great-britain/pit-stop-summary.html
https://www.formula1.com/en/results.html/1997/races/663/germany/pit-stop-summary.html
https://www.formula1.com/en/results.html/1997/races/664/hungary/pit-stop-summary.html
https://www.formula1.com/en/results.html/1997/races/665/belgium/pit-stop-summary.html
https://www.formula1.com/en/results.html/1997/races/667/austria/pit-stop-summary.html
https://www.formula1.com/en/results.html/1997/races/668/luxembourg/pit-stop-summary.html
https://www.formula1.com/en/results.html/1997/races/669/japan/pit-stop-summary.html
https://www.formula1.com/en/results.html/1997/races/670/europe/pit-stop-summary.html
https://www.formula1.com/en/results.html/1998/races/671/australia/pit-stop-summary.html
https://www.formula1.com/en/results.html/1998/races/672/brazil/pit-stop-summary.html
https://www.formula1.com/en/results.html/1998/races/673/argentina/pit-stop-summary.html
https://www.formula1.com/en/results.html/1998/races/674/san-marino/pit-stop-summary.html
https://www.formula1.com/en/results.html/1998/races/675/spain/pit-stop-summary.html
https://www.formula1.com/en/results.html/1998/races/676/monaco/pit-stop-summary.html
https://www.formula1.com/en/results.html/1998/races/677/canada/pit-stop-summary.html
https://www.formula1.com/en/results.html/1998/races/678/france/pit-stop-summary.html
https://www.formula1.com/en/results.html/1998/races/679/great-britain/pit-stop-summary.html
https://www.formula1.com/en/results.html/1998/races/680/austria/pit-stop-summary.html
https://www.formula1.com/en/results.html/1998/races/681/germany/pit-stop-summary.html
https://www.formula1.com/en/results.html/1998/races/682/hungary/pit-stop-summary.html
https://www.formula1.com/en/results.html/1998/races/683/belgium/pit-stop-summary.html
https://www.formula1.com/en/results.html/1998/races/684/italy/pit-stop-summary.html
https://www.formula1.com/en/results.html/1998/races/685/luxembourg/pit-stop-summary.html
https://www.formula1.com/en/results.html/1998/races/686/japan/pit-stop-summary.html
https://www.formula1.com/en/results.html/1999/races/687/australia/pit-stop-summary.html
https://www.formula1.com/en/results.html/1999/races/688/brazil/pit-stop-summary.html
https://www.formula1.com/en/results.html/1999/races/689/san-marino/pit-stop-summary.html
https://www.formula1.com/en/results.html/1999/races/690/monaco/pit-stop-summary.html
https://www.formula1.com/en/results.html/1999/races/691/spain/pit-stop-summary.html
https://www.formula1.com/en/results.html/1999/races/692/canada/pit-stop-summary.html
https://www.formula1.com/en/results.html/1999/races/693/france/pit-stop-summary.html
https://www.formula1.com/en/results.html/1999/races/694/great-britain/pit-stop-summary.html
https://www.formula1.com/en/results.html/1999/races/695/austria/pit-stop-summary.html
https://www.formula1.com/en/results.html/1999/races/696/germany/pit-stop-summary.html
https://www.formula1.com/en/results.html/1999/races/697/hungary/pit-stop-summary.html
https://www.formula1.com/en/results.html/1999/races/698/belgium/pit-stop-summary.html
https://www.formula1.com/en/results.html/1999/races/699/italy/pit-stop-summary.html
https://www.formula1.com/en/results.html/1999/races/700/europe/pit-stop-summary.html
https://www.formula1.com/en/results.html/1999/races/701/malaysia/pit-stop-summary.html
https://www.formula1.com/en/results.html/1999/races/702/japan/pit-stop-summary.html
https://www.formula1.com/en/results.html/2000/races/47/australia/pit-stop-summary.html
https://www.formula1.com/en/results.html/2000/races/48/brazil/pit-stop-summary.html
https://www.formula1.com/en/results.html/2000/races/49/san-marino/pit-stop-summary.html
https://www.formula1.com/en/results.html/2000/races/50/great-britain/pit-stop-summary.html
https://www.formula1.com/en/results.html/2000/races/51/spain/pit-stop-summary.html
https://www.formula1.com/en/results.html/2000/races/52/europe/pit-stop-summary.html
https://www.formula1.com/en/results.html/2000/races/53/monaco/pit-stop-summary.html
https://www.formula1.com/en/results.html/2000/races/54/canada/pit-stop-summary.html
https://www.formula1.com/en/results.html/2000/races/55/france/pit-stop-summary.html
https://www.formula1.com/en/results.html/2000/races/56/austria/pit-stop-summary.html
https://www.formula1.com/en/results.html/2000/races/57/germany/pit-stop-summary.html
https://www.formula1.com/en/results.html/2000/races/58/hungary/pit-stop-summary.html
https://www.formula1.com/en/results.html/2000/races/59/belgium/pit-stop-summary.html
https://www.formula1.com/en/results.html/2000/races/60/italy/pit-stop-summary.html
https://www.formula1.com/en/results.html/2000/races/61/united-states/pit-stop-summary.html
