driverId,lap_1,lap_2,lap_3,lap_4,lap_5,lap_6,lap_7,lap_8,lap_9,lap_10,lap_11,lap_12,lap_13,lap_14,lap_15,lap_16,lap_17,lap_18,lap_19,lap_20,lap_21,lap_22,lap_23,lap_24,lap_25,lap_26,lap_27,lap_28,lap_29,lap_30,lap_31,lap_32,lap_33,lap_34,lap_35,lap_36,lap_37,lap_38,lap_39,lap_40,lap_41,lap_42,lap_43,lap_44,lap_45,lap_46,lap_47,lap_48,lap_49,lap_50,lap_51,lap_52,lap_53,lap_54,lap_55,lap_56,lap_57,lap_58,lap_59,lap_60,lap_61,lap_62
2,,[],[],[],[],[],[],[],[],[],[],[44],[],[],[],"[43, 15]",[],[],"[49, 35, 21]",[],[17],[],[],[],[],[],[],[44],[43],[],[],[15],[],[],[],[],[],[],[],[],[49],[],[],[44],[],[],[],[],[],[],[],[],[],[17],[],[],[],[],[],[],[],[]
4,,[],[],[],[],[],[],[],[],[],[],[44],[],[],[],[17],[18],[],"[35, 21]",[],[],[],[],[],[],[],[],[44],[],[],[],[],[31],[],[],[],[],[18],[],[],[49],[],[],[],[],[],[],[],[],[18],[],[],[],[],[],[],[],[],[],[],[],[]
8,,[],[],[],[],[],[],[],[],[],[],[],[],[],[4],[],[23],"[22, 31]",[30],[],[],[14],[],[],[],[],[],[],[],[],[31],[14],[],[22],[],[],[],[],[],[],[],[],[],[],[],[31],[],[],[14],[],[22],[23],[],[],[],[],[],[],[],[],[],[]
14,,[],[],[],[],[],[],[],[],[],[],[44],[],[2],[4],[],[18],"[22, 31]",[23],[],[],[],[],[],[],[],[],[],[],[],[4],[],[31],[],[],[],[],[],[],[4],[],[],[],[],[31],[],[],[],[],[31],[],[],[],[],[],[],[],[],[],[],[],[]
15,,[],[],[],[],[],[],[],[],[],[],[44],[],"[2, 43]",[],[],[],[],[21],[],[50],[],[],[],[],[52],[],[],[21],[],[],[43],[],[21],[],[],[],[],[],[],[],[],[],[],[],[],[],[42],[],[],[],[],[],[42],[],[],[],[],[],[],[],[]
17,,[],[],[],[],[],[],[],[],[],[],[44],[],"[2, 43]",[4],[],[],[],"[49, 35, 21]",[],[],[],[],[],[],[],[],[44],[43],[],[2],[],[],[],[],[],[],[],[],[],"[49, 15]",[],[],[43],[],[2],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
18,,[],[],[],[],[],[],[],[],[],[],[44],[],[2],[4],[17],[],[],"[49, 35, 21]",[],[],[],[],[],[],[],[],[44],[],[],[2],[17],[49],[],[],[],[],[],[],[],[49],[],[],[44],[],[2],[],[],[],[],[],[],[],[17],[],[],[],[],[],[],[],[]
21,,[],[],[],[],[],[],[],[],[],[],[44],[],"[2, 43]",[49],"[17, 15]",[18],[],[],[],[50],[51],[],[],[],[50],[],[],[],[],[],[52],[],[],[],[],[],[],[],[],[52],[15],[],[],[],[52],[],[],[],[],[],[],[],[17],[],[],[],[],[],[],[],[]
22,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[23],[],[],[],[],[14],[31],[],[],[],[],[],[],[],[],[23],[],[],[],[],[],[],[],[],[],[],[],[],[8],[14],[],[],[23],[8],[],[14],[],[],[],[],[],[],[],[],[],[]
23,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],"[35, 31]",[],[],[],[14],[8],[],[],[],[],[],[],[],[],[],[],[14],[],[],[],[],[],[],[],[],[],[],[8],[],[],[],[],[],[14],[],[],[],[],[],[],[],[],[],[],[]
