driverId,lap_1,lap_2,lap_3,lap_4,lap_5,lap_6,lap_7,lap_8,lap_9,lap_10,lap_11,lap_12,lap_13,lap_14,lap_15,lap_16,lap_17,lap_18,lap_19,lap_20,lap_21,lap_22,lap_23,lap_24,lap_25,lap_26,lap_27,lap_28,lap_29,lap_30,lap_31,lap_32,lap_33,lap_34,lap_35,lap_36,lap_37,lap_38,lap_39,lap_40,lap_41,lap_42,lap_43,lap_44,lap_45,lap_46,lap_47,lap_48,lap_49,lap_50,lap_51
1,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
4,,[],[],[826],"[817, 828]",[],[],[825],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[826],[],[],[],[],[836],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
836,,"[828, 4]",[],[],"[817, 826]",[828],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[826],[4],[],[154],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
838,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[13],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
807,,[],[],[],[839],[],[],[],[],[],[],[],[],[],[],[],[],[],[839],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[825],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
8,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[20],[],[],[],[],[],[],[],[]
839,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[836],[],[828],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
840,,[],[],[825],[817],[],[],[],[],[],[4],[],[],[],[],[],[],[],[],[],[839],[],[],[],[],[],[],[],[826],[],[],[4],[],[],[],[],[],[828],[],[],[],[],[],[],[],[],[],[],[],[],[]
13,,[],[],[],[],[],[],[],[],[],[],[],[],[154],[],[],[],[],[],[],[],[],[],[815],[825],[],"[154, 836]",[838],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
826,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[836],[],[],[],[],[]
815,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[838],[],[],[],[],[],[],[],[],[],[],[13],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
817,,[],[828],[],[],[826],[828],[836],[],[],[825],[],[4],[840],[],[],[],[154],[],[],[],[13],[],[],[],[],[],[],[],[],[],[],[],"[13, 815]",[839],[],[],[],[],[],[],[],[],[],[],[],[],[],[],"[839, 807]",[]
20,,[],[],[],[],[],[807],[],[],[],[],[],[],[],[],[],[],[],[],[],[830],[807],[],[],[],[],[],[],[],[],[],[],[830],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
822,,[],[],[],[815],[],[839],[],[],[],[],[],[],[],[],[],[],[],[],[],[807],[],[],[],[20],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[830],[],[],[],[],[],[20],[],[]
825,,[817],[],[],[817],[],[836],[],[],[836],[],[],[],[],[],[],[],[],[],[],[839],[828],[],[815],[],[],[],[],[],[],[],[],[],[839],[],[],[],[],[828],[],[],[],[],[],[828],[],[],[],[],[],[]
154,,[],[],[],[],[],[],[],[],[],[],[],[840],[],[],[],[],[],[],[],[],[],[],[],[],[],[4],[],[836],[],[4],[],[],[],[],[],[],[],[840],[],[],[],[],[],[840],[],[],[],[],[],[]
828,,[],[],[],[817],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[836],[],[],[],[],[],[836],[],[],[],[],[826],[],[],[],[],[],[],[],[],[],[],[826],[840],[],[840],[],[],[],[],[]
830,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[815],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[807],[]
