driverId,lap_1,lap_2,lap_3,lap_4,lap_5,lap_6,lap_7,lap_8,lap_9,lap_10,lap_11,lap_12,lap_13,lap_14,lap_15,lap_16,lap_17,lap_18,lap_19,lap_20,lap_21,lap_22,lap_23,lap_24,lap_25,lap_26,lap_27,lap_28,lap_29,lap_30,lap_31,lap_32,lap_33,lap_34,lap_35,lap_36,lap_37,lap_38,lap_39,lap_40,lap_41,lap_42,lap_43,lap_44,lap_45,lap_46,lap_47,lap_48,lap_49,lap_50,lap_51,lap_52,lap_53,lap_54,lap_55,lap_56,lap_57,lap_58,lap_59,lap_60,lap_61
24,,[],[],[],[],[],[],[],[],[],[817],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
153,,[],[],[],[],[],[],[],[],[],[],[13],[],[],[],[15],[],[],[],[],[],[],[],[],[],[],[816],[],[],[],[],[],[],[],[],[],[],[],[15],[],[],[],[],[],[],[816],[],[],[],[],[],[],[],[811],[],[],[],[],[],[],[]
155,,[],[],[],[],[],[],[],[],[15],[30],"[13, 15]",[],[],[],[],[],[],[],[],[],[],[],[5],[],[13],[],[],[],[],[],[],[],[],[],[],[],[],[5],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[811],[],[],[],[],[],[]
30,,[],[],[],[],[],[],[],[],[],[],"[153, 13, 15]",[],[155],[],[],[],[],[],[],[],[16],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
808,,[],[],[],[],[],[],[],[],[5],[],[13],[],[],[],[],[],[],[],[],[],[],[],[],[816],[],[],[],[],[],[],[],[],[816],[],[],[],[],[816],[],[],[],[],[],[],[],[],[],[],[],[],[],[817],[],[],[],[],[],[],[],[]
811,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[817],[],[],[15],[],[],[],[],[],[],[],[],[],[],[],[15],[816],[],[],[],[808],[],[],[],[],[],[],[],[],[],[],[],[816],[],[],[],[],[],[],[],[],[],[]
813,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[15],[155],[],[],[],[],[],[],[],[],[],[],[],[13],[],[13],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[155],[],[],[],[],[],[],[],[22],[],[],[]
814,,[],[],[],[],[],[],[],[815],[30],[4],[13],[],[],[],[],[],[],[],[],[],[],[],[],[],[815],[],[],[],[],[],[],[],[],[],[],[],[3],[],[],[],[],[],[],[],[],[],[],[],[],[],[3],[],[],[],[],[],[],[],[],[]
815,,[],[],[],[],[],[],[],[],[813],[30],[1],[],[],[],[],[],[],[],[],[],[],[813],[],[],[],[],[30],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[22],[],[],[],[],[],[22],[],[],[],[],[],[]
816,,[],[],[],[],[],[],[],[],[],[],[24],[],[],[],[],[],[],[],[],[],[24],[],[],[],[],[],[],[],[],[],[],[],[],[],[15],[],[],[],[],[],[],[],[],[],[],[],[817],[],[],[],[],[],[],[],[],[],[],[],[],[]
817,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
67,,[],[],[],[],[],[],[],[],[3],[],[],[13],[5],[816],[1],[155],[],[],[],[155],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[155],[],[],[13],[],[],[],[],[],[],[],[],[],[153],[],[],[155],[],[],[]
