driverId,lap_1,lap_2,lap_3,lap_4,lap_5,lap_6,lap_7,lap_8,lap_9,lap_10,lap_11,lap_12,lap_13,lap_14,lap_15,lap_16,lap_17,lap_18,lap_19,lap_20,lap_21,lap_22,lap_23,lap_24,lap_25,lap_26,lap_27,lap_28,lap_29,lap_30,lap_31,lap_32,lap_33,lap_34,lap_35,lap_36,lap_37,lap_38,lap_39,lap_40,lap_41,lap_42,lap_43,lap_44,lap_45,lap_46,lap_47,lap_48,lap_49,lap_50,lap_51,lap_52,lap_53,lap_54,lap_55,lap_56,lap_57,lap_58,lap_59,lap_60
1,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
2,,[],[],[67],[],[],[],[],[],[],[],[],[],[18],[],[5],[67],[4],[21],[],[67],[20],[],[9],[8],[13],[],[],[16],[],[],[6],[],[8],[12],[21],[],"[10, 67]",[],[],"[12, 5]",[],[],[9],[],[],[12],[],[],[],[21],[],[],[],[],[],[],[],[6],[]
3,,[],[],[],[],[],[],[],[],[],[],[],[],[18],[],[5],[],[],[],[17],[],[20],[9],[17],[8],[13],[17],[16],[],[],[],[18],[8],[],[],[],[],[],[],[],[],[],[],[],[20],[13],[],[],[],[],[4],[22],[],[],[],[],[],[],[],[]
4,,[],[],[],[],[],[],[2],[],[],[],[],[],[18],[],[5],[],[],[],[1],[],[15],[],[67],[],[],"[2, 12]",[],[16],[],[],[6],[],[8],"[9, 21]",[],[],[10],[],[9],[5],[],[],[],[],[2],[],[2],[],[],[6],[],[],[],[],[],[],[],[],[]
5,,[13],[],[],[],[],[],[],[],[],[],[],[18],[],[],[],[],[4],[21],[],[],[67],[],[9],[],[],"[2, 12]",[16],[],[],[6],[],[],[8],[21],[],[],[],[],[],[],[],[],[],[9],[],[16],"[2, 12]",[],[],[6],[],[],[],[],[],[],[],[],[]
6,,[1],[15],[],[],[],[],[],[],[],[],[],[],[],[],[7],[],[4],[21],[],[],[67],[10],[9],[],[],"[2, 12]",[16],[],[],[],[],[],[],[],[21],[],[10],[67],[],[5],[],[],[16],[9],[],[16],"[2, 12]",[],[],[],[],[],[],[],[],[],[],[],[]
7,,[15],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
8,,[],[],[],[],[],[],[],[],[],[],[],[16],[18],[],[5],[],[],[],[17],[20],[],[],[],[],[],"[2, 12]",[16],[],[],[],[5],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
9,,[],[],[],[],[],[],[],[],[],[],[4],[],[18],[],[5],[],[],[21],[18],[],[20],[],[],[],[],"[2, 12]",[],[16],[],[],[6],[],[8],[67],[21],[],[10],[],[],[5],[],[],[],[],[],[15],[],[],[],[],[],[],[],[],[],[],[],[],[]
10,,"[6, 15]",[7],[],[],[],[],[],[],[],[],[],[],[],[],[],[],"[4, 7]",[15],[],[],[67],[],[9],[],[],"[2, 12]",[],[16],[],[4],[6],[],[8],[],[21],[],[],[67],[],[],[],[],[],[9],[],[16],"[12, 21]",[],[],[6],[],[],[],[],[],[],[],[],[]
