driverId,lap_1,lap_2,lap_3,lap_4,lap_5,lap_6,lap_7,lap_8,lap_9,lap_10,lap_11,lap_12,lap_13,lap_14,lap_15,lap_16,lap_17,lap_18,lap_19,lap_20,lap_21,lap_22,lap_23,lap_24,lap_25,lap_26,lap_27,lap_28,lap_29,lap_30,lap_31,lap_32,lap_33,lap_34,lap_35,lap_36,lap_37,lap_38,lap_39,lap_40,lap_41,lap_42,lap_43,lap_44
2,,[15],[],[],[3],[],[],[],[],[],[],[20],"[9, 10]",[],[17],[],[],[],[3],[],[],[67],[],[],[4],[],[5],[22],[],[],[3],"[9, 21]",[],[],[17],[],[],[],[],[],[],[],[],[]
67,,[15],[],[],[],[],[6],[],[],[],[],[],[10],[],"[17, 22]",[],[2],[],[3],[],[],[],[],[],[4],[],[16],[6],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
4,,[15],[],[],[],[],[],[],[],[],[],[],"[10, 5]",[],"[17, 2]",[],[20],[],[3],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
69,,"[16, 22]",[],[],[],[15],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
5,,[15],[],[],[],[],[],[],[],[],[],[],[10],[],"[17, 2]",[],[20],[],[3],[],[67],[],[],[],[4],[],[],[22],[],[67],[],[],[10],[3],[17],[],[],[],[],[],[],[],[],[]
3,,[15],[],[],[],[],[],[],[],[],[],[],"[9, 10]",[],"[17, 2, 4, 21]",[],[20],[],[],[],[],[67],[],[],[4],[10],"[16, 5]",[22],[],[],[],[10],[],[],[10],[],[],[],[],[],[],[],[],[]
8,,[],[],[],[9],[],[],[],[],[],[],[],[],[],[],[],[20],[3],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[2],[],[],[20],[],[],[],[],[],[],[],[]
9,,[],[],[],[],[],[],[],[],[],[],[10],[],[],"[17, 2]",[],[20],[],[3],[],[],[],[],[5],[4],[5],[],[],[],[],[],[],[3],[],[],[],[],[],[],[],[],[],[],[]
10,,[15],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[6],[],[],[],[67],[],[],[4],[],"[16, 5]",[22],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
6,,"[22, 15]",[],[],[69],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[69],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
15,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
16,,[],[],[],[],[],[15],[],[69],[],[],[],[6],[],[],[],[],[17],[10],[],[],[67],[],[],[4],[],[],[],[69],[],[6],[],[],[],[],[],[],[],[],[],[],[],[],[]
17,,[15],[],[],[],[],[],[],[],[],[],[10],[9],[2],[],[],[],[],[],[],[],[6],[],[],[4],[],"[16, 67]",[22],[],[],[],[5],[10],[3],[],[],[],[],[],[],[],[],[],[]
20,,[15],[],[],[4],[],[],[],[],[],[],[],"[9, 10]",[3],"[8, 17, 2, 21]",[],[],[],[3],[],[2],[67],[],[],[4],[2],[5],[],[],[2],[9],"[8, 21]",[2],[],[],[],[],[],[],[],[],[],[],[]
21,,[],[],[],[],[],[],[],[],[],[],[],[9],[],[17],[],[20],[4],[3],[],[],[],[],[4],[],[],[],[],[],[9],[],[],[2],[],[],[9],[],[],[],[],[],[],[],[]
22,,[],[],[],"[16, 15]",[],[69],[],[6],[],[],[],[10],[],[16],[],[],[17],[3],[],[],[67],[],[],[4],[16],[5],[],[6],[16],[67],[],[16],[10],[17],[],[],[],[],[],[],[],[],[]
