driverId,lap_1,lap_2,lap_3,lap_4,lap_5,lap_6,lap_7,lap_8,lap_9,lap_10,lap_11,lap_12,lap_13,lap_14,lap_15,lap_16,lap_17,lap_18,lap_19,lap_20,lap_21,lap_22,lap_23,lap_24,lap_25,lap_26,lap_27,lap_28,lap_29,lap_30,lap_31,lap_32,lap_33,lap_34,lap_35,lap_36,lap_37,lap_38,lap_39,lap_40,lap_41,lap_42,lap_43,lap_44,lap_45,lap_46,lap_47,lap_48,lap_49,lap_50,lap_51,lap_52,lap_53,lap_54,lap_55,lap_56,lap_57,lap_58,lap_59,lap_60,lap_61,lap_62,lap_63,lap_64,lap_65,lap_66
4,,[],[],[],[],[],[],[],[],[],[],[],[],[837],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[815],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
8,,[],[],[],[],[],[],[],[],[],[],[],[],[],[822],[821],[],[],[],[],[],[],[],[],[],[],[],[],[822],[],[],[],[],[817],[],[],[],[822],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
13,,[],[],[837],[836],[828],[],[],[],[],[826],[836],[],[807],[837],[],[807],[],[],[],[],[],[],[],[],[],[],[836],[831],[835],[821],[],[],[],[],[821],[],[],[],[],[],[],[],[4],[],[],[],[],[],[18],[],[],[],[],[],[18],[],[],[],[],[821],[],[],[],[],[]
18,,[],[],[],[],[],[],[],[],[],[],"[836, 13]",[],[837],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[828],[825],[],[4],[],[],[],[],[],[],[],[],[],[825],[],[],[],[],[],[],[],[],[826],[821],[],[],[],[]
20,,[],[],[],[],[],[],[8],[],[],[],[817],[],[154],[],[],[],[],[],[],[],[],[],[],[],[],[],[8],[],[],[],[],[],[],[822],[],[],[],[],[],[],[],[],[822],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
154,,[],[],[],[],[],[],[826],[807],[],[18],[],[830],[],[],[],[825],[],[],[],[],[],[825],[],[],[],[],[],[],[],[826],[831],[],[],[],[],[],[],[],[],[],[],[837],[],[],[],[],[],[],[],[],[],[],[],[],[836],[],[],[],[],[],[],[],[],[],[]
807,,[],[],[],[],[],[],[826],[],[815],[],[836],[],[],[825],[837],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
815,,[],[],[],[],[],[],[],[],[],[13],[4],[18],[837],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[821],[],[],[],[],[],[],[],[],[],[]
817,,[],[],[],[],[],[],[],[],[],[],[],[821],[830],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[822],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
821,,[],[],[],[],[],[],[],[],[815],"[18, 835]",[],[831],[],[],[],[],[831],[835],[],[],[828],[826],[],[825],[],[],[],[825],[],[],[826],[831],[],[],[154],[],[],[],[],[],[],[],[],[],[],[],[],[],[826],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
822,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[832],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
825,,[],[],[],[],[],[],[821],[],[],[],[836],[],[],[],[837],[],[],[],[],[],[826],[],[],[],[13],[],[],[835],[],[],[],[837],[],[],[835],[],[],[835],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[836],[]
826,,[],[],[],[],[],[],[],[],[],[],[836],[],[],[],[828],[837],[],[828],[],[],[],[],[],[],[],[],[],[828],[],[],[],[831],[],[],[],[],[],[],[],[],[],[],[18],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[835],[828],[],[],[],[]
828,,[],[],[836],[],[],[],[836],[],[],[],[],[],[],[],[],[837],[835],[],[],[],[],[],[],[],[],[],[],[],[],[837],[],[],[],[],[],[],[],[],[],[],[],[836],[],[],[],[],[],[],[154],[],[],[],[],[],[],[],[],[],[],[831],[],[],[],[],[]
830,,[],[],[],[],[],[],[832],[],[],[20],[],[],[],[821],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[822],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
831,,[],[],[],[828],[],[],[],[],[815],"[18, 836]",[4],[],[],[],[],[836],[],[],[837],[],[],[],[836],[],[836],[],[],[836],[826],[821],[],[],[],[],[],[],[],[],[],[836],[],[],[],[],[],[],[],[],[],[],[],[],[],[154],[],[],[],[],[],[],[],[],[],[],[]
832,,[],[],[],[],[],[],[],[],[],[],"[4, 815]",[837],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[4],[],[],[],[815],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
835,,[],[],[],[],[831],[],[],[831],[815],[18],[],[836],[],[],[],"[837, 831]",[],[],[],[],[],[],[],[],[13],[],[831],[],[],[821],[831],[],[],[],[],[836],[],[],[],[],[],[],[],[],[],[],[],[],[831],[],[828],[],[],[],[],[],[],[],[],[],[],[],[],[831],[]
