driverId,lap_1,lap_2,lap_3,lap_4,lap_5,lap_6,lap_7,lap_8,lap_9,lap_10,lap_11,lap_12,lap_13,lap_14,lap_15,lap_16,lap_17,lap_18,lap_19,lap_20,lap_21,lap_22,lap_23,lap_24,lap_25,lap_26,lap_27,lap_28,lap_29,lap_30,lap_31,lap_32,lap_33,lap_34,lap_35,lap_36,lap_37,lap_38,lap_39,lap_40,lap_41,lap_42,lap_43,lap_44,lap_45,lap_46,lap_47,lap_48,lap_49,lap_50,lap_51,lap_52,lap_53,lap_54,lap_55,lap_56
2,,[],[],[],[18],[],[],[],[],[],[],[44],[],[],[],[17],[],"[49, 43]",[],[],[],[],[52],[],[],[],[30],[],[],[],[],[],[43],[],[],[49],[],[],[],[],[],[],[],[],[],[],[],[],[43],[],[],[],[],[],[52],[]
4,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[18],[],[],[],[],[],[23],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
8,,[],[18],[],[],[],[],[],[],[2],[],[],[],[22],[4],[],[],[],[],[],[],[],[22],[],[],[],[],[],[],[],[],[],[],[],[4],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
42,,[31],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[50],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[31],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
43,,[],[],[30],[],[],[],[],[],[],[],[],[],"[2, 51]",[],[17],[],[49],[],[],[],[],[52],[],[],[],[30],[],[],[],[],[],[],[],[],[49],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
44,,[],[],[51],[23],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
14,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
15,,[],"[43, 30]",[],[52],[],[],[],[51],[],[],[],[],[2],[],[17],[],[43],[],[],[],[2],[52],[],[],[],[],[],[],[],[],[],[],[2],[],[],[],[],[],[],[],[],[],[2],[],[],[],[],[],[],[],[],[],[],[18],[]
49,,[31],[],[42],[],[],[],[],[],[],[],[],[],"[51, 30]",[],[17],[],[],[],[],[],[],[51],[],[],[],[],[],[],[],[],[],[],[52],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[31],[],[],[],[],[],[43],[]
17,,[52],[30],[15],[51],[],[],[],[],[],[],[],[],"[2, 51]",[],[],[42],[51],[],[],[],[],[52],[],[],[],[49],[],[],[],[],[],[43],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
18,,[],[],[],[],[],[],[],[],[],[],[23],[],[2],[23],[],[],[],[],[],[],[52],[],[],[],[],[],[],[],[],[],[],[],[],[2],[],[30],[],[],[],[],[],[],[30],[],[],[],[],[],[],[],[],[],[],[],[]
52,,[],[],[30],[],[],[],[],[],[],[],[],[],"[2, 51]",[],[17],[43],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[51],[],[],[],[],[],[],[],[],[],[],[],[],[43],[],[],[],[],[],[],[]
51,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[42],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
22,,[],[],[],[18],[],[],[],[],[44],[],[],[2],[],[4],[],[18],[],[],[4],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[23],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
23,,[],[],[51],[],[],[],[],[17],[],[],[],[],[2],[],[],[15],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[18],[],[],[15],[],[],[],[18],[],[],[30],[],[],[],[],[],[],[],[],[],[],[18],[]
50,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
30,,[15],[],[],[],[],[],[],[],[],[],[],[],[42],[],[17],[51],"[17, 49]",[],[],[],[],[52],[],[],[],[],[],[],[],[],[],[49],[43],"[49, 2]",[],[],[],[],[],"[2, 15]",[],[],[],[],[],[],[],[],[],[],[],[],[],[2],[]
31,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
