driverId,lap_1,lap_2,lap_3,lap_4,lap_5,lap_6,lap_7,lap_8,lap_9,lap_10,lap_11,lap_12,lap_13,lap_14,lap_15,lap_16,lap_17,lap_18,lap_19,lap_20,lap_21,lap_22,lap_23,lap_24,lap_25,lap_26,lap_27,lap_28,lap_29,lap_30,lap_31,lap_32,lap_33,lap_34,lap_35,lap_36,lap_37,lap_38,lap_39,lap_40,lap_41,lap_42,lap_43,lap_44,lap_45,lap_46,lap_47,lap_48,lap_49,lap_50,lap_51,lap_52,lap_53,lap_54,lap_55,lap_56,lap_57
1,,[],[],[],[],[],[],[],[],[],[],[],[],[],[9],[13],[],[9],[15],[3],[5],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[9],[],[],[9],[],[],[5],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
2,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[10],[20],[8],"[3, 15]",[],[],[],[],[],[],[],[17],[18],[],[],[],[12],[],[],[],[],[],[7],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
3,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[20],"[8, 2]",[15],[],[],[2],[],[],[],[],[],[17],[],[2],[],[],[],[],[],[],[],[],[],[],[7],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
5,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[8],[],"[1, 9]",[],[],[],[2],[],[],[],[],[],[],[],[10],[],[],[],[],[],[],[],[],[],[9],[],[],[],[8],[],[],[],[],[],[],[],[],[],[],[],[],[]
6,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[14],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[14],[],[],[],[],[],[]
7,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],"[16, 21]",[18],[],[],[],[17],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
8,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[20],[],[],"[3, 20]",[],[2],[],[],[],[],[],[],[],[10],[],[],[],[],[],[],[],[],[],[9],[15],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
9,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[13],[5],[],[15],[3],[2],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[20],[],"[5, 15]",[8],[],[],[],[],[],[],[],[],[],[],[],[],[]
10,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[7],[20],"[3, 15]",[],[2],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[3],[],[2],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
12,,[22],[],[],[],[],[14],[],[],[],[22],[],[],[14],[],[],[],[],"[16, 22]",[],[],[],[],[],[],[],[],"[17, 21]",[18],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
13,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],"[8, 9]",[],[5],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[9],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
14,,[6],[],[],[22],[],[],[],[],[],[6],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[6],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
15,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[20],"[8, 9]",[],[3],[],[2],[],[],[],[],[],[],[],[10],[],[],[],[],[],[],[],[],[],[20],[],[],[],[20],[],[],[],[],[],[],[],[],[],[],[],[],[]
16,,[],[],[],[12],[],[14],[],[],[],[],[],[],[],[],[],[],[7],[],[],[],[],[],[],[],[],[],[22],[21],[22],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
17,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[7],[],[],[],[18],[],[],[],[],[],[],[16],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
18,,[],[],[],[],[],[21],[],[],[],[],[],[],[],[],[],[],[7],[16],[],[],[],[],[],[],[],[],"[17, 21]",[],[],[],[],[],[],[],[16],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
20,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[17],[],[2],[],[],[],[],[],[],[],[10],[],[],[],[],[],[],[],[],[3],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
21,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[12],"[16, 7]",[],[],[],[],[],[],[],[],[],[],"[22, 6]",[14],[],[],[],[],[22],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[22],[],[],[],[],[],[]
22,,[],[],[],[],[],[6],[],[],[],[],[],[],[14],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[21],[],[14],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
