driverId,lap_1,lap_2,lap_3,lap_4,lap_5,lap_6,lap_7,lap_8,lap_9,lap_10,lap_11,lap_12,lap_13,lap_14,lap_15,lap_16,lap_17,lap_18,lap_19,lap_20,lap_21,lap_22,lap_23,lap_24,lap_25,lap_26,lap_27,lap_28,lap_29,lap_30,lap_31,lap_32,lap_33,lap_34,lap_35,lap_36,lap_37,lap_38,lap_39,lap_40,lap_41,lap_42,lap_43,lap_44,lap_45,lap_46,lap_47,lap_48,lap_49,lap_50,lap_51,lap_52,lap_53,lap_54,lap_55
1,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[16],[],[],[],[],[],[],[155],[],[],[],[],[],[],[16],[],[],[],[],[],[18],[9],[],[],[],[],[],[],[],[]
2,,"[808, 3]",[],[],[],[],[],[],[],[],[],[17],[],[13],[],[],[],[],[5],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[155],[],[],[807],[67],[],[],[],[],[],[],[],[],[],[16],[],[],[],[],[],[],[]
3,,[],[],[],[808],"[10, 15]",[],[5],[808],[],[],[17],[],[13],[],"[2, 4]",[],[],[22],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[155],[],[807],[808],[67],[],[],[],[],[],[],[],[],[808],[16],[],[],[],[],[],[],[]
4,,[],[],[],[],[],[],[],[],[],[17],[],[],[13],[],[],[],[],[22],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[155],[],[17],[807],[67],[],[],[],[],[],[],[],[],[],[16],[],[],[],[],[],[],[]
5,,"[808, 153, 3]",[],[],[],[],[15],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[15],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
9,,"[808, 3]",[],[],[],[2],[],[],[],[],[],[17],[],[13],[],[4],[],[16],[22],[],[],[],[],[16],[1],[155],[],[],[],[],[],[],[],[],[],[],[],[],[],[18],[],[],[],[],[],[],[],[16],[],[],[],[],[],[],[]
10,,"[808, 153, 811]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[810],[15],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
13,,[],[],[],[],[],[],[],[],[],[22],[17],[],[],[],[5],[],[],[22],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[155],[],[],[807],[67],[],[],[],[],[],[],[],[],[],[16],[],[],[],[],[],[],[]
15,,"[808, 153, 3]",[],[],[10],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
16,,"[808, 3]",[],[],[],[],[],[],[],[],[],[17],[],[13],[],"[2, 4]",[],[],[22],[],[],[],[],[],[],[],[],[],[],[],[],[],[67],[155],[],[],[67],[],[],[],[],[],[],[],[],[],[9],[],[],[],[],[],[],[],[]
17,,[],[],[],[],[],[],[],[],[],[],[],[],"[5, 13]",[],[2],[],[],[22],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[155],[],[],[807],[67],[],[],[],[],[],[],[],[],[],[16],[],[],[],[],[],[],[]
18,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[4],[],[22],[],[],[],[],[],[1],[155],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[9],[16],[],[],[],[],[],[],[]
20,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[1],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[18],[],[],[],[],[],[9],[],[],[],[],[],[],[],[],[]
22,,[3],[],[],[],[],[],[],[],[],[],[17],[],[13],[],[4],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[5],[],[],[807],[67],[],[],[],[],[],[],[],[],[],[155],[],[],[],[],[],[],[]
153,,[],[],[],[],[810],[],[10],[15],[],[],[5],[],[],[],[2],[],[],[22],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[155],[],[],[807],[67],[],[],[],[],[],[],[],[],[],[16],[],[],[],[],[],[],[]
155,,[3],[],[],[],[16],[],[],[],[],[],[17],[],[13],[],[4],[],[22],[],[],[],[],[],[1],[],[],[],[],[],[],[],[],[],[],[],[],[5],[807],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
32,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
807,,"[808, 3]",[],[],[],[5],[],[],[],[],[],[17],[],[13],[],"[2, 4]",[],[],[22],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[155],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
808,,[],[],[],[],[10],[153],[15],[5],[],[],[17],[],"[153, 13]",[],"[17, 2]",[],[],[22],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[155],[],[807],[],[67],[],[],[],[],[],[],[],[],[],[16],[],[],[],[],[],[],[]
810,,[32],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[15],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
811,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[15],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
67,,"[808, 3]",[],[],[],[],[],[],[807],[],[],[17],[],[13],[],"[2, 4]",[],[],[22],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[155],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
