driverId,lap_1,lap_2,lap_3,lap_4,lap_5,lap_6,lap_7,lap_8,lap_9,lap_10,lap_11,lap_12,lap_13,lap_14,lap_15,lap_16,lap_17,lap_18,lap_19,lap_20,lap_21,lap_22,lap_23,lap_24,lap_25,lap_26,lap_27,lap_28,lap_29,lap_30,lap_31,lap_32,lap_33,lap_34,lap_35,lap_36,lap_37,lap_38,lap_39,lap_40,lap_41,lap_42,lap_43,lap_44,lap_45,lap_46,lap_47,lap_48,lap_49,lap_50,lap_51,lap_52,lap_53,lap_54,lap_55,lap_56,lap_57,lap_58,lap_59,lap_60,lap_61,lap_62,lap_63,lap_64,lap_65,lap_66,lap_67,lap_68,lap_69,lap_70,lap_71
2,,[],[],[],[],[],[],[],"[30, 23]","[24, 15]",[],[],[],[],[],[],[],[],[],[],[],"[26, 21, 22]",[],[],[],[18],[8],[9],[],[38],[],[24],[30],[26],[],[],[],[],[],[33],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[24],[],[],[],[],[38],[],[],[],[],[],[],[],[],[],[],[]
4,,[22],[],[],[],[],[],[21],[30],[15],[],[],[],[],[],[],[],[],[],[],[21],[8],[],[],[13],[18],[],"[9, 2]",[8],[],[],[],[],[],[37],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[18],[],[8],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
8,,[],[],[],[],[],[],[],[],[15],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[21],[],"[9, 2]",[],[],[],[],[],[],[21],[37],[],[],[],[],[],[],[],[],[],[],[],[],[],[21],[],[],[],[],[],[],[],[],[],[],[],[],[21],[],[],[],[],[],[],[],[]
9,,[],[],[],[],[],[],[],"[30, 23]",[15],[],[],[],[],[],[],[],[],[],[],[],"[8, 21, 22]",[],[],[],[18],[4],[],[2],[],[],[],[26],[],[],"[2, 37]",[],[],[],[],[],[],[],[],[],[],[37],[30],[],[],[],[],[],[26],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
11,,[],[],[],[],[],[],[],"[30, 23]",[15],[],[],[],[14],[],[],[],[],[],[],[],[],[],[],[],[27],[29],[],[],[],[],[],[27],[24],[],[38],[],[],"[2, 26]",[33],[],[],[],[],[],[],[],[],[],[],[],[],[2],[38],[26],[],[],[],[],[38],[],[],[],[],[],[],[],[],[],[],[]
13,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[8],[],[],[],[],[18],[4],[9],[],[],[],[],[],[],[37],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
14,,[],[],[],[],[],[],[],"[30, 23]",[15],[27],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
15,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
17,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
18,,[],[],[],[],[],"[9, 37]",[],"[30, 23]",[15],[],[],[],[],[],[],[],[],[],[],"[9, 22]","[8, 21]",[],[],[9],[],[],"[9, 21]",[2],[],[],[],[],[],[37],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[21],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[8],[],[]
