driverId,lap_1,lap_2,lap_3,lap_4,lap_5,lap_6,lap_7,lap_8,lap_9,lap_10,lap_11,lap_12,lap_13,lap_14,lap_15,lap_16,lap_17,lap_18,lap_19,lap_20,lap_21,lap_22,lap_23,lap_24,lap_25,lap_26,lap_27,lap_28,lap_29,lap_30,lap_31,lap_32,lap_33,lap_34,lap_35,lap_36,lap_37,lap_38,lap_39,lap_40,lap_41,lap_42,lap_43,lap_44,lap_45,lap_46,lap_47,lap_48,lap_49,lap_50,lap_51,lap_52,lap_53,lap_54,lap_55,lap_56,lap_57,lap_58,lap_59,lap_60,lap_61,lap_62,lap_63,lap_64,lap_65,lap_66,lap_67
1,,[],[],[],[],[10],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[6],[],[],[],[],[18],[],[],[18],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
2,,"[1, 21]",[],"[21, 22]",[],"[10, 18]",[],[],[],[],[],[],[],[],[],[],[],[],[13],[],[],[],[],[],[],[],[],[22],[],[],[],[],[],[],[17],[],[],[],[],[],[],[22],[1],[],[],[],[],[],[],[],[],[],[],[3],[],[],[],[],[],[],[],[],[],[],[],[],[3]
3,,[6],[],[],[],[10],[],[],[],[1],[],[],[],[],[18],[],[],[],[],[13],[21],[],[],[],[],[],[],[18],[],[],[],[],[],[],[22],[],[],[],[],[17],[2],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
4,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[9],[],[],[],[15],[],[20],[],[7],[],[],[12],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[9],[],[8],[],"[7, 15]",[20],[12],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
5,,[],[],[],[],[],[],[15],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
6,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
7,,"[1, 10, 12]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],"[8, 9, 13]",[4],[],[],[15],[],[],[],[],[],[],[],[],[],[],[],[],[17],[],[],[],[],[],[],[],[],[20],[],[],[9],[],[8],[],[],[20],[13],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
8,,"[1, 12, 13]",[],[],[],[],[],[7],[],[],[],[],[],[],[],[],[],[],[13],[],[],[15],[],[20],[],[7],[],[],[12],[],[],[],[],[17],[],[],[],[],[],[],[],[],[],[4],[],[15],[9],[],[],[],"[13, 7]",[20],[15],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
9,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[13],[],[],[15],[],[20],[],[7],[],[],[12],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[4],[],[],[],[],[13],[],"[7, 15]",[20],[12],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
10,,"[1, 18]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
12,,[1],[18],[],[10],[],[],[],[],[],[],[],[],[],[],[],[],"[8, 9, 13]",[4],[],[],[15],[],[20],[4],[7],[],[],[],[],[],[],[],[],[17],[],[],[],[],[],[],[],[],[4],[],[],[9],[],[8],[7],[15],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
13,,[1],[],[],[10],[],[],[],[],[],[],[],[],[],[],[],[],[8],[],[],[],[],[],[],[],[],[],[],[1],[],[],[],[],[18],[],[],[],[1],[22],[1],[2],[],[3],[],[],[],[],[],[],[],[],[17],[],[],[],[],[],[],[],[3],[],[],[],[],[2],[],[7]
15,,[13],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],"[8, 9]",[4],[],[],[],[],[2],[],[20],[],[],[7],[],[],[],[],[12],[17],[],[],[],[],[],[],[],[],[4],[],[],[9],[],[8],[],[],[20],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[7]
16,,[1],[22],[],[18],[10],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
17,,"[1, 3]",[21],[],[],"[10, 22]",[],[],[18],[],[],[],[],[],[],[],[],[],[13],[],[],[2],[],[20],[],[7],[],[],[12],[],[],[],[],[],[],[],[],[22],[],[],[1],[],[3],[],[],[],[],[],[],[],[],[],[],[13],[],[],[],[],[],[2],[],[],[],[],[],[],[7]
18,,[1],[],[22],[],[10],[],[],[],[],[],[],[],[],[],[],[],[],[],[1],[13],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
20,,[1],[18],[],[10],[],[],[],[],[],[],[],[],[],[],[],[],"[8, 9, 17]",[13],[],[],[15],[],[],[],[],[],[],[],[],[],[],[],[],[17],[],[],[],[],[],[2],[],[3],[],[],[],[13],[],[8],[],"[7, 15]",[],[17],[13],[],[],[],[],[],[],[],[],[],[],[17],[],[7]
21,,[1],[],[],[],[10],[],[],[],[18],[],[],[],[],[],[],[],[],[],[13],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
22,,[1],[2],[],[],[10],[],[],[21],[18],[],[],[],[],[21],[],[],[],[3],[13],[],[],[],[],[],[],[],[],[18],[],[],[],[],[],[],[],[],[],[],[],[18],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
