driverId,lap_1,lap_2,lap_3,lap_4,lap_5,lap_6,lap_7,lap_8,lap_9,lap_10,lap_11,lap_12,lap_13,lap_14,lap_15,lap_16,lap_17,lap_18,lap_19,lap_20,lap_21,lap_22,lap_23,lap_24,lap_25,lap_26,lap_27,lap_28,lap_29,lap_30,lap_31,lap_32,lap_33,lap_34,lap_35,lap_36,lap_37,lap_38,lap_39,lap_40,lap_41,lap_42,lap_43,lap_44,lap_45,lap_46,lap_47,lap_48,lap_49,lap_50,lap_51,lap_52,lap_53,lap_54,lap_55,lap_56,lap_57,lap_58,lap_59,lap_60
32,,[],[],[],[],[],[],[],[],[15],"[4, 44]",[2],[],[2],[],[],[],[],[13],[],[],[],[31],[44],[45],[],[13],[],[],[],[44],[],[],[],[],[],[],[],[],[],[],[],[46],[47],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
2,,[],[],[],[],[],[],[],[],[15],"[44, 45]",[],[],[4],[],[],[],[],[13],[],[],[45],[31],[44],[],[],[],[32],[],[],[],[],[],[],[],[44],[32],[],[],[],[13],[],[44],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
4,,[],[],[],[],[],[],[],"[8, 30]",[],[],[45],[],[],[2],[],[32],[],"[17, 13]",[],[14],[],[44],[],[21],[],[],[],[15],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[17],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
8,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
11,,[],[],[],[],[],[],[],"[8, 30]",[4],[],[],[],[],[],[14],[],[],[],[],[],[],[],[],[],[],[],[],[15],[],[4],[],[],[],[],[],[],[],[18],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
44,,[],[],[],[],[],[],[],[],[15],[],[],[45],[],[2],[],[32],[],"[17, 13]",[],[31],[],[],[],[],[46],[],[],[],[],[],[],[],[],[],[],[32],[],[],[],[45],[],[],[45],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
13,,[],[31],[],[47],[],[],[],[],[46],[31],[],[45],[],[2],[],[32],[],[],[],[],[],[46],[31],[44],[45],[],[],[44],[],[2],[],[],[],[],[32],[],[],[],[],[],[],[44],[45],[],[],[],[44],[],[],[],[],[],[],[],[],[],[],[],[]
14,,[],[],[],[],[],[],[],[],[15],"[4, 44]",[18],[32],[],[],[],[],[],[],[],[],[31],[44],[],[17],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
15,,[],[],[],[],[],[],[],[],[],[44],[13],[45],[13],[2],[],[32],[],[17],[],[14],[],[],[4],[21],[18],[],[],[],[],[21],[],[],[],[],[],[],[],[],[],[],[],[4],[],[21],[],[4],[],[],[],[],[],[],[],[],[],[],[],[],[]
45,,[],[],[],[],[],[],[],[],[15],[44],[],[],[],[47],[],[],[],[46],[],[],[],[31],[44],[],[],[],[],[],[],[],[],[],[],[],[],[46],[],[],[],[],[],[32],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
17,,[],[],[],[],[],[],[],[],[15],[44],[45],[],"[2, 4]",[],[32],[],[],[],[],[],[32],[31],[44],[],[],[],[],[],[],[2],[],[],[],[],[],[],[],[],[],[13],[2],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
18,,[],[],[],[],[],[],[],"[30, 15]",[],[4],[],[2],[],[],[32],[],[],[17],[],[14],[],[],[21],[],[],[],[],[21],[],[4],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[11],[],[],[],[],[],[],[],[],[],[],[],[],[]
46,,[31],[47],[],[],[],[],[47],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
47,,[31],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
21,,[31],[],[],[46],[],[],[],[],[13],[44],[45],[],"[4, 15]",[2],[15],[32],[],[17],[],[14],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[17],[],[],[31],[17],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
22,,[],[],[],[],[],[],[],"[8, 30]",[4],[18],[30],[11],[],[],[],[],[],[14],[],[],[],[],[],[],[18],[15],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[18],[],[11],[],[],[],[],[],[],[],[],[],[],[],[],[]
30,,[],[],[],[],[],[],[],[],[15],"[4, 44]",[18],[14],[],[],[22],[],[],[],[],[],[],[],[],[],[],[11],[],[],[],[],[],[],[],[],[],[],[],[22],[],[],[],[],[],[11],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
31,,[],[],[],[],[],[],[],[],[47],[],[],[46],[],[45],[],[2],[],"[32, 13]",[],[],[],[],[],[46],[45],[44],[13],[32],[],[2],[],[],[],[],[],[],[],[13],[],[],[],[],[],[],[],[],[2],[],[],[],[],[],[],[],[],[],[],[],[]
