driverId,lap_1,lap_2,lap_3,lap_4,lap_5,lap_6,lap_7,lap_8,lap_9,lap_10,lap_11,lap_12,lap_13,lap_14,lap_15,lap_16,lap_17,lap_18,lap_19,lap_20,lap_21,lap_22,lap_23,lap_24,lap_25,lap_26,lap_27,lap_28,lap_29,lap_30,lap_31,lap_32,lap_33,lap_34,lap_35,lap_36,lap_37,lap_38,lap_39,lap_40,lap_41,lap_42,lap_43,lap_44,lap_45,lap_46,lap_47,lap_48,lap_49,lap_50,lap_51,lap_52,lap_53,lap_54,lap_55,lap_56,lap_57,lap_58,lap_59,lap_60,lap_61,lap_62,lap_63,lap_64,lap_65,lap_66,lap_67,lap_68,lap_69,lap_70,lap_71,lap_72,lap_73
2,,[],[],[],[],[47],[],[],[],[],[14],[],[],[],[],[],[17],[],[],[],[],[],[],[18],[],[11],[],[],[21],[8],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
4,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
8,,[],[],[],[],[],[],[],[],[],[],[15],[],[],[],[],[17],[],[],[],[],[],[],[18],[11],[],[],[],[],[],[47],[17],[],[],[],[],[],[],[],[],[47],[],[],[],[],[],[],[47],[],[],[21],[],[],[],[],[],[],[14],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
11,,[],[],[],[],[],[],[],[],[],"[8, 22]",[],[],[],[],[],[],[],[],[],[],[],[],[18],[],[],[17],[],[14],"[8, 21]",[],[],[],[],[],[2],[],[],[],[31],[],[],[],[],[],[],[21],[],[],[],[],[],[],[],[],[],[44],[],[],[],[],[44],[],[],[],[],[],[],[],[],[],[],[]
43,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[17],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
44,,[],[],[],[],[17],[],[],[],[14],[],[],[],[],[],[],[17],[],[],[],[],[],[],[18],[2],[11],[],[],[2],[8],[],[],[],[],[11],[31],[],[],[],[],[],[],[],[],[11],[15],[],[21],[],[],[],[],[],[],[],[],[],[17],[],[8],[],[],[],[],[],[],[],[],[],[],[],[],[]
14,,[],[],[],[],[15],[],[],[],[],[],[],[],[],[],[],[17],[],[],[47],[],[],[],[18],[],[17],[],[],[],[8],[17],[],[],[8],[],[],[],[2],[],[],[],[],[],[],[],[],[],[21],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
15,,[],[],[],[],[],[2],[],[],[],[14],[],[],[],[],[],[17],[],[],[],[],[],[],[18],[11],[],[],[],[8],[],[],[],[],[],[31],[],[],[],[],[44],[],[],[11],[],[],[],[44],[],[],[],[],[],[],[],[],[],[31],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
47,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
17,,[],[],[],[],[],[],[],[],[15],"[8, 44, 14, 22]",[],[],[],[],[],[],[],[],[],[],[],[],[47],[],[],[],[],[],[47],[],[],[],[8],[],[],[47],[8],[],[],[],[],[],[],[],[],[8],[21],[],[],[14],[],[],[],[],[],[],[],[],[14],[],[],[],[],[],[],[],[],[],[],[],[],[]
18,,[],[],[],[],[],[],[],[],[],"[8, 44, 22]",[],[],[],[],[],[17],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
21,,[],[],[],[],[43],[],[],[],[47],[43],[],[],[],[],[],[17],[],[],[],[],[],[],[18],[],[11],[14],[],[],[8],[],[14],[],[8],[],[],[],[2],[],[],[],[],[],[],[],[],[14],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
22,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[17],[],[],[],[],[],[],[18],[11],[],[],[],[8],[],[],[],[],[],[31],[],[],[],[],[],[],[15],[30],[],[],[15],[],[],[],[],[],[],[],[],[],[],[31],[],[],[],[],[15],[],[],[],[],[],[],[],[],[],[],[]
23,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
30,,[],[],[],[],[4],[],[],[],[],[22],[],[],[],[],[],[],[],[],[],[],[],[],[],[11],[],[],[],[],[],[],[],[],[],[31],[],[],[],[],[],[],[],[],[],[11],[15],[44],[],[],[],[31],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
31,,[],[],[],[],[47],[21],[],[],[],"[2, 8, 44, 14, 15]",[22],[],[],[],[],[17],[],[],[],[],[],[],[18],[11],[],[],[],[8],[],[],[],[],[],[],[],[],[2],[],[],[],[],[],[],[21],[11],[44],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
