driverId,lap_1,lap_2,lap_3,lap_4,lap_5,lap_6,lap_7,lap_8,lap_9,lap_10,lap_11,lap_12,lap_13,lap_14,lap_15,lap_16,lap_17,lap_18,lap_19,lap_20,lap_21,lap_22,lap_23,lap_24,lap_25,lap_26,lap_27,lap_28,lap_29,lap_30,lap_31,lap_32,lap_33,lap_34,lap_35,lap_36,lap_37,lap_38,lap_39,lap_40,lap_41,lap_42,lap_43,lap_44
32,,[],[],[],[41],[],[],[],[],[],[],"[2, 14]",[],[],[],[],[47],[],[41],[44],[],[],[14],[],[],[],[15],[],[],[],[],[],[],[],[15],[44],[31],[],[14],[],[],[],[44],[]
2,,[22],[],[],[],[],[47],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
4,,[],[],[],[],[14],[],[],[],[15],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
8,,[],[],[],[30],[31],[],[],[],[15],[],[14],[],[],[21],[31],"[42, 30]",[],[],[],[18],[],[],[],[],[],[],[],[],[],[42],[],[],[],[],[],[],[],[],[],[],[],[],[]
41,,[],[],[],[],[],[],[],[13],[32],[],[14],[],[],[21],[],[],[],[47],"[44, 13, 14]",[32],[15],[],[22],[],[],[21],[],[],[],[],[],[],[],[],[],[31],[],[],[],[],[],[],[]
42,,[],[],[],[],[],[],[],[32],[],[15],[14],[],"[18, 21]",[8],[31],[30],[],[13],"[21, 15]",[],[18],[],[],[],[],[],[],[31],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
44,,"[13, 22]",[],[],[],[],[47],[2],[],[32],[],[14],[],[],[],[],[41],[],[],[],[14],[32],[15],[32],[],[],[21],[],[],[],[],[],[],[],[],[],[31],[],[14],[],[],[15],[],[]
13,,[],[],[],"[2, 44, 22]",[],[47],[],[],[32],[],[14],[],[],[44],"[41, 21]",[],[42],[],[],[32],[15],[],[22],[],[],[21],[],[],[44],[],[],[],[],[],[],[31],[],[],[],[],[],[],[]
14,,[],[],[],[30],[],[],[],[],[15],[],[],[],[],[],[],[],[],[2],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[2],[15],[31],[],[],[],[],[],[15],[]
15,,[],[],[],[],[],[],[],[],[],[],[14],[],[],[21],"[41, 31]",[13],[42],[13],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[2],[],[2],[],[],[],[],[]
47,,"[13, 22]",[],[],[],[],[],[],[],[],[],[14],[],[],[],[],[2],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
18,,[13],[],[],[47],[],[],[],[32],[],[41],[14],[],[],[21],[31],"[30, 15]",[42],[],[],[],[],"[41, 22]",[],[],[],[21],[],[41],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
21,,[],[],[],[],[],[],[],[],[],[15],[14],[],[],[],[44],[41],[],[44],"[13, 15]",[],[],[],[22],[],[],[],[],[15],[],[32],[],[],[],[44],[],[31],[],[],[],[],[],[],[]
22,,[],[],[],[],[],[],[47],[],[2],[],[14],[],[],[],[],[41],[],[44],"[32, 13]",[],"[18, 15]",[],[],[],[],[21],[],[32],[21],"[44, 13]",[],[],[],[],[],[31],[],[],[],[],[],[],[]
30,,[],[],[],[],[],[],[],[],[],[15],[14],[],"[8, 21]",[31],[],[],"[42, 13]",[],[15],[42],[18],[],[],[],[],[],[],[],[42],[],[],[],[],[],[],[31],[],[],[],[],[],[],[]
31,,[],[],[],[21],[],[],[],[],[30],[15],[14],[],[8],[],[],[],[21],[13],[15],[],"[18, 21]",[22],[],[],[],[],[],[],[],[41],[],[],[],[],[],[],[],[],[],[],[],[],[]
