driverId,lap_1,lap_2,lap_3,lap_4,lap_5,lap_6,lap_7,lap_8,lap_9,lap_10,lap_11,lap_12,lap_13,lap_14,lap_15,lap_16,lap_17,lap_18,lap_19,lap_20,lap_21,lap_22,lap_23,lap_24,lap_25,lap_26,lap_27,lap_28,lap_29,lap_30,lap_31,lap_32,lap_33,lap_34,lap_35,lap_36,lap_37,lap_38,lap_39,lap_40,lap_41,lap_42,lap_43,lap_44,lap_45,lap_46,lap_47,lap_48,lap_49,lap_50,lap_51,lap_52,lap_53,lap_54,lap_55,lap_56,lap_57,lap_58,lap_59,lap_60,lap_61,lap_62,lap_63,lap_64,lap_65,lap_66
1,,[],[6],[],[],[],"[5, 21]",[],[],[],[],[],[],[],[],[],[],[10],[4],[12],[],[],[17],[9],[],[3],[],[],[],[],[],[],[],[],[],[],[6],[],[],[],[],[],[],[],[],[],[],[10],[],[],[],[6],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
2,,[8],[6],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[10],[4],[17],[],[],[9],[],[],[3],[],[],[],[],[1],[],[],[],[],[],[6],[],[],[],[],[],[],[],[1],[],[],[],[],[3],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
3,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[10],"[2, 4]",[17],"[20, 13]",[],[],[],[],[],[],[],[],[21],[],"[1, 6]",[],[],[],[],[],[],[],[],[],[],[],[],[4],[],[],[],[],[],[],[6],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
4,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[21],[12],[],[9],[],[21],[],[],[],[],[],"[1, 2]",[],[],[],[],[],[],[],[],[],[],[],"[3, 20]",[],[],[],[],[1],[6],[3],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[2]
5,,[],[6],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
6,,"[9, 5]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[12],[],[9],[],[],[],[],[],[10],[21],[10],[],[],[],[],[],[],[],[],[],[],[],[],[],[],"[12, 21]",[9],[10],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
8,,[],[6],[],[],[5],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
9,,[],[6],[],[],[12],[5],[],[],[],[],[],[],[],[],[],[],[10],[4],[17],[],[],[],[],[],[],[],[],[],[],[21],[],[],[],[],[],[6],[],[],[],[],[],[],[],[],[],[12],[],[],[],[],"[21, 6]",[],[],[],[],[],[],[],[],[],[],[],[],[],[]
10,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[12],[],[],[],[],[],[],[21],[],[],[],[],[],[6],[],[],[],[],[],[],[],[],[],[9],[],[],[],[],[6],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
12,,[],[6],[],[],[],[5],[],[],[],[],[],[],[],[],[],[],[10],[21],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[21],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[6],[21],[],[],[],[],[],[],[],[],[],[],[],[],[]
13,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[18],[22],[],[],[],[],[],[3],[],[],[],[],[],[22],[],[],[],[],[],[],[],[],[],[],[],[],[4],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
17,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],"[18, 4]",[],[12],[],[],[9],[],[3],[],[],[],[],[4],"[1, 2]",[],[],[],[],[],[],[],[],[],[],[],"[20, 13]",[4],[],[],[],[13],[],[],[],[],[],[],[],[],[],[],[],[],[],[13],[],[],[]
18,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[17],"[2, 20]",[],[],[],[],[3],[],[],[],[],[],[22],[],[],[],[],[],[],[],[],[],[],[],[13],[],[],[],[],[],[],"[17, 13]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
20,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[18],[17],[],[],[],[],[],[3],[],[],[],[],[],[2],[],[],[],[],[],[],[],[],[],[],[],[],[4],[],[],[],[],[3],[2],[],[],[],[],[],[],[],[],[],[],[],[4],[],[],[13]
21,,[],[],[],[],[],[5],[],[],[],[],[],[],[],[],[],[],[10],[],[],[],[12],[],[9],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
22,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[18],[],"[20, 13]",[],[],[],[],[3],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],"[20, 13]",[],[],[],[],[18],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
