driverId,lap_1,lap_2,lap_3,lap_4,lap_5,lap_6,lap_7,lap_8,lap_9,lap_10,lap_11,lap_12,lap_13,lap_14,lap_15,lap_16,lap_17,lap_18,lap_19,lap_20,lap_21,lap_22,lap_23,lap_24,lap_25,lap_26,lap_27,lap_28,lap_29,lap_30,lap_31,lap_32,lap_33,lap_34,lap_35,lap_36,lap_37,lap_38,lap_39,lap_40,lap_41,lap_42,lap_43,lap_44,lap_45,lap_46,lap_47,lap_48,lap_49,lap_50,lap_51,lap_52,lap_53,lap_54,lap_55,lap_56,lap_57,lap_58
1,,[],[],[],[],[],[],[],[],[],[],[],[9],[],[],[],[],[2],"[8, 4]",[13],[],[5],[21],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[8],[],[21],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
2,,[],[],[],[],[],[],[],[],[],[],[],[9],[],[],[],[],[],[25],[],[],[9],[21],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[14],"[5, 21]",[],[],[],[],[],[],[],[],[],[],[],[],[],[]
3,,[],[],[],[],[],[],[],[],[],[],[],[9],[],[],[],[],[14],[25],[],[],[],[21],[],[24],[],[],[],[],[],[],[],[],[],[],[],[],[9],[],[],[],[],[14],[21],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
4,,[],[],[],[],[],[],[],[],[],[],[],[9],[],[],[],[],[2],[],[],[],[5],[21],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[2],"[8, 1]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
5,,[],[],[],[],[],[],[],[],[],[],[],[9],[],[],[],[],"[2, 3]","[25, 4]",[8],[1],[],[21],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[9],[],[3],[],[2],[],[21],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
8,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[21],[5],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[5],[1],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
9,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],"[24, 14]",[25],[],[],[],[21],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[14],[21],[25],[],[],[],[],[],[],[],[],[],[],[],[],[]
11,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[15],[16],[29],[15],[],[],[],[],[20],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[29],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
13,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[8],[],[1],[5],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[8],[1],[4],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
14,,[],[],[],[],[],[],[],[17],[],[],[],[9],[],[],[],[],[],[25],[],[],[],[18],[],[24],[],[19],[],[],[],[],[],[23],[],[],[],[],[25],[],[9],[],[],[],[],[23],[],[],[],[],[],[],[],[],[],[],[],[],[]
15,,[11],"[16, 29]",[],[],[20],[],[],[17],[],[],[],[],[],[],[],[],[],[20],[],[],[],[16],[],[],[],[],[],[29],[],[],[],[11],[],[],[20],[22],[24],[],[],[],[],[19],[],[],[],[],[],[11],[],[],[],[],[],[],[],[],[]
16,,[29],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[15],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
17,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
18,,"[29, 15]","[16, 20]",[],[],[],[],[],[20],[],[20],[],[],[],[],[15],[],[22],[25],[],[23],[],[],[22],[],[],[],[],"[11, 20]",[19],[],[],[23],[],[],[],[20],[22],[],[],[],[],[24],[],[15],[],[],[],[],[],[],[],[],[],[],[],[],[]
19,,[],[],[],[],[],[],[],[17],[],[],[],[],[],[],[],[],[23],[25],[],[14],[],[18],[],[24],[],[],[],[20],[],[],[],[11],[],[],[18],[],[24],[],[],[],[],[],[],[15],[],[],[],[],[],[],[],[],[],[],[],[],[]
20,,[16],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[15],[16],[11],[22],[18],[],[19],[],[],[],[],[],[29],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
21,,[],[19],[],[],[],[],[],[17],[],[],[],[24],[],[],[],[],"[9, 3, 14]","[25, 2]",[],[],[5],[],[],[24],[],[19],[],[],[],[],[],[],[],[],[],[],[9],[],[3],[],[14],[5],[],[25],[],[],[],[],[],[],[],[],[],[],[],[],[]
22,,[],[20],[],[],[18],[],[],[17],[],[15],[],[],[],[],[],[],[],[25],[],[15],[],[18],[],[],[],[],[],[20],[],[],[],[11],[],[],[18],[],[],[],[],[],[],[],[20],[11],[],[],[],[],[],[],[],[],[],[],[],[],[]
23,,[],[],[],[],[],[],[],[17],[],[],[],[],[],[],[22],[],[],[25],[],[],[],[18],[22],[24],[],[19],[],[],[],[],[],[],[],[],[18],[22],[24],[],[],[],[],[19],[],[15],[],[],[],[],[],[],[],[],[],[],[],[],[]
24,,[],[],[],[],[],[],[],[17],[],[],[],[],[],[],[],[],[14],[25],[],[],[],[19],[],[],[],[18],[],"[19, 20]",[],[],[],[23],[],[],[18],[],[],[],[],[],[],[],[],[15],[],[],[],[22],[],[],[],[],[],[],[],[],[]
25,,[],[24],[],[],[],[],[],[17],[],[],[],[9],[],[],[],[],"[2, 3, 14]",[],[],[15],[],[18],[22],[24],[],[19],[],[20],[24],[],[],[23],[],[],[18],[],[24],[],[],[],[],[19],[14],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
29,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[16],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
