driverId,lap_1,lap_2,lap_3,lap_4,lap_5,lap_6,lap_7,lap_8,lap_9,lap_10,lap_11,lap_12,lap_13,lap_14,lap_15,lap_16,lap_17,lap_18,lap_19,lap_20,lap_21,lap_22,lap_23,lap_24,lap_25,lap_26,lap_27,lap_28,lap_29,lap_30,lap_31,lap_32,lap_33,lap_34,lap_35,lap_36,lap_37,lap_38,lap_39,lap_40,lap_41,lap_42,lap_43,lap_44,lap_45,lap_46,lap_47,lap_48,lap_49,lap_50,lap_51,lap_52,lap_53,lap_54,lap_55,lap_56,lap_57
1,,[],[],[],[],[],[],[],[20],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[3],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[3],[]
3,,[],[],[822],[],[],[],[],[8],[],[],[],[],[],[],[815],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[822],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
4,,[],[],[],[830],[],[],[],[],[],[],[],[],[],[],[],[832],[],[],[],[],[],[],[],[],[],[832],[],[],[],[],[],[],[],[],[],[],[829],[828],[],[],[],[],[],[],[],[],[],[],[807],[],[],[],[],[],[],[]
8,,[],[],[],[],[],[],[],[],[],[],[],[822],[],[],[20],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[20],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[822],[]
13,,[833],[],[826],[813],[],[813],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[831],[832],[],[831],[4],[],[831],[807],[],[],[],[],[],[831],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
20,,[],[],[8],[],[],[],[],[],[],[],[],[],[],[815],[],[],[822],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
154,,[],[],[],[],[],[],[],[],[],[],[],[],[828],[807],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[807],[13],[],[],[13],[],[],[],[13],[],[],[],[],[],[],[],[],[13],[],[],[],[],[],[],[]
807,,[],[],[],[],[],[],[],[],[],[],[13],[828],[],[],[],[],[],[],[],[],[],[],[],[],[],[832],[],[13],[4],[],[],[],[],[],[],[],[826],[],[],[],[],[],[],[],[828],[],[],[],[],[],[],[],[],[],[],[]
813,,[826],[],[],[],[],[],[],[],[],[],[833],[829],[832],[],[],[],[4],[],[],[],[],[],[],[],[13],"[832, 807]",[],[4],[],[],[807],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
815,,[],[],[],[],[],[],[],[831],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[826],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[826],[],[],[],[],[],[],[],[],[],[826],[],[],[],[13],[],[],[]
817,,[],[],[],[],[],[],[],[],[],[],[],[],[815],[],[],[154],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[815],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
822,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[815],[817],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
826,,[],[],[],[],[833],[],[],[],[829],[],[],[],[],[],[],[830],[832],[],[],[],[],[],[],[],[],[4],[],[],[],[],[],[],[],[],[829],[4],[],[],[],[4],[],[],[],[],[],[],[],[],[],[],[],[],[4],[],[],[]
828,,[],[],[],[],[],[],[],[832],[815],[],[],[],[],[13],[],[],[],[],[],[],[],[],[],[],[],[],[829],[],[],[],[],[],[],[],[],[],[],[],[],[],[829],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
829,,[],[],[],[],[],[],[],[],[],[833],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
830,,[826],[],[813],[],[],[],[],[],[],[],[],[],[833],[],[],[],[],[],[],[],[],[],[],[],[829],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
831,,[],[],[],[],[],[4],[],[],[],[],[829],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[830],[],[],[828],[],[],[4],[],[],[],[],[],[],[],[],[],[],[],[813],[],[],[],[828],[],[],[],[],[],[],[]
832,,[],[],[],[],[],[],[],[],[],[],[],[830],[829],[],[830],[],[],[],[],[],[],[],[],[830],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
833,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
