driverId,lap_1,lap_2,lap_3,lap_4,lap_5,lap_6,lap_7,lap_8,lap_9,lap_10,lap_11,lap_12,lap_13,lap_14,lap_15,lap_16,lap_17,lap_18,lap_19,lap_20,lap_21,lap_22,lap_23,lap_24,lap_25,lap_26,lap_27,lap_28,lap_29,lap_30,lap_31,lap_32,lap_33,lap_34,lap_35,lap_36,lap_37,lap_38,lap_39,lap_40,lap_41,lap_42,lap_43,lap_44,lap_45,lap_46,lap_47,lap_48,lap_49,lap_50,lap_51,lap_52,lap_53,lap_54,lap_55,lap_56,lap_57,lap_58,lap_59,lap_60,lap_61,lap_62,lap_63,lap_64,lap_65,lap_66,lap_67,lap_68,lap_69,lap_70,lap_71,lap_72,lap_73
1,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[4],"[8, 15]",[],[],[5],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[4],[],[13],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
2,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[24],[20],[],[],[],[],[17],[15],[],[],[],[],[],[],[],[],[3],[],[],[],[],[],[],[5],[],[],[],[20],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
3,,[21],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[2],[],[],[20],[8],[],[],"[2, 5]",[],[17],[15],[],[],[],[],[],[],[],[],[],[],[],[25],[],[],[],[],[],[],[],[21],[],[],[],[],[2],[20],[],[],[17],[],[],[],[],[],[],[],[],[],[],[],[],[]
4,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],"[1, 13]",[],[],"[8, 17]",[],[],[5],[],[],[],[15],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[15],[8],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
5,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],"[1, 2, 13]",[4],[],[8],[],[],[],[],[],[20],[17],[],[],[],[],[],[],[],[],[3],[],[],[],[],[],[],[],[],[],[],[20],[],[],[],[],"[2, 3]",[15],[],[3],[17],[],[],[],[],[],[],[],[],[],[],[],[],[]
8,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],"[2, 13, 15]",[1],[4],[],[],[],[],"[20, 5]",[],[17],[15],[],[],[],[],[],[],[],[],[3],[],[],[],[],[],[],[],[],[2],[15],[],[],[],[],[],[15],[],[],[17],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
11,,[21],[],[],[],[],[18],[],[],[],[],[],[26],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
13,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[2],[],[],[8],[],[],[3],[5],[],[17],[15],[],[],[],[],[],[],[],[],[3],[],[],[],[],[],[],[],[],[],[4],[8],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
15,,[21],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],"[17, 2]",[13],[17],[8],[],[],[5],[],[],[17],[],[],[],[],[],[],[],[],[],[3],[],[],[],[],[],[],[17],[5],[2],[],[],[],[],[],[],[],[],[],[],[20],[],[],[],[],[],[],[],[],[],[],[],[],[]
16,,[21],[],[],[],[],[26],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[26],[],[],[],[],[],[],[],[],[],[],"[24, 27]",[],[],[],[],[26],[18],[25],[],[],[],[],[],[],[],[],[],[],[],[2],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
17,,[21],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[2],[3],[],[8],[],[],[5],[],[],[],[],[],[],[],[],[],[],[],[],[3],[],[],[],[],[],[],[],[5],[20],[],[],[],[],[],[],"[2, 15]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
18,,[21],[],[],[27],[],[],[19],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[19],[],[16],[],[],[],[],[],[],[],"[26, 21]",[24],[],[],[],[19],[],[],[],[],[],[],[],[],[26],[16],[],[26],[],[],[2],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
19,,[],[],[],[27],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[27],[16],[],[27],[],[],[],[],"[16, 26]",[24],[],[],[],[],[],[26],[18],[],[],[],[],[],[16],[],[],[],[],[],[2],[],[],[],[],[],[],[],[],[26],[],[],[],[],[],[],[],[]
20,,[21],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[24],[],[],[],[],[],[],[],[24],[],[],[],[],[],[],[21],[24],[],[],[25],[],[],[],[],[],[],[],[3],[],[],[],[],[],[],[],[2],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
21,,[],[],[],[],[],[],[27],[19],[],[],[],[18],[],[26],[],[],[],[],[],[],[],[16],[],[],[],[],[],[25],[],[],[],[],[],[],[],"[24, 26]",[],[],[],[16],[19],"[16, 18]",[25],[],[],[],[],[],[16],[],[],[19],[],[],[2],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
24,,[21],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[25],[],[],[],[],[],[],[],[],[],[],[],[],[21],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[27],[],[],[],[],[2],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
25,,[21],[],[],[],[],[],[],[],[],[],[],[],[],[16],[],[],[],[],[],[],[],[],[],[],[],[],[16],[],[],[],[],[],[],[],[21],[24],[],[],[],[],[],[18],[],[],[],[],[],[],[16],[],[],[19],[],[],[2],[],[],[],[],[],[],[],[],[18],[],[],[],[],[],[],[],[]
26,,[21],[],[],[],[],[],[],[18],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[16],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[16],[],[],[],[],[2],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
27,,[21],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
