driverId,lap_1,lap_2,lap_3,lap_4,lap_5,lap_6,lap_7,lap_8,lap_9,lap_10,lap_11,lap_12,lap_13,lap_14,lap_15,lap_16,lap_17,lap_18,lap_19,lap_20,lap_21,lap_22,lap_23,lap_24,lap_25,lap_26,lap_27,lap_28,lap_29,lap_30,lap_31,lap_32,lap_33,lap_34,lap_35,lap_36,lap_37,lap_38,lap_39,lap_40,lap_41,lap_42,lap_43,lap_44,lap_45
14,,[],[],[],[],[],[],[],[],[],[],[],[],[23],[],[],[],[],[],[],[],[],[],[35],[30],[35],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
15,,[],[],[],[],[],[44],[],[],[],[],[],[],[],[],[22],[50],[],[],[],[],[22],[65],[],[63],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[68],[63],[]
21,,[],[],[],[],[],[],[],[],[],[],[],[],[],[23],[],[],[],[],[],[],[],[],[25],[],[49],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
22,,[15],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[63],[],[],[],[],[],[50],"[25, 15]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
23,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],"[49, 55]",[21],[25],[30],[56],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
25,,[],[],[68],[],[63],[44],[],[],[],[50],[],[],[],[],[22],[],[],[],[],[],"[15, 55]","[65, 49]",[],[],[],[15],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
30,,[],[],[21],[],[],[],[],[],[],[],[],[],[],[23],[],[],[],[],[],[],[],[],"[35, 71]",[],[56],[],[],[],[21],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
35,,[],[],[],[],[],[],[],[],[],[],[],[],[71],[23],[],[],[],[],[],[],[],[],[71],"[30, 23]",[56],[],[],[],[23],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
44,,[],[],[],[],[50],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[74],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
49,,[],[],[],[],[],[],[],[],[],[],[],[],[],[55],[],[],[],[],[],[],[],[],[25],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
50,,[],[],[63],[],[],[63],[44],[],[],[],[],[],[],[],[63],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
55,,[65],[],[],[],[],[],[],[],[],[],[],[],[],[22],[],[],[],[],[],[],[],"[65, 22]","[25, 15]",[],[],[22],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
56,,[],[],[],[],[],[],[],[],[],[],[],[],[],[23],[],[],[],[],[],[],[21],[],"[71, 23]",[30],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
57,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[35],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
63,,[],[],[],[],[],[],[44],[],[],[],[],[],[],[],[],[],[],[],[],[68],[],[75],[50],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[44],[],[]
64,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
65,,[],[],[],[],[],[],[],[],[],[15],[],[],[],[25],[22],[],[],[],[],[],[55],[],"[15, 63]",[],[],[22],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
68,,[],[],[],[],[],[],[44],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[74],[],"[75, 44]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[44],[]
71,,[],[],[56],[],[],[],[],[],[],[],[],[],[],[23],[],[],[],[],[],[],[],[],[],[21],[56],[],[],[],[23],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
74,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
75,,[],[],[],[],[],[],[44],[],[],[],[],[],[74],[],[],[],[],[],[],[68],[],[44],[68],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
