driverId,lap_1,lap_2,lap_3,lap_4,lap_5,lap_6,lap_7,lap_8,lap_9,lap_10,lap_11,lap_12,lap_13,lap_14,lap_15,lap_16,lap_17,lap_18,lap_19,lap_20,lap_21,lap_22,lap_23,lap_24,lap_25,lap_26,lap_27,lap_28,lap_29,lap_30,lap_31,lap_32,lap_33,lap_34,lap_35,lap_36,lap_37,lap_38,lap_39,lap_40,lap_41,lap_42,lap_43,lap_44,lap_45,lap_46,lap_47,lap_48,lap_49,lap_50,lap_51,lap_52,lap_53,lap_54,lap_55,lap_56,lap_57
2,,[],[],[],[],[],[],[],[],[],[],[30],[],[],[],[],[],[],[23],[],[],"[17, 15]",[],[],[18],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
4,,[],[],[],[],[],[],[],[],[],[],[30],[],[],[],[],[],[],[],[],[],"[17, 15]",[2],[],[8],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[8],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
8,,[],[21],[],[],[],[],[],[],[],[],[30],[],[],[],[],[],[],[23],[],[],"[17, 11]",[15],[2],[],"[35, 11, 22]",[],[],[],[],[],[],[],[17],[],[],[],[],[],[],[],[23],[17],[],[37],[],[],[],[],[],[],[],[],[],[],[],[]
11,,"[18, 13]",[21],[],[],[],[],[],[],[],[],[30],[],[],[],[],[],[],[23],[],[37],[17],[],[2],[8],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
13,,[],[21],[],[],[],[],[],[],[],[],[30],[],[],[],[],[],[],[23],[],[],[35],[],[],[],[33],"[11, 14]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[35],[],[33],[14],[],[],[],[],[35],[],[],[],[],[22],[]
14,,[],[],[21],[],[],[],[],[],[33],[],[40],[],[],[],[],[40],[],[],[],[],[],[33],[13],[37],"[35, 18, 11]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[33],[35],[],[],[],[],[],[],[],[],[33],[],[],[]
15,,[],[],[],[],[],[],[],[],[],[],[30],[],[],[],[],[],[],[],[],[4],[17],[],[2],[8],[11],[],[],[],[],[],[],[],[17],[],[],[],[],[],[],[],[8],[],[8],[37],[],[],[],[],[],[],[],[],[],[],[],[]
17,,[],[],[],[],[],[],[],[2],[],[],[30],[],[],[],[],[],[],[23],[],[2],[],[13],"[2, 37]","[18, 35]","[11, 22]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[22],[23],[],[13],[35],[],[22],[],[],[],[],[],[],[],[],[],[]
18,,[],[21],[],[],[],[],[],[],[],[],[30],[],[],[],[],[],[],[23],[],[13],[17],[],"[2, 37]",[],"[35, 11]",[14],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[13],[17],[23],[37],[],[],[],[],[],[],[],[],[],[],[],[]
21,,[37],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
22,,"[35, 13]",[21],[],[],[],[],[],[],[],[],[30],[],[],[],[],[],[],[23],[],[37],[17],[],[2],"[8, 18]",[11],[14],[],[],[],[],[],[18],[],[],[],[],[],[],[],[],[23],[17],[],[37],[],[],[],[],[],[],[],[],[35],[],[],[]
23,,[],[],[],[],[],[],[],[8],[],[],[30],[],[],[],[],[],[],[],[],[],[],[13],[37],[18],"[35, 11, 22]",[14],[],[],[],[],[],[],[22],[],[],[],[],[],[],[],[],[17],[13],[37],[],[22],[],[],[],[],[],[],[],[17],[],[]
27,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
30,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
33,,[],[],[21],[],[],[],[],[],[],[],[],[],[],[],[],[27],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[40],[],[27],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
35,,[],[],[21],[],[],[],[],[],[],[],[30],[],[],[],[],[],[],[14],[],[],[],[13],"[37, 23]",[18],[],"[33, 14]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[13],[],[33],[],[],[],[],[],[],[],[],[],[],[]
37,,[18],[21],[],[],[],[],[],[],[],[],[30],[],[],[],[],[],[],[23],[],[],[17],[13],[],[],"[35, 13]","[11, 14]",[],[],[],[],[],[13],[],[],[],[],[],[],[],[18],[23],[17],[22],[],[14],[13],[],[],[],[22],[],[],[],[13],[],[]
39,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
40,,[],[],[27],[],[],[],[],[],[27],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
