driverId,lap_1,lap_2,lap_3,lap_4,lap_5,lap_6,lap_7,lap_8,lap_9,lap_10,lap_11,lap_12,lap_13,lap_14,lap_15,lap_16,lap_17,lap_18,lap_19,lap_20,lap_21,lap_22,lap_23,lap_24,lap_25,lap_26,lap_27,lap_28,lap_29,lap_30,lap_31,lap_32,lap_33,lap_34,lap_35,lap_36,lap_37,lap_38,lap_39,lap_40,lap_41,lap_42,lap_43,lap_44,lap_45,lap_46,lap_47,lap_48,lap_49,lap_50,lap_51,lap_52,lap_53,lap_54,lap_55,lap_56,lap_57,lap_58,lap_59,lap_60,lap_61,lap_62,lap_63,lap_64,lap_65
2,,[],[],"[51, 21]",[],[],[],[],[],[],[],[],[],[],[],[],"[50, 51]",[],[18],[],[],[],[21],[],[],[52],[],[],[],[],[52],[],[],[],[],[],[],[51],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
35,,[],[],[43],[2],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
4,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[21],[31],[23],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[30],[22],[],[31],[],[23],[],[],[],[],[],[],[],[],[30],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
43,,[],[],[],[2],[],[],[],[],[],[],[35],[51],[44],[18],[],[44],[],[17],[],[],[52],[21],[52],[],[],[],[],[],[],[49],[],[],[],[],[],[],[],[],[],[17],[],[31],[],[],[23],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
44,,"[49, 52]",[],[],[2],[17],[],[],[50],[],[],[35],"[17, 21]",[],[18],[51],[],[],"[17, 18, 51]",[],[],[2],[21],[49],[52],[],[],[],[],[49],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
14,,[],[],[],[],"[49, 2]",[],[],[52],[],[],[35],[],[50],[52],[51],[44],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
49,,[],[],[],[2],[],[],[],[],[],[],[35],[],[50],[],[],"[51, 44]",[],"[17, 2, 18]",[],[],[],[21],[],[2],[52],[],[],[2],[],[],[],[2],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
17,,"[49, 14]",[],[],[2],[52],[],[],[50],[],[],[35],[],[],[18],[51],[44],[],[18],[],[],[],[21],[],[],[52],[],[51],[52],[],[49],[],[2],[],[],[],[],[49],[],[],[],[],[],[52],[18],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
18,,[],[],[],[],[],[],[],[],[],[],[35],[],[],[],[52],"[51, 44]",[],[],[],[],[],[],[],[],[],[],[],"[50, 21]",[],[],[],[51],[],[],[],[],[49],[],[],[],[],[],[52],[],[],[],[],[],[],[],[],[51],[],[],[],[],[],[],[],[],[],[],[],[]
52,,[],[],[],[2],[],[],[],[],[],[],[35],[],[50],[],[],"[51, 44]",[],"[17, 18]",[],[],[49],[21],[],[],[],[18],"[50, 21]",[51],[],[],[],[2],[],[],[],[],[49],[],[],[],[],[],[],"[18, 50]",[],[],[],[],[],[],[],[2],[],[],[],[],[],[],[],[],[],[],[],[]
21,,[52],[],[],[2],[50],[],[],[],[],[],[35],[],[],[18],[51],[44],[17],[],[],[],[],[],[],[],[18],[],[50],[],[],[],[],[],[],[],[],[],[50],[51],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
22,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[4],[],[23],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[30],[],[],[44],[],[31],[23],[31],[],[],[],[],[],[43],[31],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
23,,[],[],[],[],[18],[],[],[],[],[],[],[],[],[],[],[31],[4],[],[21],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[31],[22],[31],[],[],[],[],[17],[],[],[],[],[],[17],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
51,,[],[],[],[2],[],[],[],[],[],[],[35],[],[],[18],[],[],[],[18],[],[],[],[21],[],[],[52],[],[50],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
50,,[52],[],[],[2],[],[],[],[],[],[],[35],[],[],[],[],[],[],[],[],[],[],[18],[],[],[52],[21],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
30,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[31],[22],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],"[22, 31]",[4],[],[],[23],[],[],[],[],[],[],[],[],[],"[22, 31]",[],[],[],[],[],[],[],[],[],[],[],[],[],[]
31,,[],[],[],[],[35],[],[],[],[],[],[],[],[18],[],[],[],[43],[23],[],[],[21],[],[],[],[],[],[],[],[43],[],[],[],[],[],[],[44],[],[],[],[44],[23],[],[],[],[17],[],[],[43],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
