raceId,driverId,lap,driverOvertaken
841,10,8,816
841,13,54,67
841,16,10,814
841,16,25,814
841,17,15,155
841,18,11,13
841,18,23,67
841,18,25,155
841,20,16,18
841,22,2,816
841,22,2,10
841,22,2,15
841,22,3,5
841,22,3,813
841,22,6,815
841,22,21,155
841,153,7,816
841,153,7,10
841,153,8,15
841,153,12,5
841,153,49,2
841,813,5,5
841,813,9,815
841,67,7,814
842,1,14,67
842,1,16,155
842,1,26,808
842,2,43,808
842,3,47,153
842,3,50,67
842,4,5,808
842,4,17,18
842,5,8,813
842,10,8,813
842,13,5,808
842,13,15,153
842,13,15,815
842,15,2,10
842,15,8,813
842,15,22,10
842,16,2,22
842,16,9,39
842,16,10,24
842,16,12,816
842,16,13,10
842,16,34,153
842,17,6,155
842,17,12,15
842,17,13,5
842,17,14,3
842,17,14,815
842,17,15,153
842,17,24,155
842,17,25,30
842,17,50,13
842,18,26,808
842,155,3,17
842,155,7,17
842,155,13,30
842,30,30,153
842,30,54,814
842,808,33,155
842,808,48,155
842,814,13,10
842,814,16,815
842,814,27,3
842,815,2,22
842,815,14,3
842,816,8,813
842,67,8,153
842,67,40,153
843,1,27,814
843,1,30,4
843,1,36,18
843,1,42,3
843,1,44,13
843,1,52,20
843,2,9,67
843,2,47,815
843,3,15,808
843,3,28,4
843,3,50,13
843,4,25,30
843,4,34,815
843,5,9,813
843,10,2,24
843,10,44,24
843,10,49,39
843,17,2,815
843,17,4,22
843,17,12,816
843,17,12,10
843,17,16,15
843,17,17,5
843,17,28,22
843,17,31,815
843,17,34,808
843,17,38,30
843,17,45,4
843,17,51,13
843,17,54,3
843,17,55,18
843,18,16,2
843,18,26,814
843,18,29,4
843,18,45,3
843,18,49,13
843,22,38,5
843,24,54,39
843,155,3,153
843,155,16,5
843,155,32,16
843,155,53,814
843,30,12,5
843,30,15,22
843,30,29,2
843,30,30,815
843,30,33,808
843,808,6,153
843,808,42,2
843,808,47,815
843,808,51,155
843,808,52,814
843,813,2,5
843,813,2,15
843,813,12,39
843,813,14,816
843,813,15,10
843,814,13,5
843,815,8,22
843,815,9,17
843,815,18,15
843,815,43,2
843,815,45,808
843,816,3,24
843,67,19,816
843,67,21,5
843,67,38,15
844,1,7,18
844,1,14,3
844,1,49,18
844,2,6,22
844,2,39,22
844,2,51,808
844,2,54,67
844,3,36,22
844,3,54,18
844,4,7,3
844,4,29,17
844,13,2,808
844,13,2,2
844,13,21,3
844,13,36,16
844,13,39,30
844,13,53,153
844,13,54,30
844,15,15,816
844,15,50,5
844,16,12,15
844,16,13,5
844,16,34,155
844,16,51,22
844,16,57,815
844,17,5,3
844,17,51,4
844,18,8,1
844,18,21,3
844,22,3,2
844,22,12,15
844,22,13,5
844,22,13,30
844,153,2,24
844,153,4,15
844,153,5,5
844,153,22,813
844,155,3,15
844,155,4,5
844,155,6,813
844,155,10,814
844,155,16,22
844,155,22,67
844,155,26,814
844,155,33,16
844,155,43,814
844,30,6,39
844,30,7,24
844,30,7,816
844,30,12,15
844,30,13,5
844,30,21,813
844,30,34,16
844,30,34,155
844,30,53,153
844,808,10,15
844,808,11,5
844,808,12,153
844,808,23,814
844,808,38,22
844,808,58,67
844,813,13,816
844,813,29,5
844,814,13,5
844,815,12,24
844,815,12,39
844,815,14,816
844,815,21,5
844,815,24,15
844,815,36,813
844,815,52,22
844,815,56,16
844,816,3,39
844,816,9,24
844,67,2,5
844,67,3,813
844,67,6,814
844,67,12,30
844,67,12,15
844,67,13,5
844,67,26,153
844,67,44,30
845,2,25,5
845,2,38,16
845,2,41,813
845,2,43,155
845,2,45,808
845,2,52,813
845,2,55,155
845,2,56,808
845,2,58,13
845,2,60,815
845,3,13,5
845,3,14,15
845,3,16,808
845,3,30,814
845,10,26,24
845,13,13,5
845,13,14,15
845,13,23,153
845,13,24,814
845,16,15,10
845,16,18,5
845,16,19,155
845,16,37,15
845,16,63,67
845,17,12,18
845,18,4,67
845,18,16,30
845,18,36,17
845,18,36,4
845,22,2,24
845,22,15,816
845,153,16,2
845,153,28,16
845,155,12,39
845,155,13,816
845,155,13,10
845,155,15,24
845,155,32,15
845,155,34,22
845,155,46,153
845,155,48,67
845,155,52,813
845,155,57,808
845,30,12,5
845,30,12,15
845,808,13,5
845,808,13,15
845,813,10,22
845,813,11,16
845,813,16,2
845,813,25,16
845,813,28,15
845,814,17,2
845,814,23,153
845,815,50,813
845,815,55,808
845,815,58,13
845,816,6,39
845,67,13,2
845,67,15,5
845,67,28,15
846,1,10,30
846,5,27,816
846,5,62,816
846,10,28,816
846,13,14,3
846,15,62,816
846,17,66,808
846,17,66,16
846,17,77,155
846,153,66,3
846,153,66,67
846,155,65,16
846,30,17,816
846,30,29,3
846,813,14,3
846,814,24,153
846,814,48,816
846,814,50,5
847,1,5,17
847,2,5,17
847,2,6,814
847,3,5,1
847,3,5,17
847,3,25,18
847,3,45,813
847,3,48,22
847,3,61,153
847,3,61,22
847,4,18,808
847,4,18,2
847,5,17,15
847,10,5,24
847,10,43,816
847,10,55,15
847,13,34,155
847,13,38,2
847,13,51,155
847,13,61,22
847,13,65,153
847,13,67,3
847,13,70,155
847,15,7,37
847,15,34,24
847,15,43,816
847,16,5,17
847,16,17,24
847,16,18,10
847,16,40,3
847,17,6,16
847,17,6,814
847,17,7,813
847,17,15,808
847,17,17,2
847,17,63,30
847,17,67,30
847,18,5,17
847,18,6,1
847,18,9,16
847,18,9,22
847,18,14,67
847,18,15,16
847,18,15,813
847,18,18,814
847,18,26,3
847,18,34,37
847,18,36,16
847,18,36,39
847,18,41,24
847,18,42,39
847,18,42,15
847,18,43,816
847,18,43,10
847,18,44,37
847,18,45,67
847,18,49,153
847,18,49,813
847,18,54,2
847,18,55,155
847,18,64,17
847,18,65,30
847,18,70,20
847,22,6,67
847,22,16,39
847,22,17,24
847,22,18,10
847,22,18,15
847,22,41,3
847,22,42,813
847,22,70,3
847,24,13,816
847,24,13,39
847,24,46,39
847,24,54,39
847,24,55,15
847,24,60,816
847,24,64,10
847,153,5,816
847,153,5,39
847,153,7,24
847,153,13,10
847,153,14,5
847,153,14,15
847,153,48,813
847,153,61,22
847,153,70,3
847,155,5,808
847,155,5,17
847,155,5,813
847,155,6,2
847,155,6,814
847,155,35,13
847,30,5,1
847,30,5,18
847,30,5,17
847,30,36,39
847,30,42,17
847,30,45,2
847,30,51,155
847,30,51,13
847,30,64,17
847,37,13,15
847,37,16,67
847,37,41,10
847,37,42,816
847,39,34,24
847,39,50,24
847,39,55,15
847,39,64,816
847,39,68,10
847,808,5,17
847,808,6,814
847,808,7,813
847,808,61,155
847,813,5,17
847,813,6,808
847,813,6,814
847,813,18,10
847,813,34,24
847,813,34,39
847,813,40,22
847,813,41,3
847,814,5,808
847,814,5,17
847,814,5,2
847,814,8,813
847,814,36,39
847,814,44,24
847,814,44,39
847,814,45,816
847,814,46,15
847,814,47,10
847,814,61,37
847,814,65,67
847,816,34,24
847,816,55,15
847,816,68,10
847,67,18,24
847,67,19,10
847,67,55,37
847,67,70,3
848,2,17,815
848,3,15,153
848,3,39,153
848,4,21,17
848,5,3,10
848,5,45,15
848,15,4,10
848,16,17,815
848,18,6,3
848,22,13,5
848,22,13,15
848,22,17,815
848,153,3,815
848,153,4,808
848,153,22,815
848,155,17,15
848,30,18,5
848,30,25,813
848,808,23,155
848,808,55,155
848,813,2,24
848,813,4,10
848,813,12,39
848,813,14,24
848,813,14,816
848,813,16,10
848,814,19,815
848,816,20,24
848,67,16,15
848,67,21,815
848,67,29,155
849,1,2,18
849,1,12,13
849,1,15,4
849,1,40,13
849,2,10,813
849,2,19,155
849,3,6,813
849,10,2,5
849,13,2,18
849,15,2,5
849,15,3,24
849,16,4,813
849,16,9,155
849,16,11,814
849,17,46,1
849,20,36,1
849,20,39,13
849,22,2,5
849,24,2,5
849,153,6,808
849,153,8,67
849,153,19,155
849,155,20,153
849,30,16,16
849,30,22,808
849,30,31,16
849,30,33,153
849,813,24,67
849,815,6,813
849,816,2,5
849,816,19,24
849,817,2,5
849,67,5,153
849,67,6,808
849,67,11,153
849,67,20,813
850,1,13,17
850,2,2,817
850,2,2,812
850,2,3,816
850,2,4,24
850,2,4,10
850,2,6,5
850,3,16,153
850,3,16,22
850,3,22,808
850,3,40,155
850,4,8,20
850,13,12,3
850,13,21,808
850,16,35,18
850,17,12,1
850,18,17,808
850,18,32,16
850,20,2,4
850,20,22,808
850,153,16,22
850,153,23,30
850,155,3,22
850,155,23,813
850,30,2,808
850,30,17,153
850,30,22,808
850,30,41,153
850,808,23,30
850,808,35,815
850,814,2,817
850,814,2,812
850,814,3,816
850,814,4,24
850,814,5,10
850,814,8,5
850,814,16,22
850,814,25,5
850,815,12,816
850,815,12,817
850,815,13,24
850,815,14,10
850,815,18,5
850,816,41,817
850,817,12,816
850,67,3,10
850,67,5,5
850,67,14,816
850,67,16,817
850,67,17,24
850,67,18,10
851,1,5,20
851,1,51,18
851,1,63,17
851,2,6,10
851,3,4,4
851,3,61,153
851,3,61,155
851,4,3,3
851,4,7,13
851,4,9,3
851,5,2,2
851,5,2,10
851,10,2,2
851,13,3,30
851,13,6,4
851,13,43,153
851,13,49,3
851,15,7,10
851,16,2,815
851,16,3,2
851,16,4,10
851,16,18,2
851,16,22,813
851,17,4,30
851,17,8,13
851,17,12,153
851,17,14,4
851,17,57,13
851,18,14,20
851,18,47,1
851,20,45,4
851,153,2,813
851,153,16,67
851,155,49,808
851,30,8,13
851,808,2,22
851,813,18,2
851,813,61,815
851,814,8,13
851,814,48,67
851,814,49,22
851,814,50,153
851,814,56,67
851,814,59,155
851,815,7,10
851,815,27,5
851,815,64,813
851,817,47,24
851,817,49,816
851,67,2,813
851,67,3,22
851,67,34,808
851,67,47,814
851,67,49,22
851,67,50,153
851,67,50,814
851,67,61,155
852,1,5,13
852,1,8,3
852,1,12,16
852,3,17,13
852,4,2,1
852,4,5,13
852,4,7,3
852,4,10,16
852,4,10,17
852,4,11,808
852,4,11,155
852,5,17,24
852,5,18,816
852,10,25,24
852,10,27,815
852,13,36,814
852,13,38,813
852,13,44,808
852,15,9,24
852,15,12,816
852,15,20,811
852,16,5,67
852,16,13,155
852,17,5,22
852,17,6,67
852,17,7,813
852,17,8,814
852,17,9,16
852,17,11,808
852,17,12,155
852,17,37,4
852,18,5,816
852,18,5,24
852,18,6,817
852,18,17,22
852,18,18,808
852,18,18,815
852,18,21,30
852,18,23,16
852,18,24,13
852,18,26,3
852,18,42,4
852,20,3,3
852,20,7,808
852,20,8,155
852,20,10,3
852,20,17,17
852,20,18,4
852,22,6,67
852,22,11,813
852,24,27,815
852,155,5,67
852,30,2,814
852,30,17,808
852,30,17,815
852,30,34,16
852,30,42,3
852,808,5,67
852,808,18,815
852,811,3,10
852,811,23,24
852,811,23,10
852,811,25,816
852,811,30,5
852,813,2,817
852,813,2,22
852,813,6,67
852,813,26,22
852,814,6,67
852,815,7,15
852,815,8,816
852,815,8,817
852,815,8,24
852,815,25,816
852,816,8,24
852,816,27,815
853,1,27,30
853,13,6,153
853,13,7,814
853,13,8,815
853,13,10,813
853,13,23,815
853,16,5,10
853,16,7,5
853,17,4,18
853,18,5,13
853,18,16,1
853,18,36,4
853,20,5,4
853,153,5,13
853,153,19,815
853,155,4,16
853,155,4,10
853,155,5,67
853,155,6,5
853,30,4,1
853,30,18,813
853,811,5,10
853,811,7,16
853,811,7,5
853,811,30,813
853,811,47,67
853,813,4,814
853,813,5,13
853,814,5,13
853,814,16,10
853,814,20,5
853,815,5,13
853,815,5,814
853,67,4,10
853,67,6,5
853,67,18,10
853,67,24,813
854,1,4,30
854,1,5,3
854,1,17,5
854,1,21,155
854,1,22,67
854,1,25,22
854,1,34,815
854,1,37,16
854,1,38,3
854,1,39,814
854,1,50,815
854,1,51,16
854,1,52,3
854,1,53,814
854,3,11,155
854,3,27,815
854,5,51,816
854,13,16,5
854,13,20,67
854,13,34,813
854,13,55,22
854,13,60,815
854,16,14,155
854,17,34,4
854,153,39,816
854,153,46,808
854,155,55,153
854,30,12,15
854,30,14,155
854,808,53,816
854,811,22,24
854,811,34,816
854,811,36,808
854,811,39,5
854,813,58,22
854,814,26,16
854,815,28,3
854,67,14,816
854,67,58,22
855,1,10,808
855,1,10,67
855,1,38,13
855,3,2,816
855,3,3,153
855,3,7,15
855,3,31,808
855,3,46,814
855,3,47,155
855,3,49,16
855,4,6,13
855,5,29,811
855,15,3,815
855,15,29,811
855,16,11,3
855,16,12,813
855,16,13,811
855,16,18,815
855,16,31,808
855,16,44,814
855,16,45,155
855,17,12,808
855,17,21,30
855,17,36,3
855,20,36,16
855,22,2,5
855,22,5,811
855,22,7,813
855,153,10,15
855,153,20,811
855,153,22,813
855,153,39,22
855,155,16,153
855,30,11,811
855,30,11,815
855,30,15,808
855,808,46,814
855,808,47,155
855,808,49,16
855,811,9,813
855,811,45,22
855,813,2,5
855,813,4,811
855,813,28,811
855,813,28,5
855,813,33,153
855,813,45,22
855,813,46,811
855,813,53,153
855,814,13,813
855,814,14,811
855,814,28,808
855,814,49,155
855,815,6,15
855,815,7,5
855,815,9,813
855,815,12,811
855,815,28,808
855,815,39,814
855,815,40,813
855,815,41,155
856,5,16,808
856,15,2,817
856,15,3,10
856,15,15,817
856,15,16,808
856,15,39,10
856,16,26,814
856,18,15,3
856,22,12,10
856,22,16,808
856,22,22,155
856,22,50,811
856,153,3,16
856,153,7,814
856,153,55,3
856,155,16,808
856,155,29,816
856,155,29,817
856,155,31,10
856,30,5,814
856,811,4,5
856,811,16,808
856,813,24,817
856,813,25,816
856,813,26,10
856,814,16,808
856,814,35,5
856,815,2,5
856,816,21,817
856,817,29,816
856,67,2,5
856,67,3,22
856,67,4,813
856,67,7,155
856,67,16,808
856,67,49,814
857,1,31,153
857,22,26,39
857,22,31,817
857,22,41,39
857,153,9,811
857,153,14,16
857,30,20,811
857,808,9,816
857,808,10,39
857,808,14,817
857,808,17,814
857,808,36,5
857,814,9,816
857,814,10,39
857,814,14,817
857,814,21,816
857,815,9,816
857,815,10,39
857,815,14,817
857,815,17,814
857,817,2,39
857,67,10,811
858,5,19,67
858,15,6,24
858,15,10,10
858,15,21,24
858,16,19,67
858,16,19,814
858,17,42,18
858,17,45,3
858,22,2,24
858,22,3,10
858,22,24,5
858,22,32,808
858,22,36,5
858,153,4,155
858,153,17,816
858,153,19,24
858,153,24,10
858,153,38,15
858,153,42,5
858,153,45,811
858,155,9,816
858,155,10,24
858,155,10,817
858,155,12,815
858,155,13,10
858,155,15,15
858,155,18,811
858,155,19,67
858,155,21,813
858,155,46,815
858,30,19,67
858,30,20,814
858,808,4,155
858,808,19,67
858,811,7,816
858,811,8,817
858,811,9,24
858,811,11,10
858,811,12,15
858,811,19,67
858,811,23,10
858,813,2,15
858,813,3,24
858,813,5,10
858,813,19,67
858,814,19,67
858,814,33,808
858,815,8,816
858,815,10,24
858,815,10,817
858,815,14,10
858,815,19,67
858,815,33,5
858,817,5,816
858,67,3,155
858,67,14,814
859,3,49,16
859,4,11,18
859,16,19,153
859,16,19,815
859,16,37,814
859,16,48,3
859,16,50,3
859,17,30,20
859,18,39,13
859,18,62,4
859,22,2,15
859,22,3,5
859,153,3,5
859,153,35,815
859,155,2,67
859,30,2,814
859,30,26,15
859,30,36,15
859,30,38,811
859,30,45,5
859,808,35,815
859,813,2,15
859,813,4,5
859,813,26,811
859,815,2,5
860,1,21,815
860,3,23,815
860,4,2,813
860,4,23,815
860,5,7,10
860,5,16,817
860,5,17,819
860,8,11,815
860,8,25,155
860,8,27,13
860,8,58,3
860,8,58,815
860,13,5,813
860,17,5,813
860,17,23,815
860,20,2,3
860,20,18,818
860,20,21,815
860,155,11,815
860,155,27,13
860,155,42,8
860,155,58,3
860,155,58,815
860,808,2,819
860,808,7,10
860,811,14,819
860,811,18,10
860,813,9,13
860,814,2,10
860,814,58,818
860,814,58,3
860,815,4,155
860,815,31,818
860,817,17,819
860,817,42,811
860,817,50,814
860,817,58,818
860,817,58,3
860,818,3,10
860,818,50,814
860,818,58,3
861,3,30,808
861,3,46,155
861,3,56,18
861,4,6,818
861,5,14,39
861,8,10,813
861,8,24,3
861,10,15,37
861,13,6,39
861,13,13,818
861,13,43,808
861,17,9,815
861,17,25,3
861,18,29,10
861,18,31,817
861,18,35,13
861,18,36,808
861,18,46,3
861,18,46,155
861,20,23,3
861,154,2,10
861,154,2,819
861,155,15,37
861,155,30,30
861,30,2,5
861,30,5,818
861,30,14,39
861,30,18,155
861,30,54,813
861,807,6,814
861,807,10,814
861,807,14,39
861,808,15,37
861,808,16,10
861,808,18,5
861,39,10,814
861,811,15,37
861,811,21,155
861,811,23,817
861,811,25,30
861,811,27,807
861,811,44,814
861,813,9,8
861,813,14,39
861,813,23,10
861,813,28,808
861,813,41,30
861,814,4,37
861,814,9,807
861,814,9,39
861,814,13,807
861,814,14,39
861,814,26,13
861,815,3,37
861,815,3,39
861,815,5,818
861,815,10,17
861,817,14,39
861,817,19,811
861,817,20,155
861,817,27,10
861,817,36,13
861,817,41,3
861,817,46,155
861,819,14,39
862,1,26,13
862,1,27,814
862,1,28,811
862,1,30,813
862,1,42,813
862,1,43,811
862,1,45,154
862,1,48,8
862,1,48,17
862,1,54,20
862,3,17,13
862,4,30,13
862,4,31,814
862,4,32,813
862,4,46,815
862,4,49,8
862,5,14,37
862,13,51,8
862,17,9,808
862,17,9,818
862,17,11,817
862,17,27,13
862,17,28,814
862,17,30,813
862,17,41,811
862,17,45,154
862,17,48,8
862,17,55,20
862,18,26,811
862,18,28,815
862,18,30,20
862,18,48,8
862,18,51,20
862,20,13,817
862,20,19,815
862,20,48,8
862,154,13,817
862,154,49,8
862,154,49,811
862,155,12,817
862,155,47,814
862,155,49,8
862,155,49,815
862,807,12,808
862,807,12,39
862,807,14,37
862,807,17,5
862,807,18,819
862,808,3,10
862,808,12,39
862,808,15,37
862,808,32,10
862,811,14,817
862,811,45,154
862,811,49,8
862,813,15,817
862,813,20,814
862,813,28,811
862,813,49,8
862,814,15,817
862,814,51,8
862,815,43,4
862,815,49,8
862,817,2,10
862,817,20,808
862,817,23,5
862,818,2,37
862,818,2,39
862,818,3,819
862,818,4,10
862,818,8,808
862,818,14,37
862,818,16,5
862,818,18,819
862,818,47,817
863,1,14,4
863,1,41,155
863,3,25,4
863,3,52,814
863,5,16,37
863,5,18,10
863,5,25,813
863,8,5,13
863,8,7,18
863,8,13,17
863,13,3,8
863,13,24,818
863,13,41,155
863,17,29,814
863,18,12,4
863,18,26,155
863,20,13,814
863,154,4,17
863,154,7,1
863,154,12,155
863,155,17,811
863,155,53,817
863,155,57,818
863,30,2,808
863,30,2,817
863,30,8,818
863,30,11,811
863,30,25,813
863,30,26,807
863,30,45,155
863,807,8,808
863,807,11,817
863,807,13,811
863,807,25,813
863,807,49,155
863,808,18,817
863,808,25,813
863,813,7,818
863,814,2,811
863,814,4,815
863,814,21,813
863,815,11,819
863,815,25,813
863,815,45,155
863,817,9,39
863,817,25,813
863,817,37,808
863,818,15,817
863,818,29,808
863,818,55,18
864,1,2,808
864,1,2,10
864,1,3,811
864,1,5,5
864,1,7,817
864,1,9,807
864,1,17,807
864,1,37,814
864,1,39,818
864,3,12,811
864,5,16,815
864,13,36,815
864,13,40,814
864,17,8,819
864,17,8,37
864,17,10,10
864,17,22,808
864,18,40,814
864,18,41,13
864,20,58,18
864,20,63,1
864,20,64,3
864,154,12,811
864,154,16,3
864,155,10,10
864,155,33,18
864,155,60,3
864,37,2,819
864,807,12,10
864,807,21,808
864,808,46,10
864,39,2,819
864,813,47,8
864,814,11,10
864,815,10,39
864,815,11,819
864,815,20,10
864,815,25,808
864,817,13,10
864,817,33,814
864,818,31,814
864,818,53,817
864,819,7,39
865,18,70,815
865,807,34,8
865,814,63,30
865,815,13,818
865,815,13,819
865,815,17,10
865,815,45,819
865,815,68,18
865,815,72,5
865,815,74,818
865,818,13,819
865,818,22,39
865,818,30,819
865,818,33,815
865,818,62,30
866,1,62,20
866,1,64,4
866,3,6,13
866,5,2,811
866,5,19,819
866,5,20,10
866,8,6,13
866,8,14,18
866,13,2,3
866,13,13,808
866,13,14,811
866,13,15,5
866,13,15,30
866,13,19,814
866,13,24,813
866,18,6,13
866,18,17,811
866,20,69,4
866,154,6,13
866,154,66,4
866,155,6,13
866,30,6,13
866,30,15,5
866,807,27,18
866,807,51,813
866,808,2,37
866,808,20,819
866,808,21,10
866,811,16,5
866,813,5,811
866,813,10,5
866,814,3,3
866,814,6,13
866,814,57,817
866,815,57,3
866,815,57,13
866,815,68,4
866,817,2,818
866,817,5,811
866,817,9,5
866,817,21,811
866,818,5,817
866,818,5,811
866,818,8,5
866,818,21,811
866,819,21,10
867,1,15,811
867,1,16,30
867,1,19,3
867,1,20,814
867,1,34,8
867,1,35,817
867,3,47,817
867,3,49,811
867,3,56,18
867,3,56,815
867,3,57,813
867,3,57,814
867,4,12,807
867,4,18,17
867,4,18,811
867,4,22,814
867,4,34,154
867,5,37,819
867,5,38,37
867,8,13,813
867,8,35,817
867,8,55,1
867,13,13,818
867,13,49,819
867,13,49,37
867,13,55,37
867,17,21,808
867,17,34,3
867,17,45,808
867,17,49,18
867,17,53,815
867,17,54,814
867,17,56,813
867,17,56,807
867,18,3,30
867,18,13,818
867,18,35,3
867,18,57,813
867,18,57,815
867,154,10,1
867,154,18,3
867,154,19,814
867,155,23,5
867,30,21,808
867,30,33,3
867,30,45,808
867,30,49,18
867,30,53,815
867,30,54,814
867,30,56,813
867,30,56,807
867,807,34,3
867,807,37,17
867,807,56,813
867,808,9,5
867,808,49,37
867,808,50,819
867,808,52,13
867,808,55,5
