raceId,driverId,lap,driverOvertaken
867,811,35,5
867,811,36,819
867,811,37,37
867,811,47,817
867,813,34,3
867,813,37,17
867,813,55,1
867,814,34,3
867,814,56,813
867,815,14,818
867,815,36,3
867,815,41,18
867,815,57,813
867,819,49,37
868,1,24,30
868,1,30,3
868,3,15,18
868,3,15,20
868,4,19,1
868,5,2,37
868,5,2,39
868,5,3,10
868,5,14,37
868,8,4,813
868,8,15,817
868,8,24,30
868,10,24,37
868,13,11,30
868,17,48,4
868,18,18,3
868,18,51,807
868,20,10,13
868,20,10,30
868,20,12,817
868,20,14,3
868,20,15,18
868,154,2,807
868,154,6,819
868,154,7,39
868,154,8,37
868,154,9,10
868,154,11,5
868,154,26,30
868,154,30,3
868,154,35,1
868,155,2,18
868,155,12,807
868,155,13,811
868,155,51,807
868,30,12,13
868,30,14,817
868,30,47,1
868,807,13,811
868,811,51,807
868,813,11,8
868,813,11,30
868,813,20,819
868,813,24,37
868,813,25,10
868,815,3,811
868,815,11,1
868,817,8,818
868,817,16,8
868,817,50,818
868,818,36,817
868,819,13,39
869,1,17,39
869,1,19,37
869,1,35,808
869,1,39,5
869,3,2,808
869,3,5,818
869,3,6,817
869,3,24,813
869,3,29,814
869,3,36,817
869,3,37,813
869,3,56,814
869,5,16,819
869,8,5,814
869,8,13,808
869,8,15,807
869,8,21,30
869,13,9,39
869,13,10,37
869,13,12,10
869,13,14,819
869,13,30,818
869,13,54,813
869,13,66,817
869,17,20,813
869,18,8,807
869,18,11,30
869,20,66,18
869,154,20,39
869,154,34,819
869,155,5,817
869,155,25,814
869,155,32,17
869,155,38,815
869,155,45,807
869,37,60,10
869,807,34,817
869,807,36,813
869,807,50,814
869,808,17,819
869,811,21,39
869,811,37,819
869,814,3,8
869,814,23,813
869,815,3,818
869,815,5,817
869,815,7,155
869,815,9,814
869,815,19,813
869,815,30,807
869,818,8,39
869,818,9,37
869,818,10,10
869,818,11,819
869,818,56,813
870,4,20,815
870,10,31,39
870,155,10,39
870,155,11,37
870,155,16,819
870,30,13,10
870,30,14,39
870,30,16,37
870,37,3,10
870,807,17,808
870,808,37,819
870,39,3,10
870,813,17,808
870,813,47,814
870,817,16,819
870,818,2,5
870,818,17,819
871,3,5,5
871,3,23,155
871,5,10,39
871,5,38,37
871,5,41,37
871,8,15,3
871,8,31,30
871,8,34,30
871,10,38,819
871,13,5,5
871,13,16,814
871,13,18,3
871,13,21,817
871,13,29,811
871,13,36,17
871,17,15,814
871,17,16,3
871,17,17,817
871,20,5,5
871,20,7,13
871,20,9,17
871,20,13,811
871,20,23,13
871,155,5,10
871,155,5,819
871,155,5,37
871,155,6,5
871,155,6,39
871,155,11,819
871,155,11,37
871,155,12,39
871,30,6,814
871,30,24,817
871,30,32,8
871,37,5,10
871,37,5,819
871,37,39,5
871,807,5,8
871,807,16,3
871,39,6,5
871,808,5,39
871,808,6,5
871,811,3,17
871,811,23,814
871,813,2,819
871,817,16,3
871,818,21,814
871,818,33,817
871,819,5,10
871,819,24,37
871,819,26,39
872,3,4,811
872,3,16,819
872,3,23,816
872,3,40,811
872,3,43,817
872,3,47,155
872,3,50,17
872,3,50,814
872,4,2,8
872,4,7,30
872,4,22,817
872,4,23,811
872,4,29,20
872,4,40,13
872,5,20,39
872,8,19,816
872,8,25,807
872,13,22,817
872,13,23,811
872,17,4,817
872,17,5,3
872,17,8,811
872,17,11,814
872,17,17,155
872,17,23,816
872,20,4,30
872,20,22,817
872,20,23,811
872,20,38,17
872,155,26,816
872,155,50,17
872,30,18,816
872,30,23,807
872,30,44,155
872,30,47,814
872,30,49,17
872,807,3,5
872,807,14,816
872,808,3,813
872,808,22,39
872,811,5,3
872,811,51,17
872,811,53,817
872,813,4,808
872,813,7,5
872,813,15,39
872,813,26,816
872,813,50,807
872,813,51,17
872,813,53,817
872,814,25,816
872,814,50,17
872,815,2,3
872,815,3,811
872,815,6,814
872,815,7,155
872,815,37,8
872,815,43,13
872,815,46,4
872,816,37,808
872,816,38,5
872,816,51,17
872,817,51,17
872,818,2,5
873,3,39,815
873,4,15,815
873,4,17,807
873,5,14,39
873,5,15,37
873,5,56,37
873,5,59,819
873,8,36,813
873,8,47,154
873,13,11,808
873,13,14,39
873,13,16,37
873,13,22,819
873,13,24,10
873,13,39,5
873,13,43,811
873,13,46,817
873,17,10,10
873,17,12,155
873,17,39,807
873,17,43,10
873,17,43,819
873,17,44,5
873,17,55,811
873,20,12,807
873,154,39,815
873,155,8,10
873,155,16,39
873,155,17,37
873,155,43,5
873,155,56,37
873,155,57,5
873,155,58,819
873,30,13,819
873,30,36,813
873,807,43,10
873,807,43,819
873,807,44,5
873,807,56,37
873,807,58,819
873,807,58,5
873,808,21,37
873,811,4,10
873,811,8,5
873,811,13,37
873,811,15,819
873,811,36,813
873,813,15,807
873,814,17,815
873,815,43,10
873,815,43,819
873,815,44,5
873,815,57,811
873,817,14,37
873,817,36,813
873,818,6,817
873,818,15,819
873,818,36,813
874,1,3,815
874,5,3,10
874,8,15,818
874,8,15,5
874,17,7,819
874,17,8,39
874,17,11,808
874,17,12,37
874,17,16,10
874,154,4,819
874,154,5,39
874,154,26,819
874,154,30,10
874,154,36,5
874,30,5,10
874,30,27,814
874,37,23,39
874,807,15,30
874,807,16,818
874,807,16,5
874,808,3,819
874,39,3,819
874,811,4,819
874,811,5,39
874,811,8,808
874,811,9,37
874,811,12,10
874,811,27,5
874,811,36,5
874,811,41,154
874,814,4,10
874,815,6,1
874,818,4,10
874,818,25,5
875,1,16,815
875,5,15,37
875,5,16,819
875,5,44,808
875,10,16,37
875,13,17,815
875,13,21,1
875,154,20,813
875,37,3,39
875,807,19,813
875,807,40,1
875,807,40,154
875,808,16,37
875,808,52,5
875,814,31,813
875,814,38,30
875,815,35,813
875,815,42,30
875,815,53,814
875,817,2,808
875,817,2,5
875,817,7,813
875,817,10,811
875,817,20,30
875,818,7,813
875,818,9,811
875,818,20,815
875,818,23,814
875,818,25,30
875,818,52,817
875,819,5,39
875,819,14,37
876,1,6,18
876,4,4,18
876,4,48,17
876,5,2,37
876,10,9,37
876,154,16,813
876,154,23,3
876,30,21,815
876,30,42,10
876,30,50,819
876,30,52,5
876,808,4,37
876,808,11,819
876,808,40,5
876,39,43,37
876,811,16,813
876,811,51,3
876,813,33,10
876,813,41,819
876,813,44,5
876,813,50,808
876,815,17,155
876,818,12,39
876,818,14,37
876,818,20,10
876,818,42,5
876,818,49,808
876,819,3,37
877,3,7,37
877,4,21,813
877,5,2,10
877,13,23,17
877,18,23,17
877,18,24,813
877,20,2,39
877,20,3,811
877,20,3,819
877,20,4,808
877,20,4,10
877,20,7,5
877,20,13,817
877,20,15,37
877,20,15,814
877,20,16,154
877,20,16,819
877,20,18,808
877,20,18,10
877,20,20,818
877,20,20,5
877,20,21,811
877,20,23,817
877,20,25,30
877,20,52,18
877,154,15,37
877,154,16,819
877,154,18,808
877,154,19,10
877,154,22,5
877,30,43,808
877,30,43,10
877,30,44,5
877,30,49,818
877,811,2,39
877,811,3,819
877,811,6,808
877,811,7,10
877,811,19,5
877,814,15,37
877,814,16,819
877,814,18,808
877,814,19,10
877,814,23,5
877,814,44,818
877,815,4,155
877,815,23,17
877,815,24,13
877,815,43,5
877,815,51,37
877,815,53,808
877,817,45,818
877,818,21,5
878,1,4,17
878,1,42,20
878,3,14,818
878,5,3,819
878,5,10,10
878,8,3,30
878,8,6,154
878,8,13,807
878,8,28,13
878,13,6,154
878,13,6,30
878,13,11,814
878,13,15,807
878,13,39,8
878,18,2,3
878,18,3,813
878,18,6,813
878,18,8,154
878,18,10,30
878,18,21,815
878,18,23,4
878,18,38,154
878,18,45,8
878,154,2,8
878,154,2,30
878,154,12,819
878,154,13,10
878,154,14,5
878,154,16,808
878,154,23,807
878,154,29,3
878,155,17,819
878,30,6,154
878,807,2,30
878,811,7,154
878,811,8,30
878,813,4,18
878,813,13,30
878,813,29,814
878,813,52,811
878,814,4,30
878,814,6,154
878,815,7,154
878,815,7,30
878,815,29,814
878,817,2,808
878,817,2,10
878,817,4,155
878,817,5,3
878,817,6,818
878,817,8,813
878,817,10,30
878,818,3,3
878,819,2,5
879,1,7,18
879,1,12,13
879,1,31,18
879,1,48,807
879,3,7,817
879,3,7,17
879,3,11,8
879,3,12,39
879,3,13,37
879,3,14,5
879,3,31,39
879,3,32,37
879,3,46,808
879,4,2,17
879,4,2,13
879,4,12,819
879,4,12,37
879,4,12,39
879,4,13,808
879,4,13,10
879,4,13,5
879,4,14,818
879,4,14,13
879,4,33,155
879,4,62,13
879,5,7,17
879,5,8,808
879,5,45,39
879,5,48,37
879,5,53,808
879,5,67,10
879,5,67,3
879,8,30,17
879,8,36,814
879,8,39,30
879,8,55,3
879,8,56,808
879,8,58,819
879,10,7,17
879,10,8,808
879,10,12,808
879,10,13,5
879,10,26,818
879,10,30,17
879,10,47,39
879,10,48,37
879,10,53,808
879,13,6,17
879,13,17,808
879,13,18,10
879,13,29,8
879,13,30,817
879,13,30,17
879,13,32,814
879,13,34,20
879,13,37,155
879,17,2,13
879,17,8,39
879,17,11,817
879,17,12,8
879,17,12,39
879,17,13,37
879,17,14,3
879,17,14,5
879,17,31,808
879,17,33,8
879,17,34,30
879,17,36,814
879,17,41,817
879,18,6,1
879,18,8,1
879,18,55,807
879,20,2,39
879,20,3,819
879,20,3,37
879,20,4,10
879,20,4,818
879,20,5,5
879,20,6,808
879,20,7,817
879,20,7,3
879,20,7,17
879,20,8,814
879,20,12,8
879,20,12,17
879,20,12,39
879,20,13,3
879,20,13,37
879,20,14,5
879,20,16,155
879,20,56,155
879,20,64,30
879,154,2,5
879,154,5,808
879,155,6,814
879,155,7,17
879,155,11,8
879,155,12,819
879,155,12,37
879,155,12,39
879,155,13,808
879,155,14,5
879,155,30,20
879,155,32,4
879,30,2,817
879,30,30,808
879,30,30,17
879,30,33,8
879,30,36,814
879,30,52,8
879,37,7,17
879,807,2,17
879,807,2,13
879,807,5,4
879,807,18,18
879,808,7,17
879,808,11,10
879,808,30,17
879,808,49,3
879,808,65,819
879,39,7,17
879,814,7,17
879,814,13,8
879,814,13,37
879,814,15,817
879,814,30,17
879,814,40,30
879,814,52,8
879,814,67,818
879,817,6,3
879,817,7,17
879,817,12,8
879,817,13,37
879,817,30,17
879,817,32,814
879,817,52,8
879,817,59,819
879,818,4,10
879,818,7,17
879,818,8,808
879,818,8,5
879,818,17,808
879,818,25,10
879,818,41,39
879,818,43,37
879,818,47,808
879,818,47,3
879,818,51,819
879,818,52,8
879,818,69,155
879,819,7,17
879,819,12,37
879,819,16,39
879,819,32,5
879,819,46,808
879,819,52,8
880,1,51,16
880,4,12,815
880,8,2,1
880,8,12,815
880,8,43,16
880,13,11,815
880,13,40,1
880,17,7,819
880,17,20,817
880,17,20,813
880,17,21,822
880,17,22,821
880,17,22,815
880,17,42,814
880,17,51,16
880,18,6,819
880,18,22,813
880,18,23,822
880,18,26,821
880,20,11,815
880,20,23,16
880,20,40,1
880,154,7,819
880,154,22,813
880,154,23,822
880,813,4,824
880,813,5,822
880,815,18,821
880,815,26,824
880,815,55,818
880,817,5,819
880,817,5,820
880,817,5,823
880,817,8,824
880,817,20,813
880,817,23,822
880,817,26,821
880,818,4,822
880,818,13,821
880,819,2,817
880,819,13,823
880,820,47,823
880,821,2,813
880,821,4,822
880,822,29,821
880,823,2,820
880,824,2,813
880,824,32,819
881,1,45,3
881,3,2,13
881,3,3,18
881,3,44,1
881,8,9,817
881,8,16,815
881,8,41,807
881,8,48,815
881,13,49,8
881,13,49,815
881,13,53,154
881,16,9,823
881,16,15,821
881,18,50,817
881,20,39,1
881,20,46,17
881,154,4,8
881,154,5,817
881,154,9,817
881,154,11,815
881,807,4,16
881,807,5,815
881,813,24,823
881,814,9,824
881,814,9,822
881,814,9,823
881,814,11,16
881,814,15,821
881,818,2,819
881,818,5,813
881,818,13,820
881,818,28,824
881,818,46,822
881,818,48,817
881,821,4,813
881,821,44,817
881,822,3,820
881,822,10,824
881,822,10,823
881,822,49,817
882,1,8,822
882,1,9,818
882,1,16,815
882,1,23,814
882,1,29,18
882,1,45,18
882,3,11,822
882,4,8,822
882,4,9,818
882,4,13,814
882,4,14,815
882,4,21,18
882,4,26,807
882,4,29,20
882,4,43,20
882,8,9,822
882,8,11,818
882,8,16,815
882,8,23,814
882,8,31,18
882,8,37,817
882,8,44,18
882,13,9,17
882,13,10,822
882,13,14,818
882,17,11,822
882,20,4,18
882,20,6,154
882,20,20,815
882,20,33,807
882,20,36,18
882,154,4,3
882,154,9,817
882,154,30,815
882,154,44,815
882,154,53,807
882,807,4,18
882,807,4,20
882,807,6,154
882,807,16,3
882,807,20,815
882,807,31,13
882,813,5,16
882,813,9,819
882,814,5,16
882,814,35,818
882,815,5,16
882,815,27,154
882,817,25,818
882,817,30,815
882,817,32,154
882,817,41,815
882,817,46,807
882,818,2,820
882,818,3,823
882,818,4,824
882,818,7,822
882,818,23,822
882,818,49,822
882,819,3,820
882,819,4,823
882,820,15,823
882,822,5,16
882,822,55,813
883,1,27,822
883,1,36,815
883,1,45,18
883,1,51,17
883,1,57,17
883,3,4,4
883,3,13,18
883,3,23,815
883,3,35,813
883,4,3,3
883,4,5,3
883,4,11,817
883,4,26,813
883,4,47,815
883,8,18,807
883,8,21,1
883,8,37,815
883,13,20,817
883,13,22,822
883,13,31,807
883,13,35,813
883,13,40,817
883,13,43,813
883,16,11,823
883,16,25,824
883,16,30,821
883,16,44,817
883,16,51,822
883,16,56,13
883,17,10,819
883,17,23,4
883,17,24,807
883,17,53,1
883,18,2,8
883,18,12,3
883,18,24,3
883,18,27,815
883,18,38,3
883,20,3,3
883,20,12,822
883,20,15,8
883,154,2,1
883,154,32,3
883,154,33,815
883,154,44,17
883,154,52,814
883,807,15,813
883,807,52,13
883,813,5,817
883,813,48,13
883,814,6,3
883,815,2,8
883,815,22,3
883,815,24,3
883,815,25,807
883,815,54,4
883,815,57,17
883,819,3,820
883,819,4,824
883,819,14,821
883,820,2,819
883,822,7,817
883,822,16,817
883,822,57,13
884,1,28,813
884,3,31,815
884,4,13,3
884,4,23,3
884,4,39,8
884,8,7,1
884,8,15,3
884,8,33,20
884,13,2,815
884,13,13,3
884,13,24,3
884,16,25,820
884,16,26,819
884,16,28,824
884,16,40,822
884,16,42,813
884,17,8,154
884,17,9,820
884,17,23,18
884,17,24,1
884,17,25,821
884,17,39,3
884,17,52,814
884,18,8,154
884,18,41,821
884,20,13,3
884,20,26,3
884,807,2,818
884,807,8,154
884,807,10,820
884,807,43,824
884,807,55,822
884,813,8,154
884,813,10,820
884,813,16,823
884,813,40,822
884,814,8,154
884,814,11,1
884,814,27,18
884,814,45,18
884,817,2,818
884,817,8,154
884,817,13,807
884,817,15,1
884,817,28,818
884,817,32,815
884,818,8,154
884,818,23,822
884,818,44,820
884,819,8,154
884,819,13,820
884,819,25,820
884,820,8,154
884,821,8,154
884,821,18,818
884,821,24,1
884,821,48,1
884,822,8,154
884,822,13,820
884,822,16,823
884,822,45,824
884,823,2,822
884,823,8,154
884,823,13,820
884,824,8,154
885,1,47,8
885,8,46,1
885,8,73,820
885,8,73,823
885,8,77,821
885,8,77,822
885,8,78,807
885,16,46,18
885,16,52,18
885,16,57,4
885,18,9,815
885,18,47,16
885,18,70,4
885,814,15,824
885,814,18,820
885,814,46,818
885,815,42,18
885,815,46,4
885,818,47,814
885,820,77,823
885,821,45,820
885,821,70,823
885,823,45,824
886,4,30,3
886,4,42,17
886,4,63,1
886,8,6,16
886,8,35,822
886,13,2,813
886,13,6,16
886,13,8,815
886,13,9,807
886,13,19,821
886,13,19,822
886,13,24,18
886,13,52,154
886,13,68,8
886,16,12,824
886,16,16,822
886,16,18,821
886,16,23,18
886,17,30,3
886,18,6,813
886,154,5,819
886,154,6,823
886,154,13,821
886,154,15,18
886,807,6,16
886,813,14,820
886,813,16,824
886,813,26,824
886,814,10,813
886,814,12,18
886,815,6,16
886,815,33,822
886,817,6,16
886,817,14,824
886,817,61,821
886,818,6,822
886,819,7,823
886,819,16,823
886,819,56,820
886,821,4,823
886,821,23,824
886,822,20,821
886,822,26,18
886,824,10,819
887,1,24,821
887,1,38,814
887,1,40,154
887,1,46,18
887,1,46,815
887,1,47,817
887,1,49,16
887,1,51,8
887,3,41,20
887,4,2,154
887,4,10,817
887,4,12,154
887,4,13,818
887,4,30,16
887,4,33,1
887,4,41,17
887,4,41,20
887,4,46,18
887,4,46,815
887,4,47,817
887,4,48,16
887,4,50,8
887,8,11,16
887,8,14,154
887,8,29,16
887,8,29,4
887,8,33,1
887,8,41,20
887,13,21,823
887,13,22,824
887,13,22,819
887,13,22,820
887,13,25,822
887,13,29,813
887,13,46,154
887,13,46,815
887,13,47,18
887,13,48,817
887,13,51,16
887,17,2,821
887,17,3,807
887,17,7,18
887,17,10,815
887,17,12,822
887,17,13,813
887,17,22,815
887,17,29,154
887,17,31,817
887,17,34,1
887,17,35,4
887,17,41,20
887,17,42,8
887,17,46,817
887,17,47,16
887,17,48,8
887,18,13,813
887,18,38,154
887,18,46,815
887,154,9,817
887,154,9,4
887,154,32,813
887,154,46,815
887,154,47,18
887,807,15,821
887,807,25,814
887,807,27,824
887,807,28,819
887,807,31,822
887,807,45,813
887,807,46,815
887,807,47,18
887,807,50,154
887,813,37,814
887,813,46,815
887,813,49,18
887,813,51,154
887,814,2,822
887,814,4,813
887,814,9,818
887,814,9,821
887,814,12,822
887,814,14,813
887,814,35,807
887,814,36,813
887,814,45,813
887,814,45,807
887,814,46,815
887,814,47,18
887,814,50,154
887,815,5,18
887,815,35,13
887,817,28,154
887,817,32,16
887,817,34,13
887,818,4,813
887,818,9,821
887,818,28,820
887,819,46,815
887,820,51,823
887,821,10,818
887,821,13,822
887,821,35,824
887,821,40,819
887,821,46,824
887,821,46,815
887,821,47,819
887,822,40,824
887,822,46,819
887,822,46,815
887,822,52,18
887,823,24,820
887,823,49,820
887,824,2,820
887,824,46,815
888,1,14,3
888,1,48,807
888,1,50,814
888,1,55,815
888,1,60,18
888,3,21,821
888,3,50,821
888,3,51,16
888,3,54,817
888,3,58,814
888,4,14,813
888,8,14,3
888,8,18,1
888,8,55,154
888,16,21,822
888,17,30,819
888,17,30,820
888,17,30,822
888,17,30,823
888,17,47,822
888,17,53,814
888,17,60,815
888,18,51,815
888,20,10,807
888,20,11,18
888,807,21,16
888,807,21,822
888,807,40,822
888,807,45,3
888,807,52,821
888,807,53,16
888,807,56,817
888,807,59,814
888,814,2,16
888,815,2,18
888,815,21,822
888,815,36,813
888,818,8,823
888,819,50,820
888,819,58,823
888,820,30,819
890,1,11,18
890,1,34,17
890,3,24,813
890,3,32,817
890,8,19,16
890,8,19,13
890,13,19,16
890,13,34,807
890,154,29,13
890,154,50,18
890,807,2,16
890,813,36,817
890,814,11,824
890,815,33,807
890,818,11,820
890,818,12,824
890,818,63,814
890,818,66,817
890,819,16,820
890,822,2,823
890,822,13,820
890,822,15,824
890,822,28,821
890,823,14,820
890,823,17,824
891,1,14,154
891,3,16,154
891,4,4,18
891,4,6,3
891,4,15,1
891,8,2,154
891,8,16,814
891,8,17,815
891,8,18,821
891,13,8,154
891,13,12,822
891,13,15,815
891,13,16,821
891,13,29,817
891,13,40,154
891,16,15,807
891,16,18,814
891,16,25,8
891,16,35,815
891,17,5,18
891,17,17,154
891,18,21,154
891,154,13,1
891,813,2,823
891,813,14,823
891,814,13,822
891,814,17,815
891,815,8,154
891,815,26,813
891,817,3,823
891,817,22,813
891,817,36,807
891,817,38,818
891,817,41,815
891,818,3,823
891,818,12,823
891,818,26,822
891,818,34,807
891,819,2,820
891,819,6,824
891,821,4,823
891,821,22,822
891,822,5,823
891,822,21,821
891,824,8,819
892,1,17,823
892,1,29,3
892,1,32,807
892,1,44,821
892,1,45,16
892,1,49,8
892,1,50,815
892,1,51,18
892,4,3,17
892,4,8,13
892,8,9,824
892,8,9,820
892,8,14,823
892,8,23,822
892,8,42,821
892,8,44,16
892,8,51,815
892,16,41,821
892,18,8,1
892,154,2,16
892,154,38,815
892,154,45,18
892,813,52,16
892,820,3,824
892,821,2,813
892,821,52,16
892,823,44,824
892,824,4,820
893,1,49,821
893,1,55,807
893,1,57,815
893,1,58,18
893,1,60,17
893,3,49,821
893,3,55,807
893,3,57,18
893,3,57,815
893,3,60,17
893,8,2,814
893,8,5,821
893,8,15,813
893,8,54,18
893,13,2,1
893,13,15,813
893,13,50,821
893,13,55,807
893,13,58,18
893,13,58,815
893,16,35,821
893,16,42,819
893,16,52,818
893,16,54,821
893,17,49,821
893,17,54,807
893,17,55,815
893,17,56,18
893,18,15,813
893,813,43,819
893,813,58,818
893,813,59,821
893,814,50,821
893,815,18,807
893,818,41,819
893,822,17,823
893,822,39,823
893,822,50,819
893,822,61,818
893,823,33,822
894,1,12,817
894,3,53,18
894,4,30,817
894,8,4,817
894,8,27,817
894,8,38,154
894,13,2,824
894,13,3,819
894,13,4,823
894,13,10,820
894,13,23,821
894,13,37,16
894,13,45,813
894,13,45,821
894,17,3,815
894,17,6,813
894,17,8,817
894,17,26,4
894,18,8,820
894,18,9,824
894,18,24,822
894,18,30,821
894,154,12,817
894,807,28,817
894,807,37,1
894,813,9,824
894,813,27,822
894,814,9,820
894,815,15,813
894,815,37,16
894,815,45,813
894,815,46,821
894,817,22,814
894,817,41,813
894,818,2,823
894,818,37,16
894,818,41,820
894,818,42,823
894,818,43,824
894,818,45,819
894,819,37,16
894,819,53,818
894,820,37,16
894,821,10,820
894,821,37,16
894,821,45,813
894,822,3,823
894,822,37,16
894,822,45,813
894,823,37,16
894,823,37,824
894,823,45,824
894,823,53,818
894,824,37,16
894,824,41,823
894,824,53,818
895,3,22,18
895,3,45,13
895,4,20,13
895,4,46,807
895,8,7,18
895,8,21,821
895,8,51,807
895,16,35,822
895,17,52,154
895,18,10,820
895,18,42,16
895,18,47,814
895,18,52,13
895,20,41,154
895,807,20,817
895,813,52,822
895,815,14,18
895,815,49,813
895,815,52,822
895,817,7,822
895,817,26,16
895,817,47,815
895,817,48,813
895,817,50,822
895,817,51,16
895,818,47,813
895,818,50,822
895,818,51,16
895,819,46,820
896,1,15,822
896,3,10,822
896,3,52,8
896,4,9,820
896,4,11,818
896,4,21,821
896,4,48,822
896,8,11,814
896,8,24,822
896,8,37,16
896,13,56,8
896,17,6,8
896,18,2,813
896,18,3,16
896,18,9,818
896,18,9,820
896,18,18,820
896,18,41,818
896,20,4,820
896,20,7,822
896,20,8,821
896,20,10,16
896,20,11,154
896,20,13,817
896,20,21,815
896,154,3,821
896,154,4,813
896,154,7,16
896,154,56,8
896,807,24,822
896,813,11,820
896,814,8,820
896,814,44,16
896,815,32,16
896,815,58,1
896,817,48,822
896,818,9,820
896,818,59,18
896,821,45,822
897,1,27,16
897,1,44,818
897,3,15,818
897,4,21,815
897,4,22,822
897,4,26,807
897,4,50,1
897,4,51,814
897,13,25,1
897,13,26,16
897,13,46,818
897,16,3,821
897,16,47,818
897,17,14,16
897,17,16,818
897,17,20,3
897,18,16,823
897,18,17,819
897,18,50,818
897,154,10,821
897,154,18,16
897,807,51,817
897,813,49,818
897,815,29,813
897,815,48,818
897,815,55,16
897,819,2,822
897,821,27,817
897,821,50,818
897,822,53,817
897,823,2,822
897,823,23,819
898,3,19,817
898,3,33,814
898,4,29,821
898,4,45,807
898,5,50,813
898,13,46,813
898,13,56,821
898,17,13,1
898,18,55,817
898,813,13,820
898,814,29,5
898,815,26,818
898,815,30,821
898,817,44,814
898,819,22,820
898,821,5,819
898,821,6,823
898,821,7,824
898,821,25,818
898,822,35,821
899,1,11,3
899,1,57,817
899,4,4,3
899,5,18,824
899,5,19,822
899,5,20,818
899,5,21,819
899,5,22,823
899,13,15,3
899,13,45,814
899,16,2,818
899,16,12,821
899,16,19,823
899,16,63,5
899,17,2,1
899,17,7,3
899,17,13,4
899,17,26,4
899,18,2,822
899,18,8,817
899,18,14,807
899,18,22,817
899,18,22,813
899,807,25,817
899,807,48,16
899,813,2,5
899,813,2,814
899,813,26,818
899,813,36,822
899,814,2,5
899,814,6,813
899,814,12,821
899,814,54,5
899,815,2,5
899,815,5,818
899,815,7,16
899,815,10,821
899,815,13,822
899,815,22,813
899,815,24,817
899,817,16,823
899,817,22,813
899,818,12,820
899,818,16,824
899,818,23,819
899,818,30,823
899,818,64,813
899,819,7,824
899,819,36,823
899,821,2,818
899,821,24,818
899,821,29,822
899,821,57,5
899,822,20,818
899,822,21,819
899,822,22,823
899,823,2,819
899,823,5,824
900,8,3,818
900,8,53,818
900,16,7,828
900,154,3,20
900,154,9,820
900,154,16,828
900,154,23,813
900,807,2,1
900,813,8,828
900,815,16,820
900,815,16,821
900,815,17,828
900,815,20,154
900,815,21,813
900,820,2,20
900,821,16,820
900,821,19,828
900,821,28,813
900,822,3,826
900,822,5,818
900,822,8,8
900,822,16,820
900,822,16,821
900,822,17,154
900,822,17,828
900,822,18,813
900,822,19,16
900,822,25,826
900,822,35,8
900,822,46,818
900,822,52,807
900,826,17,16
900,828,5,16
901,4,53,807
901,8,38,155
901,13,3,825
901,13,14,826
901,16,19,821
901,18,3,825
901,20,4,817
901,154,29,155
901,155,30,154
901,821,25,828
901,821,26,820
901,822,2,821
901,822,16,825
901,822,21,826
901,825,4,13
901,825,28,155
901,825,31,826
901,826,5,821
901,826,27,155
901,828,16,818
902,4,17,813
902,4,50,18
902,8,17,826
902,8,18,813
902,8,51,18
902,13,16,813
902,13,48,18
902,18,19,826
902,18,21,8
902,18,27,4
902,20,19,826
902,20,24,8
902,20,36,825
902,20,36,813
902,20,47,18
902,154,2,155
902,154,3,828
902,154,4,824
902,154,19,821
902,154,55,18
902,155,5,828
902,155,20,828
902,155,21,820
902,155,55,18
902,807,5,4
902,807,17,813
902,807,19,4
902,807,37,4
902,813,6,821
902,813,26,821
902,813,54,155
902,813,55,18
902,815,12,13
902,815,19,4
902,815,26,807
902,817,11,825
902,817,15,20
902,817,21,826
902,817,32,8
902,817,37,8
902,817,37,825
902,817,37,813
902,817,47,18
902,817,50,20
902,817,53,807
902,818,16,824
902,820,19,828
902,820,47,155
902,820,55,18
902,821,31,155
902,822,12,155
902,822,15,813
902,822,32,8
902,822,34,817
902,822,48,18
902,826,14,155
902,826,55,18
903,3,4,13
903,3,22,20
903,3,42,4
903,8,13,154
903,8,16,825
903,13,16,828
903,13,20,820
903,13,36,155
903,18,3,818
903,18,9,828
903,18,11,820
903,18,28,154
903,154,16,825
903,155,28,154
903,155,42,820
903,807,13,821
903,813,17,155
903,813,28,154
903,813,37,821
903,815,2,818
903,815,14,18
903,815,23,154
903,817,26,20
903,818,24,18
903,818,28,154
903,821,29,13
903,822,2,8
903,822,3,154
903,825,28,154
903,826,21,18
903,826,28,154
904,4,26,154
904,4,37,825
904,4,63,8
904,8,25,154
904,13,40,825
904,18,9,821
904,18,19,824
904,20,9,821
904,20,14,155
904,20,14,820
904,20,16,824
904,20,37,825
904,20,37,13
904,20,56,8
904,20,63,822
904,813,4,155
904,813,8,824
904,813,22,155
904,813,29,821
904,815,51,807
904,817,16,18
904,817,17,826
904,818,2,824
904,818,2,155
904,818,21,155
904,820,34,155
904,820,39,828
904,821,22,155
904,821,65,16
904,825,14,821
904,825,51,826
904,826,8,821
904,826,58,16
904,826,63,813
904,828,34,155
905,8,3,20
905,8,29,824
905,8,35,155
905,13,10,826
905,13,73,825
905,16,9,154
905,16,11,828
905,16,16,820
905,18,9,826
905,18,72,825
905,154,39,155
905,154,73,825
905,807,9,826
905,807,32,825
905,817,3,20
905,818,32,825
905,821,10,826
905,822,10,826
905,824,35,155
905,824,73,825
905,825,30,818
905,828,39,155
906,1,10,20
906,4,60,822
906,8,27,826
906,13,17,826
906,13,22,818
906,13,26,4
