driverId,lap_1,lap_2,lap_3,lap_4,lap_5,lap_6,lap_7,lap_8,lap_9,lap_10,lap_11,lap_12,lap_13,lap_14,lap_15,lap_16,lap_17,lap_18,lap_19,lap_20,lap_21,lap_22,lap_23,lap_24,lap_25,lap_26,lap_27,lap_28,lap_29,lap_30,lap_31,lap_32,lap_33,lap_34,lap_35,lap_36,lap_37,lap_38,lap_39,lap_40,lap_41,lap_42,lap_43,lap_44,lap_45,lap_46,lap_47,lap_48,lap_49,lap_50,lap_51,lap_52,lap_53,lap_54,lap_55,lap_56,lap_57,lap_58
1,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[9],[],[],[],[],"[2, 3]",[8],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],"[3, 22]",[],[5],[],[],[],[],[],[],[],[],[],[],[]
2,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[9],[],[],[15],[],[],[3],[22],[],[],[],[],[],"[9, 4]",[],[8],[],[],[],[],[],[],[],[],[],[],[],[3],[],[],[],[5],[],[22],[],[],[],[],[],[],[],[],[]
3,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[9],[],[],[1],[],[],[],[14],[],[],[],[],[],"[9, 4]",[],[8],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[5],[],[22],[],[],[],[],[],[],[],[],[]
4,,[],[],[],[],[],[],[],[],[],[],[],[],[11],[],[],[],[],[],[],[],"[10, 14]",[22],[],[],[],[],[],[],[12],[8],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],"[8, 6, 22]",[],[],[],[],[],[],[],[],[]
5,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[9],[],[3],[1],[],[3],[],[],[],[],[],[],[],[],[],[8],[],[],[],[],[],[],[],[],[],[],[],[1],[2],[22],[],[],[6],[22],[],[],[],[],[],[],[],[],[]
6,,[],[],[],[],[],[],[],[13],[],[12],[],[],[],[],[],[],[],[7],[],[],[],[],[],[11],[],[],[],[],[12],[8],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],"[4, 5]",[],[],[],[],[],[],[],[],[],[],[]
7,,[],[],[],[6],[],[],[],[12],[],[],[],[],[],[],[],[6],[],[],[],[],[],[],[],[],[],[],[],"[10, 11, 4, 6]",[12],[8],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[5],[],"[8, 22]",[],[],[],[],[],[],[],[],[]
8,,[4],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[14],[],[9],[],"[3, 22]",[2],[22],[],[],[],[],[],[9],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[4],[6],[],[],[],[],[],[],[],[],[],[]
9,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],"[3, 14]",[22],[],[],[],[],[],[],[12],[8],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],"[4, 5]",[],[],[],[],[],[],[],[],[],[],[]
10,,[],[7],[],[12],[],[],[],[],[],[],[],[],[7],[],[],[],[],[],[11],[],[],[13],[],[],[],[],[],[],[12],[8],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
11,,[],[],[],[12],[],[],[],[],[],[],[],[],[],[],[],[],[],[7],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
12,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[11],[],[],[],"[9, 10, 4, 6]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
13,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[12],[],[7],[6],[],[],[],[],[11],[],[],[],"[9, 10, 4, 6]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
14,,[11],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
15,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[22],[9],[],[22],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
16,,[],[6],[],[12],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
22,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[9],[],[],[],[],"[2, 3]",[],[],[],[],[],[],"[9, 10, 4]",[],[8],[],[],[],[],[],[],[],[],[],[],[],[7],"[1, 3]",[],[],[5],[],[],[],[],[],[],[],[],[],[],[]
