driverId,lap_1,lap_2,lap_3,lap_4,lap_5,lap_6,lap_7,lap_8,lap_9,lap_10,lap_11,lap_12,lap_13,lap_14,lap_15,lap_16,lap_17,lap_18,lap_19,lap_20,lap_21,lap_22,lap_23,lap_24,lap_25,lap_26,lap_27,lap_28,lap_29,lap_30,lap_31,lap_32,lap_33,lap_34,lap_35,lap_36,lap_37,lap_38,lap_39,lap_40,lap_41,lap_42,lap_43,lap_44,lap_45,lap_46,lap_47,lap_48,lap_49,lap_50,lap_51,lap_52,lap_53,lap_54,lap_55,lap_56
2,,[],[],[],[],[],[],[],[],[],"[32, 13]","[41, 21, 14]",[],[10],"[35, 30]","[17, 21]",[31],[],[],[],[],[],[],[44],[],[],[],[],[],[],[],[],[],[10],"[41, 44, 30]",[35],[],[],[],[10],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
4,,[],[13],[],[],[],[],[],[],[],[21],[],"[8, 22]",[],[35],"[17, 23]","[2, 31]",[],[11],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[14],[],[23],[14],"[11, 31]",[],[],[],[21],[],[13],[],[],[],[],[],[],[],[],[],[],[]
8,,[],[],[],[],[],[4],[],[],[],[],[],[],[4],[17],[23],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[4],[],[23],[11],[],[],[11],[],[],[],[21],[],[],[],[],[],[],[],[],[],[],[],[],[]
10,,[],[],[],[],[],[],[],[],[47],"[44, 13]","[41, 14]",[],[],[],[],[],[],[],[],[],[],[],[47],[],[],[],[],[],[],[],[],[],[],[],[],[],[47],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
11,,[],[32],[],[],[],[],[],[],[],[13],"[41, 21, 14]",[2],"[35, 30]",[17],"[4, 23]",[31],[],[],[],[30],[],[],[],[],[41],[13],[21],[14],[],[],[],[],[4],[23],[],[],[],[],[],[],[],[14],[],[13],[],[],[],[],[],[],[],[],[],[],[]
13,,[],[],[],[],[],[],[],[],[],[],[],[],[],"[35, 44]",[10],[17],[2],[31],[],[30],[],[],[],[11],[41],[],[],[],[],[],[],[],[],"[41, 35, 30]",[17],[2],[],"[11, 14]",[],[],[],[21],[],[],[],[],[],[],[],[],[],[],[],[],[]
14,,[],[],[],[],[41],[13],[],[],[],[],[],[],[41],"[10, 35]",[17],[31],[2],[11],[],[30],[],[],[],[41],[],[13],[21],[],[],[],[],[],[],[],[],[23],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
17,,[],[],[],[],[],[],[],[],[35],[13],"[41, 21, 14]",[],"[35, 4]",[],[],[],[2],[],[],[30],[],[],[],[],[41],[13],[],[],[],[],[],[],[35],[30],[],[2],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
18,,[],[21],[],[13],[],[21],[],[],[],[],[4],"[8, 22]",[4],[],"[23, 31]",[],[],[11],[],[],[],[],[],[],[],[],[4],[],[8],[],[],[],[],[],[],[11],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
21,,[],[],[],[13],[],[],[],[],[],[],[],[],[10],"[35, 30]","[17, 14]",[31],[2],[11],[],[30],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[17],[23],[14],"[11, 13, 31]",[],[],[],[],[],[14],[],[],[],[],[],[],[],[],[],[],[]
