driverId,lap_1,lap_2,lap_3,lap_4,lap_5,lap_6,lap_7,lap_8,lap_9,lap_10,lap_11,lap_12,lap_13,lap_14,lap_15,lap_16,lap_17,lap_18,lap_19,lap_20,lap_21,lap_22,lap_23,lap_24,lap_25,lap_26,lap_27,lap_28,lap_29,lap_30,lap_31,lap_32,lap_33,lap_34,lap_35,lap_36,lap_37,lap_38,lap_39,lap_40,lap_41,lap_42,lap_43,lap_44,lap_45,lap_46,lap_47,lap_48,lap_49,lap_50,lap_51,lap_52,lap_53,lap_54,lap_55,lap_56,lap_57,lap_58,lap_59,lap_60,lap_61,lap_62,lap_63,lap_64,lap_65
14,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[35],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[30],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
15,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[56],[],[],[65],"[49, 22, 71]",[64],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[63],[],[],[],[],[],[],[71],[],[],[],[],[],[],[],[],[],[],[],[22],[],[]
21,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[65],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[37],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
22,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[65],[],[],[],[],[64],[15],[],[],[],[71],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[15],[],[],[],[],[],[],[],[63],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
23,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[56],[15],"[35, 30]",[49],[55],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[22],[15],[22],[],[],[],[],[],[],[71],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
25,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[37],[68],[],[37],[],[68],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[37],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
30,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[56],[],[35],[49],"[56, 55]",[23],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
35,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[22],"[49, 55]","[64, 23]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
37,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[44],[],[],[],[69],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
44,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
49,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[56],"[22, 15]","[56, 35]",[],[],[64],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
55,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],"[56, 23]",[15],"[35, 30]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
56,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],"[64, 15]",[22],[35],"[49, 55]",[23],[],[],[],[],[],[],[],[],[],[],[],[],[],[15],[],[],[23],[],[],[],[],[],[71],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
57,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[35],[],[55],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[30],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
63,,[],[],[37],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[65],[25],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[25],[],[],[],[],[],[],[],[],[],[],[],[],[21],[25],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
64,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[65],[],[],[],[],[],[15],[],[71],"[49, 22, 55]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
65,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[25],[68],"[25, 63]",[],[],[],[],[],[],[],[],[],[],[],[],[],[21],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
