driverId,lap_1,lap_2,lap_3,lap_4,lap_5,lap_6,lap_7,lap_8,lap_9,lap_10,lap_11,lap_12,lap_13,lap_14,lap_15,lap_16,lap_17,lap_18,lap_19,lap_20,lap_21,lap_22,lap_23,lap_24,lap_25,lap_26,lap_27,lap_28,lap_29,lap_30,lap_31,lap_32,lap_33,lap_34,lap_35,lap_36,lap_37,lap_38,lap_39,lap_40,lap_41,lap_42,lap_43,lap_44,lap_45
14,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
15,,[],[],[22],[],[],[],[],[],[],[],[],[],[],[],[],[55],[],[],[],"[35, 23]",[57],[30],[],[],[],[],[],[],[],[55],[],[],[],[],[],[],[],[21],[],[],[],[],[],[]
21,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[77],[],[],[],[30],[],[],[],[],[],[],[],[55],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
22,,[65],[],[],[],[],[],[65],[],[],[],[71],[],[],[],[],[76],[],[],[63],[],[82],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
23,,[71],[],[65],[],[],[],[],[],[],[],[],[],[],[],[],[55],[22],[],[],[55],[35],[],[],[],[],[],[],[],[],[22],[],[],[],[],[],[],[],[55],[21],[],[],[],[],[]
30,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[77],[57],[],[],[],[],[],[15],[],[],[],[],[57],[55],[],[],[],[],[],[],[],[21],[],[],[],[],[],[]
35,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[55],[],[],[],[],[],[22],[],[23],[],[],[],[],[],[55],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
49,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
50,,[],[],[],[],[],[],[],[],[],[],[79],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
55,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[75],[22],[],[],"[57, 75, 35]",[23],[30],[15],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[75],[],[],[],[],[]
56,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
57,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[55],[35],[],[],[35],[],[23],[],[15],[],[],[],[],[],[55],[],[],[],[],[],[],[],[21],[],[],[],[],[],[]
63,,[],[],[],[],[],[],[],[],[],[],[71],[50],[],[],[],[],[76],[],[],[],[],[],[],[],[50],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
64,,[],[],[82],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
65,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
71,,[],[],[76],[],[],[],[64],[],[],[],[],[79],[],[],[],[50],[79],[],[],[79],[],[63],[],[],[82],[],[63],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
75,,[50],[],[],[],[],[],[],[],[],[],[71],[82],[],[],[],[63],[76],[63],[],[],[],[82],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
76,,[],[],[],[],[],[],[],[],[],[],[71],[82],[],[],[],[],[],[],[79],[63],[],[82],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
77,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[35],[],[57],[15],[30],[15],[55],[],[],[],[],[],[],[],[],[],[],[],[],[],[21],[],[],[],[],[],[]
79,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[50],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
82,,[63],[],[],[],[],[],[],[],[],[],[71],[],[],[],[],[],[76],[],[71],[63],[],[],[],[],[],[],[50],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
