driverId,lap_1,lap_2,lap_3,lap_4,lap_5,lap_6,lap_7,lap_8,lap_9,lap_10,lap_11,lap_12,lap_13,lap_14,lap_15,lap_16,lap_17,lap_18,lap_19,lap_20,lap_21,lap_22,lap_23,lap_24,lap_25,lap_26,lap_27,lap_28,lap_29,lap_30,lap_31,lap_32,lap_33,lap_34,lap_35,lap_36,lap_37,lap_38,lap_39,lap_40,lap_41,lap_42,lap_43,lap_44,lap_45,lap_46,lap_47,lap_48,lap_49,lap_50,lap_51,lap_52,lap_53,lap_54,lap_55,lap_56,lap_57,lap_58,lap_59,lap_60,lap_61,lap_62,lap_63,lap_64,lap_65,lap_66,lap_67,lap_68,lap_69,lap_70,lap_71,lap_72
14,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[63],[],"[56, 78]","[21, 15]",[23],[75],[49],[],[],[],[],[],[],[],[],[23],[71],[],[],[],[],[],[23],[78],[],[],[],[],[],[],[],[],[78],[],[],[],[],[],[],[],[],[],[],[],[],[71],[],[],[],[]
15,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[22],[],"[65, 63]",[],[50],[],[14],[78],[],[56],[21],[78],[],[],[],[],[],[],[],[],[56],[],[75],[],[],[],[],[50],[63],[],[],[50],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
21,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[14],[],[],[55],[],[],[],[],"[56, 15]",[],[78],[],[],[],[75],[],[],[],"[78, 71]",[23],[14],[65],[],[],[],[78],[],[23],[],[14],[],[],[],[],[71],[],[],[],[],[],[],[],[],[14],[],[],[],[],[],[],[],[]
22,,[],[],[],[],[],[],[56],[],[],[],[],[],[64],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
23,,[],[65],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[14],[],[],[55],"[57, 21]",[],[],"[78, 15]",[75],[],[],[],[],[],[],[],[],[],[71],[],[],[],[63],[],[],[15],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
30,,[],[],[57],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[77],[57],[],[],[],[49],[],[],[],[],[],[],[],[44],[],[71],[],[57],[],[],[],[],[],[],[65],[55],[49],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
35,,[],[],[],[],[],[],[],[],[],[],[30],[],[],[],[],[],[],[],[],[],[],[77],[],[],[30],[],[],[],[],[],[],[],[],[44],[],[],[],[],[],[],[],[],[],[],[],[],[],[44],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
44,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],"[77, 71]",[55],[57],[77],[30],[],[],[],[],[],[],[],[],[],[],[71],[],[57],[65],[],[],[],[],"[49, 30]",[55],[49],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
49,,[15],[22],[],[],[],[],[],[],[],[],[],[],[],[],[],[65],[],[],[],[14],[78],[],[56],"[21, 55]",[23],[30],[],[],[],[75],[],[],[],[],[],[],[],"[71, 23]","[21, 14]",[57],[65],[],[],[],[30],[55],[],[],[71],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
50,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],"[65, 79]",[63],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[79],[],[56],[],[],[],[],[],[75],[],[],[],[],[],[],[],[],[79],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
55,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[56],[21],[23],[65],[49],[],[],[],[],[],[],[65],[],[71],[],[57],[],[],[],[],[44],[30],[],[],[49],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
56,,[15],[],[],[],[],[],[],[],[],[],[],[],[],[],[22],[],[65],[],[],[],"[75, 14]",[78],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[79],[],[],[50],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
57,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],"[77, 55]",[],[],[23],[55],[49],[],[],[],[30],[],[],[],[44],[],[71],[],[],[14],[65],[],[],[21],[65],[55],[49],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
63,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[50],[],[],[],[],[79],[],[],[],[],[],[],[],[],[],[],[],[],[],[],"[56, 50]",[],[75],[],[],[],[],[],[],[],[],[50],[],[],[75],[],[56],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
64,,[78],[15],[],[],[],[],[78],[],[],[],[56],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
65,,[22],[],[],[],[],[],[],[],[],[],[],[],[],[],[22],[],[],[79],[63],[50],[63],[78],[14],"[56, 15]","[75, 21]",[23],[],[49],[],[],[],[],[],[],[],[],[71],[],"[57, 14]",[],[],[],[],"[21, 71]",[78],[],[],[71],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[49],[],[],[],[],[],[],[],[]
71,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[14],[],[],[55],"[57, 21]",[23],[30],[49],[],[],[],[],[],[],[],[44],[],[],[],[63],[23],[],[],[],[21],[78],[],[14],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
75,,[],[63],[],[],[],[],[],[],[],[],[],[],[],[],[22],[],[65],[],[],[],[14],[78],[15],[56],[21],[23],[],[15],[],[],[],[],[],[],[15],[],[],[],[],[],[],[],[],[],[],[50],[],[],[],[],[50],[56],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
77,,[],[],[55],[],[],[],[],[],[],[],[57],[],[],[],[],[],[],[],[],[],[],[],[55],[57],[],[30],[],[],[],[],[71],[],[],[57],[44],[],[],[],[57],[],[],[],[],[30],[55],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
78,,[],[15],[],[],[],[],[],[],[],[],[75],[],[56],[],[22],[56],[65],[],[],[56],[14],[],[],[63],[56],[],[],[],[],[],[],[],[],[15],[],[],[75],[63],[23],[14],[71],[],[],[21],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[15],[],[],[],[]
79,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
