driverId,lap_1,lap_2,lap_3,lap_4,lap_5,lap_6,lap_7,lap_8,lap_9,lap_10,lap_11,lap_12,lap_13,lap_14,lap_15,lap_16,lap_17,lap_18,lap_19,lap_20,lap_21,lap_22,lap_23,lap_24,lap_25,lap_26,lap_27,lap_28,lap_29,lap_30,lap_31,lap_32,lap_33,lap_34,lap_35,lap_36,lap_37,lap_38,lap_39,lap_40,lap_41,lap_42,lap_43,lap_44
1,,[],[],[],[],[],[],[],[],[],[],[],[],[3],[2],[4],[],[],[2],[],[],[5],[],[],[],[],[],[],[],[],[],[],[2],[4],[],[],[],[],[],[],[],[],[],[]
2,,[],[],[23],[],[],[],[],[],[],[5],[],[],"[9, 17]",[3],[9],[1],[],[],[23],[],[3],[5],[],[],[],[],[],[],[],[3],[17],[],[9],[],[],[],[],[],[],[],[],[],[]
3,,[],[5],[],[],[],[],[],[],[],[],[],[],[],[],[9],[],[],[],[17],[23],[],[5],[],[],[],[],[],[],[],[],[5],[],[9],[],[],[],[],[],[],[],[],[],[]
4,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[5],[],[2],[],[],[],[],[],[],[],[],[],[],[],[],[1],[13],[],[],[],[],[2],[],[],[],[],[],[]
5,,[],[],[],[23],[],[],[],[],[],[],[],[],[],"[17, 3]",[9],[],[],[23],[],[],[],[],[18],[23],[14],[],[],[],[],[],[],[],[23],[],[],[],[],[],[],[],[],[],[]
8,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],"[1, 2]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],"[1, 13]",[4],[],[],[1],[],[],[],[],[],[],[]
9,,[24],"[18, 15]",[],[14],[],[],[],[],[],[23],[],[],[],"[17, 3]",[],[],[],[],[],[23],[],[18],[],[14],[],[],[],[],[],[5],[17],[],[],[],[],[],[],[],[],[],[],[],[]
11,,[25],[],[29],[],[],[20],[],[],[],[],[],[],[],[15],[],[16],[],[],[],[],[],[],[],[19],[],[22],[],[],[],"[16, 24]",[],[],[],[],[19],[],[],[],[],[],[],[],[]
13,,[],[],[],[],[],[],[],[],[],[],[],[],[],[4],[8],[1],[],[2],[],[],[],[],[],[],[],[],[],[],[],[],[8],[],[2],[],[],[4],[1],[],[],[],[],[],[]
14,,[],[],[],[15],[],[],[],[],[],[],[],[],[],[],[16],[],[],[],[],[23],[],[5],[],[],[],[22],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
15,,[18],[],[],[],[],[],[],[],[],[],[],[],[],[],[],"[19, 29]",[],[],[],[25],[11],[],[],"[24, 18]","[16, 14]",[22],[],[],[],[16],[],[11],[],[],[18],[],[],[],[],[],[],[],[]
16,,[25],[24],[],[18],[],[],[],[],[],[],[],[],[15],[],[],[],[29],[],[],[19],[25],[],[],"[24, 11]",[],[22],[],[],[],[],[29],[],[19],[],[18],[],[],[],[],[],[],[],[]
17,,[],[2],[5],[],[],[],[],[],[],[],[],[],[],[],[9],[],[],[],[],[23],[],[5],[],[14],[],[],[],[],[],[3],[],[],[9],[],[],[],[],[],[],[],[],[],[]
18,,[],[],[],[],[],[],[],[],[],[],[],[],[15],[],[24],[16],[],[],[],[23],[],[],[],[24],[],[22],[],[],[],[16],[],[11],[],[],[],[],[],[],[],[],[],[],[]
19,,[],[],[],[],[],[],[20],[],[],[],[],[],[],[],[],[],[],[],[],[],[29],[25],[],[],[],[],[],[],[],[],[29],[25],[],[],[],[],[],[],[],[],[],[],[]
20,,[25],[11],[22],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
21,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
22,,[25],[],[],[],[],[29],[20],[],[],[],[],[],[],[15],[],"[16, 29]",[],[],[],[25],[11],[],[],"[24, 18]",[],[],[],[],[],[29],[],[],[11],[],[18],[],[],[],[],[],[],[],[]
23,,[],[14],[],[],[],[],[],[],[],[],[],[],[],"[17, 14]",[9],[],[],[],[],[],[11],[],"[24, 22]",[18],"[14, 22]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
24,,[],[22],[],[],[],[20],[],[],[],[],[],[],[11],[15],[],[16],[],[],[],[11],[],[],[],[],[19],[29],[],[],[],[16],[],[22],[11],[],[18],[],[],[],[],[],[],[],[]
25,,[],[],[],[],[],[],[],[],[],[],[],[],[],[19],[],"[16, 29]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
29,,[25],[],[],[],[],[],[20],[],[],[19],[],[],[],[15],[],[],[],[],[],[],[],[],[],[],[19],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
