driverId,lap_1,lap_2,lap_3,lap_4,lap_5,lap_6,lap_7,lap_8,lap_9,lap_10,lap_11,lap_12,lap_13,lap_14,lap_15,lap_16,lap_17,lap_18,lap_19,lap_20,lap_21,lap_22,lap_23,lap_24,lap_25,lap_26,lap_27,lap_28,lap_29,lap_30,lap_31,lap_32,lap_33,lap_34,lap_35,lap_36,lap_37,lap_38,lap_39,lap_40,lap_41,lap_42,lap_43,lap_44,lap_45,lap_46,lap_47,lap_48,lap_49,lap_50,lap_51,lap_52,lap_53,lap_54,lap_55,lap_56,lap_57,lap_58,lap_59,lap_60
2,,[31],[],[22],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[30],"[13, 31]",[],[21],[],[],[],[],[24],[35],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[3],[31],[],[],[3],[],[],[],[],[],[],[],[],[],[],[]
3,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[35],[22],[31],[],[],[],[],[],"[32, 22]",[24],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
4,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[8],[],[21],[],[],[],[2],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[8],[],[],"[13, 21]",[],[],[],[],[],[],[],[],[],[],[],[],[],[]
8,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[30],[13],[],[31],[21],[],[],[],[2],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[30],[],[],[],"[13, 31]",[],[],[],[],[],[],[],[],[],[],[],[],[],[]
11,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
13,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[30],[],[],[31],[],[],[],[3],[2],[],[35],[],[],[],[],[],[],[],[],[],[],[],[],[],[31],[8],[],[],[],[2],[35],[],[],[],[],[],[],[],[],[],[],[],[]
14,,[],[],[],[],[24],[],[],[],[],[],[],[],[],[],[],[],[15],[],[22],[24],[],[],[],[],[],[],"[24, 27]",[],[],[],[],[],[],[],[],[],[],[],[],[32],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
15,,[],[],[],[],[32],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[11],[],[],[33],[27],[],"[32, 24]",[],[],[],[],[],[],[],[],[],[],[],[],[24],[32],[],[],[24],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
18,,[],[],[],[32],[24],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
21,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[2],[30],"[8, 13]",[],[],[],[],[],[2],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[30],[8],[],[13],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
22,,[3],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[33],[],[],[27],[14],[],"[32, 24]",[],[],[],[],[],[],[],[],[],[15],[],[],[32],[],[],[],[14],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
24,,[],[],[],[15],[],[],[],[],[],[],[],[],[],[],[],[],[15],[],[22],[],[],[],[],[],"[3, 14]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[27],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
26,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
27,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[11],[],[],[],[33],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
30,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[3],[31],[13],[],[],[],[2],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[31],[],[],"[13, 21]",[],[],[],[],[],[],[],[],[],[],[],[],[],[]
31,,[],[],[3],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[22],[13],[],[],[],[],[24],"[3, 14]",[],[35],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[3],[2],[35],[],[],[],[],[],[],[],[],[],[],[]
32,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[15],[],[33],[],[],[],[],[],"[14, 22]",[],[],[],[],[],[],[],[],[],[],[],"[24, 15]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
