driverId,lap_1,lap_2,lap_3,lap_4,lap_5,lap_6,lap_7,lap_8,lap_9,lap_10,lap_11,lap_12,lap_13,lap_14,lap_15,lap_16,lap_17,lap_18,lap_19,lap_20,lap_21,lap_22,lap_23,lap_24,lap_25,lap_26,lap_27,lap_28,lap_29,lap_30,lap_31,lap_32,lap_33,lap_34,lap_35,lap_36,lap_37,lap_38,lap_39,lap_40,lap_41,lap_42,lap_43,lap_44,lap_45,lap_46,lap_47,lap_48,lap_49,lap_50,lap_51,lap_52,lap_53,lap_54,lap_55,lap_56,lap_57,lap_58,lap_59,lap_60,lap_61,lap_62,lap_63,lap_64,lap_65,lap_66,lap_67,lap_68,lap_69,lap_70,lap_71,lap_72
2,,[],[],[],[],[],[],[13],[],[],[],[],[],[],[],[],[],[],[],[],[63],"[56, 15]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[63],[],[17],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
35,,[],[],[],[],[],[],[13],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],"[66, 37, 62]",[17],[],[13],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
66,,[],[],[],[],[],[],[13],[],[],[],[],[],[],[],[],[],[],[],[],[35],[17],[],[],[],[],[],[37],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[62],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
37,,[],[62],[],[],[],[],[11],[],[13],[],[],[],[],[],[],[],[],[],[],[35],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[62],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
8,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[23],[],[14],[31],[14],[],[],[14],[],[],[],[],[],[],[23],[],[],[],[],[],[],[31],[],[],[],[],[],[30],[],[],[],[],[],[14],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
11,,[],[44],[],[],[],[],[],[],[62],[],[],[],[],[],[],[],[],[],[],[35],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
44,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
13,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[62],[],[],[35],"[17, 66, 37]",[63],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],"[37, 63]",[66],[63],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
14,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[18],[15],[],[],[23],[],"[30, 31]",[8],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],"[18, 31]",[23],[],[],[],[31],[30],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
15,,[],[],[],[],[],[13],[],[],[],[],[],[],[],[],[],[],[],[],[],[18],[56],[],[],[63],[],[],[],[2],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[56],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
17,,[],[62],[],[],[],[],[13],[],[],[],[],[],[],[],[],[],[],[],[],[35],[],[],[37],[],[],[],[13],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],"[66, 63]",[],[],[],[],[],[],[],[],[],[],[37],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
18,,[],[],[],[],[],[13],[],[],[],[],[],[],[],[],[],[],[],[],[],[],"[56, 63]",[],[],[],[],[],[15],[2],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[15],[],[],[56],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
23,,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[2],[18],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[31],[18],[],[15],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
