driverId,lap_1,lap_2,lap_3,lap_4,lap_5,lap_6,lap_7,lap_8,lap_9,lap_10,lap_11,lap_12,lap_13,lap_14,lap_15,lap_16,lap_17,lap_18,lap_19,lap_20,lap_21,lap_22,lap_23,lap_24,lap_25,lap_26,lap_27,lap_28,lap_29,lap_30,lap_31,lap_32,lap_33,lap_34,lap_35,lap_36,lap_37,lap_38,lap_39,lap_40,lap_41,lap_42,lap_43,lap_44,lap_45,lap_46,lap_47,lap_48,lap_49,lap_50,lap_51,lap_52,lap_53,lap_54,lap_55,lap_56,lap_57,lap_58,lap_59,lap_60,lap_61,lap_62
2,,[],[],[],[],[],[],"[43, 46]",[13],"[32, 44]",[],[],[],[],[],[],[32],[],[],[14],[],[],[],[],[],[32],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
4,,[],[],[],[],[],[],[43],"[17, 31]","[44, 23]","[11, 22]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[11],[],[],"[22, 23]",[],[],[],[],[],[],[],[],[],[],[],[],[],[],"[11, 22]",[23],[],[15],[],[],[23],[],[],[],[],[],[],[],[],[],[],[],[]
8,,[],[],[],[],[],[],"[43, 13]",[17],"[32, 44]",[],[],[],[],[2],[],[],[],[17],[],[21],[],[],"[2, 43]","[17, 13]",[],[44],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
11,,[],[],[],[],[],[],[],[31],"[18, 23]",[],[],[],[],[],[],[],[],[],[],[21],[8],[],[],[13],[],[44],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
13,,[45],[],[],[],[],[],[],[],"[32, 44]",[],[],[],[],[2],[],[],[],[43],[],[21],[8],[],[],[17],[],[44],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[17],[14],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
14,,[],[],[],[],[],[],[],[],[],[],[47],[46],[],[],[],[47],[],[],[],[],[],[],[],[],[47],[],[],[],[],[],[],[32],[],[],[],[],[],[],[],[],[2],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
15,,[],[],[],[],[],[],[17],[31],"[18, 4, 23]","[11, 22]",[4],[],[],[],[],[],[],[],[],[],[],[],[],[],[31],[],[],[23],[],[4],[],[],[],[],[],[],[],[],[],[],[],[],"[22, 31]",[23],[],[],[],[],[23],[],[],[],[],[],[],[],[],[],[],[],[]
17,,[],[],[],[],[],[],[],[],"[32, 44]",[],[],[],[],[2],[],[],[],[],[],[21],[8],[],[43],[],[],[],[],[],[],[],[],[2],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
18,,[],[],[],[],[],[],[],[],[],"[11, 22]",[4],[15],[],[],[],[],[],[],[],[],[],[],[],[],[31],[],[],[],[],[],[15],[],[],[],[],[],[],[],[],[],[],[],[31],[23],[],[15],[],[4],[],[],[],[],[],[],[],[],[],[],[],[],[]
21,,[],[],[],[],[],[],"[43, 13]",[17],[44],[],[],[],[],[],[],[],[],[],[],[],[2],[],[],"[17, 43]",[],[44],[],[],[],[],[],[],[],[],[],[],[],[13],[],[],[],[44],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
22,,[],[],[],[],[],[],[],[31],"[18, 23]",[],[11],[],[],[],[],[],[],[],[],[],[],[],[],[],[31],[],[],[],[],[11],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[11],[],[],[],[],[],[],[],[],[],[],[],[]
